消息序号,采集时间,NR DU小区标识,下行RLC总吞吐率(bps),上行RLC总吞吐率(bps),下行MAC总吞吐率(bps),上行MAC总吞吐率(bps),运营商索引
1277,2023-03-22 22:39:25 (963),1,0,5264,21528,39040,0
1278,2023-03-22 22:39:26 (963),1,0,10144,16560,31920,0
1279,2023-03-22 22:39:27 (963),1,0,4736,14904,30032,0
1280,2023-03-22 22:39:28 (983),1,0,10160,32016,37312,0
1281,2023-03-22 22:39:29 (963),1,0,5264,20976,40576,0
1282,2023-03-22 22:39:30 (963),1,0,9592,32567,48144,0
1283,2023-03-22 22:39:31 (963),1,0,6384,17112,42784,0
1284,2023-03-22 22:39:32 (983),1,0,10112,24840,42624,0
1285,2023-03-22 22:39:33 (983),1,0,7200,20976,38224,0
1286,2023-03-22 22:39:34 (963),1,0,10112,28152,33360,0
1287,2023-03-22 22:39:35 (963),1,0,7200,31672,32592,0
1288,2023-03-22 22:39:36 (963),1,0,11872,40296,31008,0
1289,2023-03-22 22:39:37 (963),1,0,7200,19872,27280,0
1290,2023-03-22 22:39:38 (963),1,0,11872,37536,41728,0
1291,2023-03-22 22:39:39 (963),1,0,7400,27048,27280,0
1292,2023-03-22 22:39:40 (963),1,0,11168,24288,29632,0
1293,2023-03-22 22:39:41 (963),1,0,6384,24840,28144,0
1294,2023-03-22 22:39:42 (963),1,0,10792,13248,29616,0
1295,2023-03-22 22:39:43 (963),1,0,6384,11040,24160,0
1296,2023-03-22 22:39:44 (963),1,0,8968,24288,27536,0
1297,2023-03-22 22:39:45 (963),1,0,5856,10488,24528,0
1298,2023-03-22 22:39:46 (983),1,0,7864,25944,23792,0
1299,2023-03-22 22:39:47 (963),1,0,4808,27600,23904,0
1300,2023-03-22 22:39:48 (963),1,0,7864,35328,30000,0
1301,2023-03-22 22:39:49 (963),1,0,3552,26496,24032,0
1302,2023-03-22 22:39:50 (963),1,0,8440,20424,31216,0
1303,2023-03-22 22:39:51 (983),1,0,3552,11040,24768,0
1304,2023-03-22 22:39:52 (963),1,0,7712,24840,25648,0
1305,2023-03-22 22:39:53 (983),1,0,3936,27048,22624,0
1306,2023-03-22 22:39:54 (983),1,0,8103,35880,33264,0
1307,2023-03-22 22:39:55 (963),1,0,2480,24288,31232,0
1308,2023-03-22 22:39:56 (983),1,0,8760,24840,37712,0
1309,2023-03-22 22:39:57 (963),1,0,3200,16008,29504,0
1310,2023-03-22 22:39:58 (963),1,0,8784,28016,37200,0
1311,2023-03-22 22:39:59 (963),1,0,3200,7728,29248,0
1312,2023-03-22 22:40:00 (963),1,0,8624,19320,44336,0
1313,2023-03-22 22:40:01 (983),1,0,3200,5520,30368,0
1314,2023-03-22 22:40:02 (983),1,0,8632,11040,36096,0
1315,2023-03-22 22:40:03 (963),1,0,3200,12144,37248,0
1316,2023-03-22 22:40:04 (963),1,0,8640,24840,38288,0
1317,2023-03-22 22:40:05 (963),1,0,2504,14352,34352,0
1318,2023-03-22 22:40:06 (963),1,0,8584,36984,36496,0
1319,2023-03-22 22:40:07 (963),1,0,2504,14904,32720,0
1320,2023-03-22 22:40:08 (963),1,0,6696,16560,41744,0
1321,2023-03-22 22:40:09 (963),1,0,2504,11592,33984,0
1322,2023-03-22 22:40:10 (983),1,0,6696,24288,28448,0
1323,2023-03-22 22:40:11 (963),1,0,3656,14352,23616,0
1324,2023-03-22 22:40:12 (964),1,720,6040,21096,26016,0
1325,2023-03-22 22:40:13 (983),1,0,2376,30360,21488,0
1326,2023-03-22 22:40:14 (963),1,0,4920,27048,26112,0
1327,2023-03-22 22:40:15 (963),1,0,5240,4968,21488,0
1328,2023-03-22 22:40:16 (963),1,0,9032,25944,28800,0
1329,2023-03-22 22:40:17 (963),1,0,2376,14352,21216,0
1330,2023-03-22 22:40:18 (963),1,0,9096,41400,24688,0
1331,2023-03-22 22:40:19 (983),1,0,1160,24840,21424,0
1332,2023-03-22 22:40:20 (963),1,0,7984,20424,28416,0
1333,2023-03-22 22:40:21 (963),1,0,1160,7176,19568,0
1334,2023-03-22 22:40:22 (964),1,0,6664,22080,23024,0
1335,2023-03-22 22:40:23 (983),1,0,1904,13800,23808,0
1336,2023-03-22 22:40:24 (963),1,0,6096,15664,27024,0
1337,2023-03-22 22:40:25 (963),1,0,1160,11456,24704,0
1338,2023-03-22 22:40:26 (983),1,0,5576,20976,27552,0
1339,2023-03-22 22:40:27 (963),1,0,1736,10488,21472,0
1340,2023-03-22 22:40:28 (963),1,0,6280,24288,27488,0
1341,2023-03-22 22:40:29 (983),1,0,1152,19320,20256,0
1342,2023-03-22 22:40:30 (963),1,0,4536,12696,18816,0
1343,2023-03-22 22:40:31 (963),1,0,3496,11592,23040,0
1344,2023-03-22 22:40:32 (963),1,0,3456,15456,23712,0
1345,2023-03-22 22:40:33 (963),1,0,1224,4968,21664,0
1346,2023-03-22 22:40:34 (963),1,0,3424,12696,28576,0
1347,2023-03-22 22:40:35 (963),1,0,1136,12144,26208,0
1348,2023-03-22 22:40:36 (963),1,0,3512,10488,28080,0
1349,2023-03-22 22:40:37 (963),1,0,800,11592,27440,0
1350,2023-03-22 22:40:38 (963),1,0,3984,16008,34368,0
1351,2023-03-22 22:40:39 (983),1,0,1136,11040,46336,0
1352,2023-03-22 22:40:40 (963),1,0,4040,9936,40832,0
1353,2023-03-22 22:40:41 (963),1,0,1136,15456,37936,0
1354,2023-03-22 22:40:42 (963),1,0,6016,42504,42448,0
1355,2023-03-22 22:40:43 (963),1,0,2152,17664,39904,0
1356,2023-03-22 22:40:44 (963),1,0,5496,46920,45552,0
1357,2023-03-22 22:40:45 (963),1,0,2968,18216,53488,0
1358,2023-03-22 22:40:46 (963),1,0,6672,41952,38400,0
1359,2023-03-22 22:40:47 (963),1,0,2528,36984,35200,0
1360,2023-03-22 22:40:48 (963),1,0,6584,41952,30480,0
1361,2023-03-22 22:40:49 (983),1,0,2408,19872,26080,0
1362,2023-03-22 22:40:50 (963),1,0,9224,41400,39104,0
1363,2023-03-22 22:40:51 (963),1,0,1256,26496,20624,0
1364,2023-03-22 22:40:52 (963),1,0,5112,31464,24768,0
1365,2023-03-22 22:40:53 (963),1,0,5472,30912,25104,0
1366,2023-03-22 22:40:54 (983),1,0,7296,38640,27184,0
1367,2023-03-22 22:40:55 (963),1,0,2632,38640,24672,0
1368,2023-03-22 22:40:56 (983),1,0,7992,34776,29376,0
1369,2023-03-22 22:40:57 (983),1,0,1936,14216,17824,0
1370,2023-03-22 22:40:58 (983),1,0,5328,24288,23392,0
1371,2023-03-22 22:40:59 (963),1,0,2512,9936,21760,0
1372,2023-03-22 22:41:00 (963),1,0,5408,22080,22832,0
1373,2023-03-22 22:41:01 (963),1,0,2512,9384,22016,0
1374,2023-03-22 22:41:02 (983),1,0,5984,28704,27008,0
1375,2023-03-22 22:41:03 (983),1,0,3088,15456,22784,0
1376,2023-03-22 22:41:04 (963),1,0,6512,38576,31264,0
1377,2023-03-22 22:41:05 (963),1,0,3088,45264,26336,0
1378,2023-03-22 22:41:06 (964),1,0,6656,46920,28960,0
1379,2023-03-22 22:41:07 (963),1,0,1936,42504,23984,0
1380,2023-03-22 22:41:08 (983),1,0,6656,45816,30960,0
1381,2023-03-22 22:41:09 (963),1,0,1936,17112,30304,0
1382,2023-03-22 22:41:10 (963),1,0,7144,47336,33024,0
1383,2023-03-22 22:41:11 (963),1,0,3088,35264,32960,0
1384,2023-03-22 22:41:12 (983),1,0,6624,18768,24176,0
1385,2023-03-22 22:41:13 (963),1,0,3088,18216,19888,0
1386,2023-03-22 22:41:14 (963),1,0,6560,33120,31008,0
1387,2023-03-22 22:41:15 (963),1,0,3664,16008,31168,0
1388,2023-03-22 22:41:16 (963),1,0,5904,38088,28800,0
1389,2023-03-22 22:41:17 (963),1,0,2984,22080,28512,0
1390,2023-03-22 22:41:18 (963),1,0,7216,30360,29024,0
1391,2023-03-22 22:41:19 (963),1,0,2408,52992,25296,0
1392,2023-03-22 22:41:20 (963),1,0,7216,49680,43856,0
1393,2023-03-22 22:41:21 (963),1,0,2408,37536,44176,0
1394,2023-03-22 22:41:22 (963),1,0,7176,32567,31424,0
1395,2023-03-22 22:41:23 (963),1,0,1832,30360,40464,0
1396,2023-03-22 22:41:24 (963),1,0,7760,32567,51624,0
1397,2023-03-22 22:41:25 (963),1,0,1152,24840,39152,0
1398,2023-03-22 22:41:26 (963),1,0,6552,35328,53064,0
1399,2023-03-22 22:41:27 (963),1,0,1728,16008,45024,0
1400,2023-03-22 22:41:28 (963),1,0,6024,35880,61496,0
1401,2023-03-22 22:41:29 (983),1,0,2304,34776,50136,0
1402,2023-03-22 22:41:30 (963),1,0,4672,54096,86032,0
1403,2023-03-22 22:41:31 (963),1,0,2304,36984,141424,0
1404,2023-03-22 22:41:32 (963),1,0,4672,29464,96640,0
1405,2023-03-22 22:41:33 (963),1,0,2304,33672,88280,0
1406,2023-03-22 22:41:34 (963),1,0,5408,30360,119136,0
1407,2023-03-22 22:41:35 (963),1,0,576,38088,110064,0
1408,2023-03-22 22:41:36 (963),1,0,0,0,0,0
1409,2023-03-22 22:41:37 (963),1,0,0,0,0,0
