消息序号,来源,采集时间,基站标识,小区标识,服务小区物理小区标识,物理小区标识,RSRP(dBm),RSRQ(dB)
77,5G基站,2023-04-06 20:40:42 (282),1,1,3,3,-85,-11
78,5G基站,2023-04-06 20:40:43 (301),1,1,3,3,-76,-11
79,5G基站,2023-04-06 20:40:44 (322),1,1,3,3,-80,-11
80,5G基站,2023-04-06 20:40:45 (362),1,1,3,3,-77,-11
81,5G基站,2023-04-06 20:40:46 (382),1,1,3,3,-81,-10
82,5G基站,2023-04-06 20:40:47 (402),1,1,3,3,-80,-10
83,5G基站,2023-04-06 20:40:48 (422),1,1,3,3,-79,-10
84,5G基站,2023-04-06 20:40:49 (443),1,1,3,3,-81,-10
85,5G基站,2023-04-06 20:40:50 (482),1,1,3,3,-81,-10
86,5G基站,2023-04-06 20:40:51 (503),1,1,3,3,-81,-10
87,5G基站,2023-04-06 20:40:52 (521),1,1,3,3,-81,-10
88,5G基站,2023-04-06 20:40:53 (538),1,1,3,3,-82,-10
89,5G基站,2023-04-06 20:40:54 (562),1,1,3,3,-84,-10
90,5G基站,2023-04-06 20:40:55 (588),1,1,3,3,-87,-10
91,5G基站,2023-04-06 20:40:56 (613),1,1,3,3,-84,-10
92,5G基站,2023-04-06 20:40:57 (638),1,1,3,3,-83,-10
93,5G基站,2023-04-06 20:40:58 (662),1,1,3,3,-86,-10
94,5G基站,2023-04-06 20:40:59 (688),1,1,3,3,-85,-10
95,5G基站,2023-04-06 20:41:00 (713),1,1,3,3,-84,-10
96,5G基站,2023-04-06 20:41:01 (738),1,1,3,3,-86,-10
97,5G基站,2023-04-06 20:41:02 (762),1,1,3,3,-87,-10
98,5G基站,2023-04-06 20:41:03 (788),1,1,3,3,-86,-10
99,5G基站,2023-04-06 20:41:04 (812),1,1,3,3,-83,-10
100,5G基站,2023-04-06 20:41:05 (838),1,1,3,3,-83,-10
101,5G基站,2023-04-06 20:41:06 (863),1,1,3,3,-84,-10
102,5G基站,2023-04-06 20:41:07 (901),1,1,3,3,-83,-10
103,5G基站,2023-04-06 20:41:08 (911),1,1,3,3,-82,-10
104,5G基站,2023-04-06 20:41:09 (932),1,1,3,3,-83,-10
105,5G基站,2023-04-06 20:41:10 (956),1,1,3,3,-84,-10
106,5G基站,2023-04-06 20:41:11 (981),1,1,3,3,-84,-10
107,5G基站,2023-04-06 20:41:13 (6),1,1,3,3,-83,-10
108,5G基站,2023-04-06 20:41:14 (32),1,1,3,3,-83,-10
109,5G基站,2023-04-06 20:41:15 (62),1,1,3,3,-83,-10
110,5G基站,2023-04-06 20:41:16 (82),1,1,3,3,-83,-10
111,5G基站,2023-04-06 20:41:17 (123),1,1,3,3,-83,-10
112,5G基站,2023-04-06 20:41:18 (131),1,1,3,3,-84,-10
113,5G基站,2023-04-06 20:41:19 (163),1,1,3,3,-85,-10
114,5G基站,2023-04-06 20:41:20 (182),1,1,3,3,-84,-10
115,5G基站,2023-04-06 20:41:21 (222),1,1,3,3,-83,-10
116,5G基站,2023-04-06 20:41:22 (232),1,1,3,3,-85,-10
117,5G基站,2023-04-06 20:41:23 (252),1,1,3,3,-84,-10
118,5G基站,2023-04-06 20:41:24 (278),1,1,3,3,-84,-10
119,5G基站,2023-04-06 20:41:25 (303),1,1,3,3,-84,-10
120,5G基站,2023-04-06 20:41:26 (328),1,1,3,3,-83,-10
121,5G基站,2023-04-06 20:41:27 (351),1,1,3,3,-83,-10
122,5G基站,2023-04-06 20:41:28 (378),1,1,3,3,-84,-10
123,5G基站,2023-04-06 20:41:29 (402),1,1,3,3,-83,-10
124,5G基站,2023-04-06 20:41:30 (428),1,1,3,3,-83,-10
125,5G基站,2023-04-06 20:41:31 (452),1,1,3,3,-86,-11
126,5G基站,2023-04-06 20:41:32 (478),1,1,3,3,-88,-11
127,5G基站,2023-04-06 20:41:33 (503),1,1,3,3,-88,-11
128,5G基站,2023-04-06 20:41:34 (528),1,1,3,3,-86,-11
129,5G基站,2023-04-06 20:41:35 (552),1,1,3,3,-86,-11
130,5G基站,2023-04-06 20:41:36 (578),1,1,3,3,-84,-10
131,5G基站,2023-04-06 20:41:37 (602),1,1,3,3,-85,-10
132,5G基站,2023-04-06 20:41:38 (628),1,1,3,3,-85,-10
133,5G基站,2023-04-06 20:41:39 (652),1,1,3,3,-84,-10
134,5G基站,2023-04-06 20:41:40 (682),1,1,3,3,-84,-10
135,5G基站,2023-04-06 20:41:41 (702),1,1,3,3,-83,-10
136,5G基站,2023-04-06 20:41:42 (743),1,1,3,3,-83,-10
137,5G基站,2023-04-06 20:41:43 (762),1,1,3,3,-83,-10
138,5G基站,2023-04-06 20:41:44 (782),1,1,3,3,-83,-10
139,5G基站,2023-04-06 20:41:45 (801),1,1,3,3,-83,-10
140,5G基站,2023-04-06 20:41:46 (842),1,1,3,3,-83,-10
141,5G基站,2023-04-06 20:41:47 (861),1,1,3,3,-83,-10
142,5G基站,2023-04-06 20:41:48 (883),1,1,3,3,-83,-10
143,5G基站,2023-04-06 20:41:49 (902),1,1,3,3,-83,-10
144,5G基站,2023-04-06 20:41:50 (922),1,1,3,3,-83,-10
145,5G基站,2023-04-06 20:41:51 (962),1,1,3,3,-83,-10
146,5G基站,2023-04-06 20:41:52 (972),1,1,3,3,-83,-10
147,5G基站,2023-04-06 20:41:54 (2),1,1,3,3,-83,-10
148,5G基站,2023-04-06 20:41:55 (23),1,1,3,3,-83,-10
149,5G基站,2023-04-06 20:41:56 (48),1,1,3,3,-83,-10
150,5G基站,2023-04-06 20:41:57 (73),1,1,3,3,-83,-10
151,5G基站,2023-04-06 20:41:58 (98),1,1,3,3,-83,-10
152,5G基站,2023-04-06 20:41:59 (122),1,1,3,3,-84,-10
153,5G基站,2023-04-06 20:42:00 (143),1,1,3,3,-84,-10
154,5G基站,2023-04-06 20:42:01 (168),1,1,3,3,-84,-10
155,5G基站,2023-04-06 20:42:02 (196),1,1,3,3,-83,-10
156,5G基站,2023-04-06 20:42:03 (218),1,1,3,3,-83,-10
157,5G基站,2023-04-06 20:42:04 (242),1,1,3,3,-85,-10
158,5G基站,2023-04-06 20:42:05 (268),1,1,3,3,-85,-10
159,5G基站,2023-04-06 20:42:06 (298),1,1,3,3,-85,-10
160,5G基站,2023-04-06 20:42:07 (318),1,1,3,3,-84,-10
161,5G基站,2023-04-06 20:42:08 (342),1,1,3,3,-84,-10
162,5G基站,2023-04-06 20:42:09 (368),1,1,3,3,-84,-10
163,5G基站,2023-04-06 20:42:10 (392),1,1,3,3,-85,-10
164,5G基站,2023-04-06 20:42:11 (418),1,1,3,3,-84,-10
165,5G基站,2023-04-06 20:42:12 (462),1,1,3,3,-84,-10
166,5G基站,2023-04-06 20:42:13 (468),1,1,3,3,-84,-10
167,5G基站,2023-04-06 20:42:14 (502),1,1,3,3,-84,-10
168,5G基站,2023-04-06 20:42:15 (518),1,1,3,3,-84,-10
169,5G基站,2023-04-06 20:42:16 (562),1,1,3,3,-84,-10
170,5G基站,2023-04-06 20:42:17 (568),1,1,3,3,-84,-10
171,5G基站,2023-04-06 20:42:18 (602),1,1,3,3,-84,-10
172,5G基站,2023-04-06 20:42:19 (613),1,1,3,3,-85,-10
173,5G基站,2023-04-06 20:42:20 (642),1,1,3,3,-84,-10
174,5G基站,2023-04-06 20:42:21 (662),1,1,3,3,-83,-10
175,5G基站,2023-04-06 20:42:22 (702),1,1,3,3,-84,-10
176,5G基站,2023-04-06 20:42:23 (712),1,1,3,3,-84,-10
177,5G基站,2023-04-06 20:42:24 (742),1,1,3,3,-84,-10
178,5G基站,2023-04-06 20:42:25 (762),1,1,3,3,-84,-11
179,5G基站,2023-04-06 20:42:26 (802),1,1,3,3,-85,-11
180,5G基站,2023-04-06 20:42:27 (822),1,1,3,3,-85,-11
181,5G基站,2023-04-06 20:42:28 (842),1,1,3,3,-85,-11
182,5G基站,2023-04-06 20:42:29 (882),1,1,3,3,-84,-11
183,5G基站,2023-04-06 20:42:30 (902),1,1,3,3,-85,-11
184,5G基站,2023-04-06 20:42:31 (922),1,1,3,3,-84,-11
185,5G基站,2023-04-06 20:42:32 (942),1,1,3,3,-84,-10
186,5G基站,2023-04-06 20:42:33 (982),1,1,3,3,-84,-10
187,5G基站,2023-04-06 20:42:34 (988),1,1,3,3,-84,-10
188,5G基站,2023-04-06 20:42:36 (22),1,1,3,3,-84,-10
189,5G基站,2023-04-06 20:42:37 (32),1,1,3,3,-84,-10
190,5G基站,2023-04-06 20:42:38 (62),1,1,3,3,-84,-10
191,5G基站,2023-04-06 20:42:39 (82),1,1,3,3,-84,-10
192,5G基站,2023-04-06 20:42:40 (122),1,1,3,3,-84,-10
193,5G基站,2023-04-06 20:42:41 (132),1,1,3,3,-84,-10
194,5G基站,2023-04-06 20:42:42 (163),1,1,3,3,-84,-10
195,5G基站,2023-04-06 20:42:43 (182),1,1,3,3,-84,-10
196,5G基站,2023-04-06 20:42:44 (222),1,1,3,3,-84,-10
197,5G基站,2023-04-06 20:42:45 (212),1,1,3,3,-84,-10
198,5G基站,2023-04-06 20:42:46 (263),1,1,3,3,-84,-10
199,5G基站,2023-04-06 20:42:47 (282),1,1,3,3,-84,-10
200,5G基站,2023-04-06 20:42:48 (308),1,1,3,3,-84,-10
201,5G基站,2023-04-06 20:42:49 (332),1,1,3,3,-84,-10
202,5G基站,2023-04-06 20:42:50 (357),1,1,3,3,-84,-10
203,5G基站,2023-04-06 20:42:51 (382),1,1,3,3,-83,-10
204,5G基站,2023-04-06 20:42:52 (408),1,1,3,3,-83,-10
205,5G基站,2023-04-06 20:42:53 (431),1,1,3,3,-83,-10
206,5G基站,2023-04-06 20:42:54 (458),1,1,3,3,-83,-10
207,5G基站,2023-04-06 20:42:55 (481),1,1,3,3,-83,-10
208,5G基站,2023-04-06 20:42:56 (508),1,1,3,3,-84,-10
209,5G基站,2023-04-06 20:42:57 (526),1,1,3,3,-84,-10
210,5G基站,2023-04-06 20:42:58 (562),1,1,3,3,-83,-10
211,5G基站,2023-04-06 20:42:59 (578),1,1,3,3,-83,-10
212,5G基站,2023-04-06 20:43:00 (622),1,1,3,3,-83,-10
213,5G基站,2023-04-06 20:43:01 (628),1,1,3,3,-83,-10
214,5G基站,2023-04-06 20:43:02 (662),1,1,3,3,-83,-10
215,5G基站,2023-04-06 20:43:03 (678),1,1,3,3,-83,-10
216,5G基站,2023-04-06 20:43:04 (722),1,1,3,3,-84,-10
217,5G基站,2023-04-06 20:43:05 (728),1,1,3,3,-85,-10
218,5G基站,2023-04-06 20:43:06 (763),1,1,3,3,-85,-10
219,5G基站,2023-04-06 20:43:07 (778),1,1,3,3,-87,-10
220,5G基站,2023-04-06 20:43:08 (822),1,1,3,3,-85,-10
221,5G基站,2023-04-06 20:43:09 (828),1,1,3,3,-85,-10
222,5G基站,2023-04-06 20:43:10 (862),1,1,3,3,-84,-10
223,5G基站,2023-04-06 20:43:11 (883),1,1,3,3,-84,-10
224,5G基站,2023-04-06 20:43:12 (922),1,1,3,3,-85,-10
225,5G基站,2023-04-06 20:43:13 (940),1,1,3,3,-86,-10
226,5G基站,2023-04-06 20:43:14 (962),1,1,3,3,-85,-10
227,5G基站,2023-04-06 20:43:15 (982),1,1,3,3,-86,-10
228,5G基站,2023-04-06 20:43:17 (2),1,1,3,3,-88,-10
229,5G基站,2023-04-06 20:43:18 (42),1,1,3,3,-84,-10
230,5G基站,2023-04-06 20:43:19 (48),1,1,3,3,-83,-10
231,5G基站,2023-04-06 20:43:20 (82),1,1,3,3,-85,-10
232,5G基站,2023-04-06 20:43:21 (96),1,1,3,3,-84,-10
233,5G基站,2023-04-06 20:43:22 (142),1,1,3,3,-83,-10
234,5G基站,2023-04-06 20:43:23 (148),1,1,3,3,-84,-10
235,5G基站,2023-04-06 20:43:24 (182),1,1,3,3,-85,-10
236,5G基站,2023-04-06 20:43:25 (196),1,1,3,3,-85,-10
237,5G基站,2023-04-06 20:43:26 (242),1,1,3,3,-84,-10
238,5G基站,2023-04-06 20:43:27 (248),1,1,3,3,-86,-10
239,5G基站,2023-04-06 20:43:28 (282),1,1,3,3,-85,-10
240,5G基站,2023-04-06 20:43:29 (298),1,1,3,3,-85,-10
241,5G基站,2023-04-06 20:43:30 (342),1,1,3,3,-83,-10
242,5G基站,2023-04-06 20:43:31 (348),1,1,3,3,-82,-10
243,5G基站,2023-04-06 20:43:32 (382),1,1,3,3,-81,-10
244,5G基站,2023-04-06 20:43:33 (391),1,1,3,3,-82,-10
245,5G基站,2023-04-06 20:43:34 (421),1,1,3,3,-83,-10
246,5G基站,2023-04-06 20:43:35 (442),1,1,3,3,-80,-10
247,5G基站,2023-04-06 20:43:36 (480),1,1,3,3,-81,-11
248,5G基站,2023-04-06 20:43:37 (491),1,1,3,3,-81,-10
249,5G基站,2023-04-06 20:43:38 (522),1,1,3,3,-86,-10
250,5G基站,2023-04-06 20:43:39 (542),1,1,3,3,-86,-10
251,5G基站,2023-04-06 20:43:40 (583),1,1,3,3,-85,-10
252,5G基站,2023-04-06 20:43:41 (592),1,1,3,3,-84,-10
253,5G基站,2023-04-06 20:43:42 (622),1,1,3,3,-89,-10
254,5G基站,2023-04-06 20:43:43 (642),1,1,3,3,-98,-10
255,5G基站,2023-04-06 20:43:44 (682),1,1,3,3,-99,-10
256,5G基站,2023-04-06 20:43:45 (692),1,1,3,3,-101,-10
257,5G基站,2023-04-06 20:43:46 (722),1,1,3,3,-99,-10
258,5G基站,2023-04-06 20:43:47 (742),1,1,3,3,-101,-10
259,5G基站,2023-04-06 20:43:48 (781),1,1,3,3,-97,-10
260,5G基站,2023-04-06 20:43:49 (787),1,1,3,3,-91,-10
261,5G基站,2023-04-06 20:43:50 (810),1,1,3,3,-88,-10
262,5G基站,2023-04-06 20:43:51 (837),1,1,3,3,-86,-10
263,5G基站,2023-04-06 20:43:52 (862),1,1,3,3,-90,-10
264,5G基站,2023-04-06 20:43:53 (888),1,1,3,3,-82,-10
265,5G基站,2023-04-06 20:43:54 (912),1,1,3,3,-81,-10
266,5G基站,2023-04-06 20:43:55 (938),1,1,3,3,-81,-10
267,5G基站,2023-04-06 20:43:56 (962),1,1,3,3,-81,-10
268,5G基站,2023-04-06 20:43:57 (987),1,1,3,3,-81,-10
269,5G基站,2023-04-06 20:43:59 (12),1,1,3,3,-81,-10
270,5G基站,2023-04-06 20:44:00 (38),1,1,3,3,-81,-10
271,5G基站,2023-04-06 20:44:01 (62),1,1,3,3,-81,-10
272,5G基站,2023-04-06 20:44:02 (102),1,1,3,3,-81,-10
273,5G基站,2023-04-06 20:44:03 (112),1,1,3,3,-81,-10
274,5G基站,2023-04-06 20:44:04 (142),1,1,3,3,-81,-10
275,5G基站,2023-04-06 20:44:05 (162),1,1,3,3,-81,-10
276,5G基站,2023-04-06 20:44:06 (202),1,1,3,3,-81,-10
277,5G基站,2023-04-06 20:44:07 (212),1,1,3,3,-81,-10
278,5G基站,2023-04-06 20:44:08 (242),1,1,3,3,-81,-10
279,5G基站,2023-04-06 20:44:09 (262),1,1,3,3,-81,-10
280,5G基站,2023-04-06 20:44:10 (302),1,1,3,3,-81,-10
281,5G基站,2023-04-06 20:44:11 (308),1,1,3,3,-81,-10
282,5G基站,2023-04-06 20:44:12 (342),1,1,3,3,-81,-10
283,5G基站,2023-04-06 20:44:13 (358),1,1,3,3,-81,-10
284,5G基站,2023-04-06 20:44:14 (402),1,1,3,3,-81,-10
285,5G基站,2023-04-06 20:44:15 (408),1,1,3,3,-81,-10
286,5G基站,2023-04-06 20:44:16 (432),1,1,3,3,-81,-10
287,5G基站,2023-04-06 20:44:17 (458),1,1,3,3,-81,-10
288,5G基站,2023-04-06 20:44:18 (482),1,1,3,3,-83,-10
289,5G基站,2023-04-06 20:44:19 (508),1,1,3,3,-82,-10
290,5G基站,2023-04-06 20:44:20 (532),1,1,3,3,-81,-10
291,5G基站,2023-04-06 20:44:21 (558),1,1,3,3,-81,-10
292,5G基站,2023-04-06 20:44:22 (582),1,1,3,3,-81,-10
293,5G基站,2023-04-06 20:44:23 (608),1,1,3,3,-81,-10
294,5G基站,2023-04-06 20:44:24 (632),1,1,3,3,-81,-10
295,5G基站,2023-04-06 20:44:25 (658),1,1,3,3,-81,-10
296,5G基站,2023-04-06 20:44:26 (682),1,1,3,3,-81,-10
297,5G基站,2023-04-06 20:44:27 (707),1,1,3,3,-81,-10
298,5G基站,2023-04-06 20:44:28 (712),1,1,3,3,-81,-10
299,5G基站,2023-04-06 20:44:29 (753),1,1,3,3,-83,-10
300,5G基站,2023-04-06 20:44:30 (778),1,1,3,3,-81,-10
301,5G基站,2023-04-06 20:44:31 (802),1,1,3,3,-81,-10
302,5G基站,2023-04-06 20:44:32 (828),1,1,3,3,-81,-10
303,5G基站,2023-04-06 20:44:33 (852),1,1,3,3,-81,-10
304,5G基站,2023-04-06 20:44:34 (878),1,1,3,3,-81,-10
305,5G基站,2023-04-06 20:44:35 (902),1,1,3,3,-81,-10
306,5G基站,2023-04-06 20:44:36 (928),1,1,3,3,-81,-10
307,5G基站,2023-04-06 20:44:37 (952),1,1,3,3,-81,-10
308,5G基站,2023-04-06 20:44:38 (978),1,1,3,3,-81,-10
309,5G基站,2023-04-06 20:44:40 (2),1,1,3,3,-81,-10
310,5G基站,2023-04-06 20:44:41 (28),1,1,3,3,-81,-10
311,5G基站,2023-04-06 20:44:42 (62),1,1,3,3,-81,-10
312,5G基站,2023-04-06 20:44:43 (78),1,1,3,3,-82,-10
313,5G基站,2023-04-06 20:44:44 (122),1,1,3,3,-81,-10
314,5G基站,2023-04-06 20:44:45 (128),1,1,3,3,-81,-10
315,5G基站,2023-04-06 20:44:46 (152),1,1,3,3,-81,-10
316,5G基站,2023-04-06 20:44:47 (177),1,1,3,3,-81,-10
317,5G基站,2023-04-06 20:44:48 (241),1,1,3,3,-81,-10
318,5G基站,2023-04-06 20:44:49 (228),1,1,3,3,-81,-10
319,5G基站,2023-04-06 20:44:50 (248),1,1,3,3,-82,-10
320,5G基站,2023-04-06 20:44:51 (272),1,1,3,3,-83,-10
321,5G基站,2023-04-06 20:44:52 (302),1,1,3,3,-81,-10
322,5G基站,2023-04-06 20:44:53 (322),1,1,3,3,-80,-10
323,5G基站,2023-04-06 20:44:54 (362),1,1,3,3,-81,-10
324,5G基站,2023-04-06 20:44:55 (372),1,1,3,3,-83,-10
325,5G基站,2023-04-06 20:44:56 (402),1,1,3,3,-82,-10
326,5G基站,2023-04-06 20:44:57 (422),1,1,3,3,-82,-10
327,5G基站,2023-04-06 20:44:58 (462),1,1,3,3,-83,-10
328,5G基站,2023-04-06 20:44:59 (472),1,1,3,3,-91,-10
329,5G基站,2023-04-06 20:45:00 (502),1,1,3,3,-89,-10
330,5G基站,2023-04-06 20:45:01 (520),1,1,3,3,-92,-10
331,5G基站,2023-04-06 20:45:02 (562),1,1,3,3,-90,-10
332,5G基站,2023-04-06 20:45:03 (572),1,1,3,3,-85,-10
333,5G基站,2023-04-06 20:45:04 (602),1,1,3,3,-91,-10
334,5G基站,2023-04-06 20:45:05 (622),1,1,3,3,-82,-10
335,5G基站,2023-04-06 20:45:06 (662),1,1,3,3,-83,-10
336,5G基站,2023-04-06 20:45:07 (682),1,1,3,3,-83,-10
337,5G基站,2023-04-06 20:45:08 (702),1,1,3,3,-84,-10
338,5G基站,2023-04-06 20:45:09 (722),1,1,3,3,-84,-10
339,5G基站,2023-04-06 20:45:10 (762),1,1,3,3,-90,-10
340,5G基站,2023-04-06 20:45:11 (768),1,1,3,3,-91,-10
341,5G基站,2023-04-06 20:45:12 (802),1,1,3,3,-96,-10
342,5G基站,2023-04-06 20:45:13 (822),1,1,3,3,-99,-10
343,5G基站,2023-04-06 20:45:14 (840),1,1,3,3,-102,-10
344,5G基站,2023-04-06 20:45:15 (868),1,1,3,3,-99,-10
345,5G基站,2023-04-06 20:45:16 (892),1,1,3,3,-98,-10
346,5G基站,2023-04-06 20:45:17 (917),1,1,3,3,-97,-10
347,5G基站,2023-04-06 20:45:18 (942),1,1,3,3,-100,-10
348,5G基站,2023-04-06 20:45:19 (968),1,1,3,3,-103,-10
349,5G基站,2023-04-06 20:45:20 (992),1,1,3,3,-105,-11
350,5G基站,2023-04-06 20:45:22 (18),1,1,3,3,-109,-11
351,5G基站,2023-04-06 20:45:23 (42),1,1,3,3,-110,-11
352,5G基站,2023-04-06 20:45:24 (68),1,1,3,3,-111,-11
353,5G基站,2023-04-06 20:45:25 (92),1,1,3,3,-114,-11
354,5G基站,2023-04-06 20:45:26 (112),1,1,3,3,-114,-11
355,5G基站,2023-04-06 20:45:27 (138),1,1,3,3,-116,-12
356,5G基站,2023-04-06 20:45:28 (163),1,1,3,3,-117,-12
357,5G基站,2023-04-06 20:45:29 (186),1,1,3,3,-118,-12
358,5G基站,2023-04-06 20:45:30 (212),1,1,3,3,-117,-12
359,5G基站,2023-04-06 20:45:31 (238),1,1,3,3,-117,-12
360,5G基站,2023-04-06 20:45:32 (262),1,1,3,3,-118,-12
361,5G基站,2023-04-06 20:45:33 (268),1,1,3,3,-121,-14
362,5G基站,2023-04-06 20:45:34 (312),1,1,3,3,-122,-14
363,5G基站,2023-04-06 20:45:35 (338),1,1,3,3,-123,-15
364,5G基站,2023-04-06 20:45:36 (382),1,1,3,3,-121,-14
365,5G基站,2023-04-06 20:45:37 (388),1,1,3,3,-122,-15
366,5G基站,2023-04-06 20:45:38 (412),1,1,3,3,-122,-15
367,5G基站,2023-04-06 20:45:39 (438),1,1,3,3,-122,-15
368,5G基站,2023-04-06 20:45:40 (462),1,1,3,3,-122,-15
369,5G基站,2023-04-06 20:45:41 (488),1,1,3,3,-120,-14
370,5G基站,2023-04-06 20:45:42 (508),1,1,3,3,-118,-15
371,5G基站,2023-04-06 20:45:43 (533),1,1,3,3,-118,-14
372,5G基站,2023-04-06 20:45:44 (568),1,1,3,3,-122,-15
373,5G基站,2023-04-06 20:45:45 (582),1,1,3,3,-118,-14
374,5G基站,2023-04-06 20:45:46 (608),1,1,3,3,-121,-14
375,5G基站,2023-04-06 20:45:47 (632),1,1,3,3,-121,-15
