消息序号,采集时间,NR DU小区标识,下行RLC总吞吐率(bps),上行RLC总吞吐率(bps),下行MAC总吞吐率(bps),上行MAC总吞吐率(bps)
3138,2023-04-06 21:32:07 (300),1,0,0,0,0
3139,2023-04-06 21:32:08 (300),1,0,0,0,0
3140,2023-04-06 21:32:09 (300),1,0,0,0,0
3141,2023-04-06 21:32:10 (300),1,0,0,0,0
3142,2023-04-06 21:32:11 (300),1,0,0,0,0
3143,2023-04-06 21:32:12 (300),1,0,0,0,0
3144,2023-04-06 21:32:13 (300),1,0,0,3520,0
3145,2023-04-06 21:32:14 (300),1,0,0,0,0
3146,2023-04-06 21:32:15 (300),1,0,0,0,0
3147,2023-04-06 21:32:16 (300),1,0,0,0,0
3148,2023-04-06 21:32:17 (300),1,0,0,0,0
3149,2023-04-06 21:32:18 (300),1,0,0,0,0
3150,2023-04-06 21:32:19 (300),1,0,0,0,0
3151,2023-04-06 21:32:20 (300),1,0,0,0,0
3152,2023-04-06 21:32:21 (300),1,0,0,0,0
3153,2023-04-06 21:32:22 (300),1,0,0,0,0
3154,2023-04-06 21:32:23 (300),1,0,0,0,0
3155,2023-04-06 21:32:24 (300),1,0,0,0,0
3156,2023-04-06 21:32:25 (300),1,0,0,0,0
3157,2023-04-06 21:32:26 (300),1,0,0,9040,71432
3158,2023-04-06 21:32:27 (300),1,5096,34320,41408,591672
3159,2023-04-06 21:32:28 (300),1,31408,14400,190816,423512
3160,2023-04-06 21:32:29 (300),1,0,3528,9552,442384
3161,2023-04-06 21:32:30 (300),1,0,1272,2208,449152
3162,2023-04-06 21:32:31 (300),1,0,3528,10704,554344
3163,2023-04-06 21:32:32 (300),1,0,1272,2232,386240
3164,2023-04-06 21:32:33 (300),1,0,3528,10104,402864
3165,2023-04-06 21:32:34 (300),1,0,1272,3312,224912
3166,2023-04-06 21:32:35 (300),1,0,5448,11232,147848
3167,2023-04-06 21:32:36 (300),1,0,2448,6072,80352
3168,2023-04-06 21:32:37 (300),1,0,5448,14976,105672
3169,2023-04-06 21:32:38 (300),1,0,3128,3912,283136
3170,2023-04-06 21:32:39 (300),1,0,6632,7392,313304
3171,2023-04-06 21:32:40 (300),1,0,3128,5616,382584
3172,2023-04-06 21:32:41 (300),1,0,9152,7728,165256
3173,2023-04-06 21:32:42 (300),1,0,3128,3864,406248
3174,2023-04-06 21:32:43 (300),1,0,10544,7872,149024
3175,2023-04-06 21:32:44 (300),1,0,3808,4416,304176
3176,2023-04-06 21:32:45 (301),1,0,10544,13096,81256
3177,2023-04-06 21:32:46 (300),1,0,4488,6528,327952
3178,2023-04-06 21:32:47 (300),1,0,10544,4968,148968
3179,2023-04-06 21:32:48 (300),1,0,4488,5040,205896
3180,2023-04-06 21:32:49 (300),1,0,9152,11136,120440
3181,2023-04-06 21:32:50 (300),1,0,4488,30984,178752
3182,2023-04-06 21:32:51 (300),1,0,7640,6280,134504
3183,2023-04-06 21:32:52 (300),1,0,3808,3912,257976
3184,2023-04-06 21:32:53 (300),1,0,8752,8488,154296
3185,2023-04-06 21:32:54 (300),1,0,5016,3888,87376
3186,2023-04-06 21:32:55 (301),1,0,9832,8400,113936
3187,2023-04-06 21:32:56 (300),1,0,6256,7272,167224
3188,2023-04-06 21:32:57 (300),1,0,8704,7200,128735
3189,2023-04-06 21:32:58 (300),1,0,6256,3888,161680
3190,2023-04-06 21:32:59 (300),1,0,8864,27352,167976
3191,2023-04-06 21:33:00 (300),1,0,5664,4464,228096
3192,2023-04-06 21:33:01 (300),1,0,8920,14448,272608
3193,2023-04-06 21:33:02 (300),1,0,5664,3312,258136
3194,2023-04-06 21:33:03 (300),1,0,11096,11712,371736
3195,2023-04-06 21:33:04 (300),1,0,5664,13968,603752
3196,2023-04-06 21:33:05 (300),1,0,12304,14008,479488
3197,2023-04-06 21:33:06 (300),1,0,6224,4440,493424
3198,2023-04-06 21:33:07 (300),1,0,13832,30176,312616
3199,2023-04-06 21:33:08 (300),1,0,5048,20280,215912
3200,2023-04-06 21:33:09 (300),1,0,13832,9528,313104
3201,2023-04-06 21:33:10 (300),1,0,3008,7272,285064
3202,2023-04-06 21:33:11 (300),1,0,13224,10536,316856
3203,2023-04-06 21:33:12 (300),1,0,3008,4416,233976
3204,2023-04-06 21:33:13 (300),1,0,14064,17624,122376
3205,2023-04-06 21:33:14 (300),1,0,3568,7200,268344
3206,2023-04-06 21:33:15 (301),1,0,16664,9984,139048
3207,2023-04-06 21:33:16 (300),1,0,3568,6384,232504
3208,2023-04-06 21:33:17 (300),1,0,16040,35856,193864
3209,2023-04-06 21:33:18 (300),1,0,4576,29040,127400
3210,2023-04-06 21:33:19 (300),1,0,16568,14360,183432
3211,2023-04-06 21:33:20 (300),1,0,5120,9320,159720
3212,2023-04-06 21:33:21 (300),1,0,14520,10344,133160
3213,2023-04-06 21:33:22 (300),1,0,5120,48000,107496
3214,2023-04-06 21:33:23 (302),1,0,13768,92872,129368
3215,2023-04-06 21:33:24 (300),1,0,5120,7200,116792
3216,2023-04-06 21:33:25 (290),1,0,12656,8304,74504
3217,2023-04-06 21:33:26 (290),1,0,4016,17424,101944
3218,2023-04-06 21:33:27 (290),1,0,12760,19656,79264
3219,2023-04-06 21:33:28 (290),1,0,3472,3888,204144
3220,2023-04-06 21:33:29 (290),1,0,12760,8328,217576
3221,2023-04-06 21:33:30 (290),1,0,4048,18216,252720
3222,2023-04-06 21:33:31 (290),1,0,10152,16560,115392
3223,2023-04-06 21:33:32 (290),1,0,4048,9456,224680
3224,2023-04-06 21:33:33 (290),1,0,10152,6624,241032
3225,2023-04-06 21:33:34 (290),1,0,4424,38688,192872
3226,2023-04-06 21:33:35 (290),1,0,8800,71816,141696
3227,2023-04-06 21:33:36 (290),1,0,7528,8696,199328
3228,2023-04-06 21:33:37 (290),1,0,9680,7800,172904
3229,2023-04-06 21:33:38 (290),1,0,8792,14376,215872
3230,2023-04-06 21:33:39 (289),1,0,8176,34432,241656
3231,2023-04-06 21:33:40 (290),1,0,8792,24288,217000
3232,2023-04-06 21:33:41 (290),1,0,8176,9936,289136
3233,2023-04-06 21:33:42 (290),1,0,8416,11592,340592
3234,2023-04-06 21:33:43 (290),1,0,6520,73112,123952
3235,2023-04-06 21:33:44 (290),1,0,8928,30336,198552
3236,2023-04-06 21:33:45 (290),1,0,9136,18312,231064
3237,2023-04-06 21:33:46 (290),1,0,6304,8280,350864
3238,2023-04-06 21:33:47 (290),1,0,9040,27048,250192
3239,2023-04-06 21:33:48 (290),1,0,5720,34288,169696
3240,2023-04-06 21:33:49 (290),1,0,8504,18040,441160
3241,2023-04-06 21:33:50 (290),1,0,5528,6072,350704
3242,2023-04-06 21:33:51 (290),1,0,6904,16496,159328
3243,2023-04-06 21:33:52 (290),1,0,4408,7176,245008
3244,2023-04-06 21:33:53 (290),1,0,6904,9592,232544
3245,2023-04-06 21:33:54 (290),1,0,4408,7728,415840
3246,2023-04-06 21:33:55 (290),1,0,5512,9840,229088
3247,2023-04-06 21:33:56 (290),1,0,4984,9384,287568
3248,2023-04-06 21:33:57 (290),1,0,5512,9936,177072
3249,2023-04-06 21:33:58 (290),1,0,5568,14136,359232
3250,2023-04-06 21:33:59 (290),1,0,4856,5520,144872
3251,2023-04-06 21:34:00 (290),1,0,6264,18240,182856
3252,2023-04-06 21:34:01 (290),1,0,3496,6072,114616
3253,2023-04-06 21:34:02 (290),1,0,5112,7176,210512
3254,2023-04-06 21:34:03 (290),1,0,4160,26360,159864
3255,2023-04-06 21:34:04 (290),1,0,5688,11592,380664
3256,2023-04-06 21:34:05 (290),1,0,4160,4968,130904
3257,2023-04-06 21:34:06 (290),1,0,6368,7800,235880
3258,2023-04-06 21:34:07 (290),1,0,4688,4072,121912
3259,2023-04-06 21:34:08 (290),1,0,9728,7200,249400
3260,2023-04-06 21:34:09 (280),1,0,4168,6624,141240
3261,2023-04-06 21:34:10 (310),1,0,9056,15416,290928
3262,2023-04-06 21:34:11 (290),1,0,3960,8608,249112
3263,2023-04-06 21:34:12 (310),1,0,9056,9384,327408
3264,2023-04-06 21:34:13 (310),1,0,3960,3312,142736
3265,2023-04-06 21:34:14 (310),1,0,8400,3864,267312
3266,2023-04-06 21:34:15 (310),1,0,3960,2760,161312
3267,2023-04-06 21:34:16 (290),1,0,5040,7176,323448
3268,2023-04-06 21:34:17 (310),1,0,3280,2760,119176
3269,2023-04-06 21:34:18 (310),1,0,5040,10904,197040
3270,2023-04-06 21:34:19 (310),1,0,4936,33112,165376
3271,2023-04-06 21:34:20 (310),1,0,5568,9384,99600
3272,2023-04-06 21:34:21 (310),1,0,6080,28992,119760
3273,2023-04-06 21:34:22 (291),1,0,6728,12264,77600
3274,2023-04-06 21:34:23 (290),1,0,6040,6624,88152
3275,2023-04-06 21:34:24 (310),1,0,6096,56424,71240
3276,2023-04-06 21:34:25 (290),1,0,5464,17376,78320
3277,2023-04-06 21:34:26 (290),1,0,4760,20896,92320
3278,2023-04-06 21:34:27 (310),1,0,4384,5520,85312
3279,2023-04-06 21:34:28 (290),1,0,4736,7176,112176
3280,2023-04-06 21:34:29 (310),1,0,4384,5544,118712
3281,2023-04-06 21:34:30 (310),1,0,5408,15472,103336
3282,2023-04-06 21:34:31 (310),1,0,4384,9040,88440
3283,2023-04-06 21:34:32 (290),1,0,6104,11872,119696
3284,2023-04-06 21:34:33 (290),1,0,4344,13368,90640
3285,2023-04-06 21:34:34 (310),1,0,6144,26968,96224
3286,2023-04-06 21:34:35 (310),1,0,4384,14008,124856
3287,2023-04-06 21:34:36 (310),1,0,7232,15320,199768
3288,2023-04-06 21:34:37 (310),1,0,4384,9952,115216
3289,2023-04-06 21:34:38 (310),1,0,6552,13992,122096
3290,2023-04-06 21:34:39 (310),1,0,4384,25848,130840
3291,2023-04-06 21:34:40 (310),1,0,5888,19768,168848
3292,2023-04-06 21:34:41 (280),1,0,4384,8352,138552
3293,2023-04-06 21:34:42 (310),1,0,5888,11760,182656
3294,2023-04-06 21:34:43 (310),1,0,3744,3312,193136
3295,2023-04-06 21:34:44 (290),1,0,7048,24704,199816
3296,2023-04-06 21:34:45 (310),1,0,5448,13248,60688
3297,2023-04-06 21:34:46 (290),1,0,7464,29832,146448
3298,2023-04-06 21:34:47 (290),1,0,5976,11712,99824
3299,2023-04-06 21:34:48 (290),1,0,8856,17096,167152
3300,2023-04-06 21:34:49 (290),1,0,6000,3312,146488
3301,2023-04-06 21:34:50 (310),1,0,9512,18600,141712
3302,2023-04-06 21:34:51 (310),1,0,5528,9528,91008
3303,2023-04-06 21:34:52 (290),1,0,7752,13440,151760
3304,2023-04-06 21:34:53 (310),1,0,4344,3312,167920
3305,2023-04-06 21:34:54 (310),1,0,6656,4416,153424
3306,2023-04-06 21:34:55 (310),1,0,4344,2760,87112
3307,2023-04-06 21:34:56 (310),1,0,6496,39592,162664
3308,2023-04-06 21:34:57 (310),1,0,5024,9936,227528
3309,2023-04-06 21:34:58 (310),1,0,6496,8280,197712
3310,2023-04-06 21:34:59 (310),1,0,0,0,131720
3311,2023-04-06 21:35:00 (310),1,0,9872,18768,82784
3312,2023-04-06 21:35:01 (312),1,0,6672,85632,49264
3313,2023-04-06 21:35:02 (290),1,0,5840,32640,117880
3314,2023-04-06 21:35:03 (290),1,0,5024,19864,117320
3315,2023-04-06 21:35:04 (290),1,0,5224,68488,206504
3316,2023-04-06 21:35:05 (310),1,0,5024,52752,212488
3317,2023-04-06 21:35:06 (290),1,0,5224,24360,127952
3318,2023-04-06 21:35:07 (310),1,0,5032,48248,165640
3319,2023-04-06 21:35:08 (310),1,0,5328,8832,60600
3320,2023-04-06 21:35:09 (310),1,0,5032,8832,86704
3321,2023-04-06 21:35:10 (310),1,0,5328,29152,52544
3322,2023-04-06 21:35:11 (310),1,0,4504,72928,51552
3323,2023-04-06 21:35:12 (290),1,0,4744,113376,38416
3324,2023-04-06 21:35:13 (290),1,0,576,40960,3648
3325,2023-04-06 21:35:14 (310),1,0,0,0,0
3326,2023-04-06 21:35:15 (290),1,0,0,0,0
3327,2023-04-06 21:35:16 (290),1,0,0,0,0
3328,2023-04-06 21:35:17 (310),1,0,0,0,0
3329,2023-04-06 21:35:18 (310),1,0,0,0,0
3330,2023-04-06 21:35:19 (290),1,0,3664,14008,223904
3331,2023-04-06 21:35:20 (310),1,0,2600,10912,707376
3332,2023-04-06 21:35:21 (290),1,0,3512,8183,382920
3333,2023-04-06 21:35:22 (310),1,0,0,0,131520
3334,2023-04-06 21:35:23 (290),1,0,0,0,0
3335,2023-04-06 21:35:24 (290),1,0,0,0,0
3336,2023-04-06 21:35:25 (290),1,0,0,0,3240
3337,2023-04-06 21:35:26 (310),1,0,0,0,0
3338,2023-04-06 21:35:27 (310),1,0,0,0,0
3339,2023-04-06 21:35:28 (310),1,0,0,0,0
3340,2023-04-06 21:35:29 (310),1,0,0,0,0
3341,2023-04-06 21:35:30 (310),1,0,0,0,0
3342,2023-04-06 21:35:31 (290),1,0,0,0,0
3343,2023-04-06 21:35:32 (290),1,0,0,1104,6216
3344,2023-04-06 21:35:33 (310),1,0,0,0,0
3345,2023-04-06 21:35:34 (311),1,0,0,0,0
3346,2023-04-06 21:35:35 (310),1,0,0,0,0
3347,2023-04-06 21:35:36 (310),1,0,0,0,0
3348,2023-04-06 21:35:37 (310),1,0,0,0,0
3349,2023-04-06 21:35:38 (310),1,0,0,0,0
3350,2023-04-06 21:35:39 (310),1,0,0,0,0
3351,2023-04-06 21:35:40 (310),1,0,0,0,0
3352,2023-04-06 21:35:41 (310),1,0,0,1320,0
3353,2023-04-06 21:35:42 (310),1,5096,17512,29904,1126904
3354,2023-04-06 21:35:43 (310),1,31408,32272,137696,1247080
3355,2023-04-06 21:35:44 (310),1,0,4016,6192,545280
3356,2023-04-06 21:35:45 (310),1,0,2920,5064,469344
3357,2023-04-06 21:35:46 (290),1,0,4016,5616,266232
3358,2023-04-06 21:35:47 (310),1,0,2920,6696,552168
3359,2023-04-06 21:35:48 (310),1,0,4016,3336,237072
3360,2023-04-06 21:35:49 (310),1,0,2920,4488,421800
3361,2023-04-06 21:35:50 (310),1,0,6520,10192,435384
3362,2023-04-06 21:35:51 (310),1,0,1168,3888,259440
3363,2023-04-06 21:35:52 (291),1,0,7744,10032,324280
3364,2023-04-06 21:35:53 (310),1,0,4704,10104,555064
3365,2023-04-06 21:35:54 (310),1,0,5992,20256,378608
3366,2023-04-06 21:35:55 (310),1,0,5280,6144,970176
3367,2023-04-06 21:35:56 (290),1,0,7912,4992,581400
3368,2023-04-06 21:35:57 (290),1,0,4752,4968,605056
3369,2023-04-06 21:35:58 (310),1,0,9304,5592,530320
3370,2023-04-06 21:35:59 (290),1,0,6040,4416,331304
3371,2023-04-06 21:36:00 (290),1,0,9304,5520,241008
3372,2023-04-06 21:36:01 (291),1,0,7272,13712,125760
3373,2023-04-06 21:36:02 (311),1,0,9816,9936,147328
3374,2023-04-06 21:36:03 (310),1,0,7848,7224,244624
3375,2023-04-06 21:36:04 (290),1,0,8424,4992,164320
3376,2023-04-06 21:36:05 (310),1,0,8424,18480,106336
3377,2023-04-06 21:36:06 (310),1,0,6336,4072,266808
3378,2023-04-06 21:36:07 (310),1,0,8336,12072,332368
3379,2023-04-06 21:36:08 (290),1,0,6336,6696,259351
3380,2023-04-06 21:36:09 (310),1,0,8440,3312,110176
3381,2023-04-06 21:36:10 (290),1,0,6336,8832,89760
3382,2023-04-06 21:36:11 (310),1,0,9136,45672,117568
3383,2023-04-06 21:36:12 (310),1,0,6336,8400,135056
3384,2023-04-06 21:36:13 (290),1,0,9008,24312,119440
3385,2023-04-06 21:36:14 (310),1,0,7808,14904,61320
3386,2023-04-06 21:36:15 (310),1,0,9144,15456,73704
3387,2023-04-06 21:36:16 (310),1,0,5504,2760,255480
3388,2023-04-06 21:36:17 (310),1,0,8728,8400,169216
3389,2023-04-06 21:36:18 (290),1,0,6024,10608,176016
3390,2023-04-06 21:36:19 (310),1,0,8032,7176,127256
3391,2023-04-06 21:36:20 (310),1,0,6024,4416,163040
3392,2023-04-06 21:36:21 (310),1,0,8584,9712,188512
3393,2023-04-06 21:36:22 (310),1,0,7544,6072,168696
3394,2023-04-06 21:36:23 (310),1,0,8664,6096,128687
3395,2023-04-06 21:36:24 (310),1,0,9200,16175,95032
3396,2023-04-06 21:36:25 (310),1,0,7296,8400,108680
3397,2023-04-06 21:36:26 (310),1,0,8528,11784,115848
3398,2023-04-06 21:36:27 (310),1,0,5488,17976,80520
3399,2023-04-06 21:36:28 (310),1,0,4888,5616,22712
3400,2023-04-06 21:36:29 (310),1,0,12312,24744,84184
3401,2023-04-06 21:36:30 (290),1,0,10592,10680,77896
3402,2023-04-06 21:36:31 (310),1,0,5440,25912,78560
3403,2023-04-06 21:36:32 (310),1,0,11280,24632,89312
3404,2023-04-06 21:36:33 (290),1,0,4888,8720,74928
3405,2023-04-06 21:36:34 (290),1,0,11976,11088,54544
3406,2023-04-06 21:36:35 (310),1,0,4888,12960,67952
3407,2023-04-06 21:36:36 (310),1,0,10584,6720,110088
3408,2023-04-06 21:36:37 (310),1,0,4888,4416,77672
3409,2023-04-06 21:36:38 (310),1,0,7248,15528,131960
3410,2023-04-06 21:36:39 (310),1,0,5656,7736,108152
3411,2023-04-06 21:36:40 (310),1,0,6592,8144,268496
3412,2023-04-06 21:36:41 (310),1,0,4976,9040,126984
3413,2023-04-06 21:36:42 (310),1,0,7248,8280,243272
3414,2023-04-06 21:36:43 (310),1,0,6088,5664,142392
3415,2023-04-06 21:36:44 (310),1,0,9024,10632,271744
3416,2023-04-06 21:36:45 (310),1,0,6616,2760,96560
3417,2023-04-06 21:36:46 (310),1,0,8464,6672,199232
3418,2023-04-06 21:36:47 (310),1,0,6464,7728,189056
3419,2023-04-06 21:36:48 (290),1,0,8464,10680,214896
3420,2023-04-06 21:36:49 (310),1,0,6480,12960,84848
3421,2023-04-06 21:36:50 (310),1,0,7944,40928,108776
3422,2023-04-06 21:36:51 (310),1,0,5904,8608,162672
3423,2023-04-06 21:36:52 (290),1,0,8488,47400,66544
3424,2023-04-06 21:36:53 (310),1,0,5904,8144,208288
3425,2023-04-06 21:36:54 (310),1,0,11968,11160,333896
3426,2023-04-06 21:36:55 (310),1,0,7840,5384,134800
3427,2023-04-06 21:36:56 (310),1,0,12072,18432,223872
3428,2023-04-06 21:36:57 (310),1,0,7144,7712,174008
3429,2023-04-06 21:36:58 (310),1,0,12728,17952,263048
3430,2023-04-06 21:36:59 (310),1,0,7144,8696,287160
3431,2023-04-06 21:37:00 (310),1,0,12048,18632,265032
3432,2023-04-06 21:37:01 (290),1,0,6568,10352,204960
3433,2023-04-06 21:37:02 (310),1,0,8568,19856,246432
3434,2023-04-06 21:37:03 (290),1,0,5888,20856,203248
3435,2023-04-06 21:37:04 (310),1,0,7328,4416,305960
3436,2023-04-06 21:37:05 (310),1,0,6464,11208,233216
3437,2023-04-06 21:37:06 (290),1,0,7328,7728,328976
3438,2023-04-06 21:37:07 (290),1,0,7040,10056,299088
3439,2023-04-06 21:37:08 (290),1,0,7328,20272,207856
3440,2023-04-06 21:37:09 (290),1,0,6464,10448,141064
3441,2023-04-06 21:37:10 (290),1,0,5936,9064,148592
3442,2023-04-06 21:37:11 (310),1,0,4680,10488,144112
3443,2023-04-06 21:37:12 (290),1,0,5936,16632,322024
3444,2023-04-06 21:37:13 (290),1,0,4680,5800,176952
3445,2023-04-06 21:37:14 (310),1,0,5936,8696,268856
3446,2023-04-06 21:37:15 (310),1,0,4720,15456,185120
3447,2023-04-06 21:37:16 (290),1,0,5400,7176,219256
3448,2023-04-06 21:37:17 (310),1,0,4192,8280,105192
3449,2023-04-06 21:37:18 (310),1,0,6912,6624,316840
3450,2023-04-06 21:37:19 (310),1,0,5424,9824,100504
3451,2023-04-06 21:37:20 (310),1,0,7440,9384,154416
3452,2023-04-06 21:37:21 (310),1,0,6608,3864,95952
3453,2023-04-06 21:37:22 (310),1,0,7328,6072,220928
3454,2023-04-06 21:37:23 (310),1,0,6624,21408,158680
3455,2023-04-06 21:37:24 (289),1,0,6808,4968,143088
3456,2023-04-06 21:37:25 (310),1,0,7200,7728,98592
3457,2023-04-06 21:37:26 (310),1,0,7296,10560,144136
3458,2023-04-06 21:37:27 (310),1,0,6928,92072,94536
3459,2023-04-06 21:37:28 (310),1,0,7296,34168,157872
3460,2023-04-06 21:37:29 (310),1,0,6272,21360,69664
3461,2023-04-06 21:37:30 (290),1,0,6640,52608,136264
3462,2023-04-06 21:37:31 (310),1,0,6272,7936,132152
3463,2023-04-06 21:37:32 (290),1,0,6640,11040,235304
3464,2023-04-06 21:37:33 (310),1,0,6824,13008,113776
3465,2023-04-06 21:37:34 (290),1,0,5248,45712,122320
3466,2023-04-06 21:37:35 (290),1,0,6720,15320,158296
3467,2023-04-06 21:37:36 (290),1,0,5248,8832,214160
3468,2023-04-06 21:37:37 (290),1,0,6144,5728,181000
3469,2023-04-06 21:37:38 (310),1,0,5248,12240,167392
3470,2023-04-06 21:37:39 (290),1,0,5568,62272,107176
3471,2023-04-06 21:37:40 (310),1,0,5248,13688,163368
3472,2023-04-06 21:37:41 (290),1,0,5568,9592,188456
3473,2023-04-06 21:37:42 (310),1,0,4552,32560,165736
3474,2023-04-06 21:37:43 (310),1,0,0,148024,0
3475,2023-04-06 21:37:44 (310),1,0,0,24816,0
3476,2023-04-06 21:37:45 (310),1,0,0,0,0
3477,2023-04-06 21:37:46 (310),1,0,0,0,0
3478,2023-04-06 21:37:47 (310),1,0,0,0,0
3479,2023-04-06 21:37:48 (310),1,0,0,0,0
3480,2023-04-06 21:37:49 (310),1,0,0,0,0
3481,2023-04-06 21:37:50 (290),1,0,0,0,0
3482,2023-04-06 21:37:51 (290),1,0,0,0,0
3483,2023-04-06 21:37:52 (310),1,0,0,0,0
3484,2023-04-06 21:37:53 (310),1,0,0,0,0
3485,2023-04-06 21:37:54 (290),1,0,0,0,0
3486,2023-04-06 21:37:55 (310),1,0,0,0,0
3487,2023-04-06 21:37:56 (310),1,0,0,0,0
3488,2023-04-06 21:37:57 (290),1,0,0,0,0
3489,2023-04-06 21:37:58 (290),1,0,0,0,0
3490,2023-04-06 21:37:59 (310),1,0,0,0,0
3491,2023-04-06 21:38:00 (290),1,0,0,0,0
3492,2023-04-06 21:38:01 (311),1,0,0,0,0
3493,2023-04-06 21:38:02 (310),1,0,0,0,0
3494,2023-04-06 21:38:03 (290),1,0,0,0,0
3495,2023-04-06 21:38:04 (290),1,0,0,0,0
3496,2023-04-06 21:38:05 (310),1,0,0,0,0
3497,2023-04-06 21:38:06 (290),1,0,0,0,0
3498,2023-04-06 21:38:07 (310),1,0,0,0,0
3499,2023-04-06 21:38:08 (308),1,0,0,0,0
3500,2023-04-06 21:38:09 (310),1,0,0,0,0
3501,2023-04-06 21:38:10 (291),1,0,0,0,0
3502,2023-04-06 21:38:11 (310),1,0,0,0,0
3503,2023-04-06 21:38:12 (310),1,0,0,18584,402696
3504,2023-04-06 21:38:13 (310),1,12728,34320,106000,487000
3505,2023-04-06 21:38:14 (310),1,23776,14400,109832,289256
3506,2023-04-06 21:38:15 (290),1,0,3528,8167,351608
3507,2023-04-06 21:38:16 (310),1,0,1856,6192,733848
3508,2023-04-06 21:38:17 (291),1,0,3528,5984,532280
3509,2023-04-06 21:38:18 (310),1,0,1856,2784,359072
3510,2023-04-06 21:38:19 (310),1,0,4712,12912,345688
3511,2023-04-06 21:38:20 (310),1,0,1856,2208,489336
3512,2023-04-06 21:38:21 (310),1,0,6632,6832,640880
3513,2023-04-06 21:38:22 (290),1,0,2448,4488,603992
3514,2023-04-06 21:38:23 (310),1,0,6632,5880,162368
3515,2023-04-06 21:38:24 (310),1,0,3128,3336,378176
3516,2023-04-06 21:38:25 (290),1,0,6632,17632,316000
3517,2023-04-06 21:38:26 (310),1,0,3128,4968,297912
3518,2023-04-06 21:38:27 (310),1,0,8560,11208,367840
3519,2023-04-06 21:38:28 (310),1,0,3656,5544,503008
3520,2023-04-06 21:38:29 (310),1,0,9784,55872,158408
3521,2023-04-06 21:38:30 (310),1,0,4880,17400,493256
3522,2023-04-06 21:38:31 (290),1,0,10440,4968,414816
3523,2023-04-06 21:38:32 (290),1,0,4880,18368,460304
3524,2023-04-06 21:38:33 (290),1,0,10440,8832,175432
3525,2023-04-06 21:38:34 (310),1,0,4880,4416,307224
3526,2023-04-06 21:38:35 (310),1,0,9088,12744,216912
3527,2023-04-06 21:38:36 (290),1,0,4880,44520,257552
3528,2023-04-06 21:38:37 (290),1,0,7576,4968,215296
3529,2023-04-06 21:38:38 (310),1,0,5560,5016,494904
3530,2023-04-06 21:38:39 (290),1,0,8232,4416,184368
3531,2023-04-06 21:38:40 (310),1,0,5560,19792,344944
3532,2023-04-06 21:38:41 (310),1,0,9464,8280,184920
3533,2023-04-06 21:38:42 (310),1,0,6256,14360,322552
3534,2023-04-06 21:38:43 (310),1,0,11960,9936,168832
3535,2023-04-06 21:38:44 (310),1,0,6256,22296,257824
3536,2023-04-06 21:38:45 (310),1,0,14224,9592,180744
3537,2023-04-06 21:38:46 (310),1,0,7024,11592,305744
3538,2023-04-06 21:38:47 (310),1,0,13704,9592,215968
3539,2023-04-06 21:38:48 (290),1,0,5760,13992,188424
3540,2023-04-06 21:38:49 (310),1,0,12992,3864,99400
3541,2023-04-06 21:38:50 (290),1,0,5064,4416,199144
3542,2023-04-06 21:38:51 (310),1,0,11072,3312,120792
3543,2023-04-06 21:38:52 (300),1,0,5064,4992,278456
3544,2023-04-06 21:38:53 (310),1,0,10232,11480,210736
3545,2023-04-06 21:38:54 (310),1,0,3112,1104,164232
3546,2023-04-06 21:38:55 (310),1,0,10808,9936,236184
3547,2023-04-06 21:38:56 (290),1,0,3792,12424,421648
3548,2023-04-06 21:38:57 (290),1,0,10808,9040,293960
3549,2023-04-06 21:38:58 (290),1,0,4376,5520,305600
3550,2023-04-06 21:38:59 (290),1,0,10392,11456,216680
3551,2023-04-06 21:39:00 (310),1,0,4544,6672,258839
3552,2023-04-06 21:39:01 (290),1,0,9904,9408,186208
3553,2023-04-06 21:39:02 (290),1,0,4680,5016,109280
3554,2023-04-06 21:39:03 (310),1,0,11056,18456,135160
3555,2023-04-06 21:39:04 (310),1,0,4464,7752,143424
3556,2023-04-06 21:39:05 (310),1,0,11056,9832,155472
3557,2023-04-06 21:39:06 (310),1,0,4464,21208,161280
3558,2023-04-06 21:39:07 (310),1,0,10968,14904,101984
3559,2023-04-06 21:39:08 (310),1,0,5776,12264,116072
3560,2023-04-06 21:39:09 (310),1,0,8264,11592,199808
3561,2023-04-06 21:39:10 (290),1,0,5800,6624,163336
3562,2023-04-06 21:39:11 (310),1,0,7032,18168,52008
3563,2023-04-06 21:39:12 (310),1,0,7112,4072,158360
3564,2023-04-06 21:39:13 (290),1,0,7608,10608,63960
3565,2023-04-06 21:39:14 (310),1,0,7112,3864,91952
3566,2023-04-06 21:39:15 (290),1,0,6792,21816,130720
3567,2023-04-06 21:39:16 (310),1,0,9056,39744,156192
3568,2023-04-06 21:39:17 (310),1,0,5664,7728,121104
3569,2023-04-06 21:39:18 (310),1,0,8376,37896,114248
3570,2023-04-06 21:39:19 (290),1,0,6240,14568,87024
3571,2023-04-06 21:39:20 (310),1,0,8520,9384,125592
3572,2023-04-06 21:39:21 (311),1,0,5720,13968,127216
3573,2023-04-06 21:39:22 (290),1,0,8520,4968,125720
3574,2023-04-06 21:39:23 (290),1,0,7496,9408,126832
3575,2023-04-06 21:39:24 (310),1,0,11816,11664,134704
3576,2023-04-06 21:39:25 (310),1,0,7496,14408,137200
3577,2023-04-06 21:39:26 (310),1,0,11816,7432,196856
3578,2023-04-06 21:39:27 (310),1,0,6344,10800,182480
