消息序号,采集时间,NR DU小区标识,下行RLC总吞吐率(bps),上行RLC总吞吐率(bps),下行MAC总吞吐率(bps),上行MAC总吞吐率(bps)
1023,2023-04-06 20:56:52 (300),1,0,3656,4624,95320
1024,2023-04-06 20:56:53 (300),1,0,10600,2208,87728
1025,2023-04-06 20:56:54 (300),1,0,6208,3312,81360
1026,2023-04-06 20:56:55 (300),1,0,11176,4416,132456
1027,2023-04-06 20:56:56 (300),1,0,5464,5520,79272
1028,2023-04-06 20:56:57 (300),1,0,1736,128080,19664
1029,2023-04-06 20:56:58 (300),1,0,0,66552,0
1030,2023-04-06 20:56:59 (300),1,0,0,0,0
1031,2023-04-06 20:57:00 (300),1,0,0,0,0
1032,2023-04-06 20:57:01 (300),1,0,0,0,0
1033,2023-04-06 20:57:02 (300),1,0,0,0,0
1034,2023-04-06 20:57:03 (300),1,0,0,0,0
1035,2023-04-06 20:57:04 (300),1,0,0,0,0
1036,2023-04-06 20:57:05 (300),1,0,0,0,0
1037,2023-04-06 20:57:06 (300),1,0,0,0,0
1038,2023-04-06 20:57:07 (300),1,0,0,0,0
1039,2023-04-06 20:57:08 (300),1,0,0,0,0
1040,2023-04-06 20:57:09 (300),1,0,0,0,0
1041,2023-04-06 20:57:10 (300),1,0,0,0,0
1042,2023-04-06 20:57:11 (300),1,0,0,0,0
1043,2023-04-06 20:57:12 (300),1,0,0,0,0
1044,2023-04-06 20:57:13 (300),1,0,0,0,0
1045,2023-04-06 20:57:14 (300),1,0,0,0,0
1046,2023-04-06 20:57:15 (300),1,0,0,0,0
1047,2023-04-06 20:57:16 (300),1,0,0,0,0
1048,2023-04-06 20:57:17 (300),1,0,0,0,0
1049,2023-04-06 20:57:18 (300),1,0,0,0,0
1050,2023-04-06 20:57:19 (300),1,0,0,0,0
1051,2023-04-06 20:57:20 (300),1,0,0,0,0
1052,2023-04-06 20:57:21 (300),1,5096,16976,39336,749416
1053,2023-04-06 20:57:22 (300),1,31408,31152,50992,575520
1054,2023-04-06 20:57:23 (300),1,0,2952,3936,285456
1055,2023-04-06 20:57:24 (300),1,0,1256,2808,397800
1056,2023-04-06 20:57:25 (300),1,0,2952,5064,208440
1057,2023-04-06 20:57:26 (300),1,0,1256,2232,364104
1058,2023-04-06 20:57:27 (300),1,0,3592,5064,391320
1059,2023-04-06 20:57:28 (301),1,0,1256,2808,336504
1060,2023-04-06 20:57:29 (301),1,0,5512,3336,381648
1061,2023-04-06 20:57:30 (300),1,0,1840,2784,333864
1062,2023-04-06 20:57:31 (300),1,0,5512,6168,548184
1063,2023-04-06 20:57:32 (300),1,0,1936,2808,348240
1064,2023-04-06 20:57:33 (300),1,0,6656,7320,464136
1065,2023-04-06 20:57:34 (300),1,0,3096,4488,397752
1066,2023-04-06 20:57:35 (300),1,0,7464,6072,387144
1067,2023-04-06 20:57:36 (300),1,0,3088,2784,449320
1068,2023-04-06 20:57:37 (300),1,0,9440,7272,774952
1069,2023-04-06 20:57:38 (300),1,0,3776,3336,760160
1070,2023-04-06 20:57:39 (300),1,0,9920,3312,716672
1071,2023-04-06 20:57:40 (300),1,0,4400,2760,561008
1072,2023-04-06 20:57:41 (300),1,0,11032,3864,643576
1073,2023-04-06 20:57:42 (300),1,0,6712,5016,463968
1074,2023-04-06 20:57:43 (300),1,0,10296,8904,376536
1075,2023-04-06 20:57:44 (300),1,0,6712,5520,272088
1076,2023-04-06 20:57:45 (300),1,0,8248,6096,551120
1077,2023-04-06 20:57:46 (300),1,0,6688,14328,432872
1078,2023-04-06 20:57:47 (300),1,0,8784,5728,249576
1079,2023-04-06 20:57:48 (300),1,0,8472,8832,217192
1080,2023-04-06 20:57:49 (301),1,0,9312,8488,141080
1081,2023-04-06 20:57:50 (300),1,0,12104,11136,129943
1082,2023-04-06 20:57:51 (300),1,0,9312,5936,121832
1083,2023-04-06 20:57:52 (300),1,0,11528,5520,65519
1084,2023-04-06 20:57:53 (300),1,0,12848,5520,107360
1085,2023-04-06 20:57:54 (300),1,0,11528,6624,128232
1086,2023-04-06 20:57:55 (300),1,0,12328,3864,138040
1087,2023-04-06 20:57:56 (300),1,0,12256,9384,156440
1088,2023-04-06 20:57:57 (300),1,0,14032,12240,124656
1089,2023-04-06 20:57:58 (300),1,0,9784,6072,119576
1090,2023-04-06 20:57:59 (300),1,0,13392,11688,166912
1091,2023-04-06 20:58:00 (300),1,0,9704,11040,142976
1092,2023-04-06 20:58:01 (300),1,0,9928,10488,61800
1093,2023-04-06 20:58:02 (300),1,0,10152,117832,92128
1094,2023-04-06 20:58:03 (300),1,0,9424,20352,82448
1095,2023-04-06 20:58:04 (300),1,0,9000,10144,75488
1096,2023-04-06 20:58:05 (300),1,0,9896,6072,61760
1097,2023-04-06 20:58:06 (300),1,0,10280,10032,72328
1098,2023-04-06 20:58:07 (300),1,0,10592,4072,80616
1099,2023-04-06 20:58:08 (300),1,0,10280,18152,128240
1100,2023-04-06 20:58:09 (300),1,0,9200,10848,58952
1101,2023-04-06 20:58:10 (300),1,0,10960,11664,69328
1102,2023-04-06 20:58:11 (300),1,0,1184,85368,21024
1103,2023-04-06 20:58:12 (300),1,0,0,85728,0
1104,2023-04-06 20:58:13 (300),1,0,0,0,0
1105,2023-04-06 20:58:14 (300),1,0,0,0,0
1106,2023-04-06 20:58:15 (300),1,0,0,0,0
1107,2023-04-06 20:58:16 (300),1,0,0,0,0
1108,2023-04-06 20:58:17 (300),1,0,0,0,0
1109,2023-04-06 20:58:18 (300),1,0,0,0,0
1110,2023-04-06 20:58:19 (300),1,0,0,0,0
1111,2023-04-06 20:58:20 (300),1,0,0,0,0
1112,2023-04-06 20:58:21 (300),1,0,0,0,0
1113,2023-04-06 20:58:22 (300),1,0,0,0,0
1114,2023-04-06 20:58:23 (300),1,0,0,0,0
1115,2023-04-06 20:58:24 (300),1,0,0,0,0
1116,2023-04-06 20:58:25 (300),1,0,0,0,0
1117,2023-04-06 20:58:26 (300),1,0,0,0,0
1118,2023-04-06 20:58:27 (300),1,0,0,0,0
1119,2023-04-06 20:58:28 (300),1,0,0,0,0
1120,2023-04-06 20:58:29 (300),1,0,0,0,0
1121,2023-04-06 20:58:30 (300),1,0,0,0,0
1122,2023-04-06 20:58:31 (300),1,0,0,0,0
1123,2023-04-06 20:58:32 (300),1,0,0,0,0
1124,2023-04-06 20:58:33 (300),1,0,0,0,0
1125,2023-04-06 20:58:34 (300),1,0,0,0,0
1126,2023-04-06 20:58:35 (300),1,0,0,0,0
1127,2023-04-06 20:58:36 (300),1,0,0,0,0
1128,2023-04-06 20:58:37 (300),1,0,0,0,0
1129,2023-04-06 20:58:38 (300),1,0,0,0,0
1130,2023-04-06 20:58:39 (300),1,0,0,0,0
1131,2023-04-06 20:58:40 (300),1,0,0,0,0
1132,2023-04-06 20:58:41 (300),1,0,16976,26624,578992
1133,2023-04-06 20:58:42 (300),1,36504,31152,49808,599016
1134,2023-04-06 20:58:43 (300),1,0,3544,7504,207944
1135,2023-04-06 20:58:44 (300),1,0,1792,4488,510264
1136,2023-04-06 20:58:45 (300),1,0,4072,7296,600384
1137,2023-04-06 20:58:46 (300),1,0,2320,3936,632904
1138,2023-04-06 20:58:47 (300),1,0,5256,7296,574416
1139,2023-04-06 20:58:48 (300),1,0,2320,3936,400776
1140,2023-04-06 20:58:49 (300),1,0,7176,5592,506904
1141,2023-04-06 20:58:50 (300),1,0,2320,2208,375384
1142,2023-04-06 20:58:51 (300),1,0,7768,8448,509352
1143,2023-04-06 20:58:52 (301),1,0,3000,3360,281560
1144,2023-04-06 20:58:53 (300),1,0,7768,7136,423176
1145,2023-04-06 20:58:54 (300),1,0,3576,3312,302880
1146,2023-04-06 20:58:55 (300),1,0,9744,6624,603624
1147,2023-04-06 20:58:56 (300),1,0,3576,5016,992512
1148,2023-04-06 20:58:57 (300),1,0,11136,9584,1144728
1149,2023-04-06 20:58:58 (300),1,0,3680,9336,568744
1150,2023-04-06 20:58:59 (300),1,0,12320,5752,716160
1151,2023-04-06 20:59:00 (300),1,0,3680,3312,595552
1152,2023-04-06 20:59:01 (300),1,0,12320,11688,1150984
1153,2023-04-06 20:59:02 (300),1,0,4256,5016,567656
1154,2023-04-06 20:59:03 (300),1,0,10928,5520,651112
1155,2023-04-06 20:59:04 (300),1,0,4256,4624,605672
1156,2023-04-06 20:59:05 (300),1,0,10096,7224,471944
1157,2023-04-06 20:59:06 (300),1,0,4936,7752,407032
1158,2023-04-06 20:59:07 (300),1,0,10688,8832,241784
1159,2023-04-06 20:59:08 (300),1,0,5512,8296,176584
1160,2023-04-06 20:59:09 (300),1,0,10688,7176,233808
1161,2023-04-06 20:59:10 (300),1,0,6208,4416,191040
1162,2023-04-06 20:59:11 (300),1,0,11344,7776,218232
1163,2023-04-06 20:59:12 (300),1,0,6208,13992,152280
1164,2023-04-06 20:59:13 (300),1,0,16120,12816,275792
1165,2023-04-06 20:59:14 (300),1,0,6888,2760,295208
1166,2023-04-06 20:59:15 (300),1,0,13760,15432,377944
1167,2023-04-06 20:59:16 (300),1,0,5672,5520,222944
1168,2023-04-06 20:59:17 (300),1,0,13752,24584,158656
1169,2023-04-06 20:59:18 (300),1,0,0,164880,0
1170,2023-04-06 20:59:19 (300),1,0,0,50824,0
1171,2023-04-06 20:59:20 (300),1,0,0,0,0
1172,2023-04-06 20:59:21 (301),1,0,0,0,0
1173,2023-04-06 20:59:22 (300),1,0,0,0,0
1174,2023-04-06 20:59:23 (300),1,0,0,0,0
1175,2023-04-06 20:59:24 (300),1,0,0,0,0
1176,2023-04-06 20:59:25 (300),1,0,0,0,0
1177,2023-04-06 20:59:26 (300),1,0,0,0,0
1178,2023-04-06 20:59:27 (300),1,0,0,0,0
1179,2023-04-06 20:59:28 (300),1,0,0,0,0
1180,2023-04-06 20:59:29 (300),1,0,0,0,0
1181,2023-04-06 20:59:30 (300),1,0,0,0,0
1182,2023-04-06 20:59:31 (300),1,0,0,0,0
1183,2023-04-06 20:59:32 (300),1,0,0,0,0
1184,2023-04-06 20:59:33 (300),1,0,0,0,0
1185,2023-04-06 20:59:34 (300),1,0,0,0,0
1186,2023-04-06 20:59:35 (300),1,0,0,0,0
1187,2023-04-06 20:59:36 (300),1,0,0,0,0
1188,2023-04-06 20:59:37 (300),1,0,0,0,0
1189,2023-04-06 20:59:38 (300),1,0,0,0,0
1190,2023-04-06 20:59:39 (300),1,0,0,0,0
1191,2023-04-06 20:59:40 (300),1,0,0,0,0
1192,2023-04-06 20:59:41 (300),1,0,3072,15904,444704
1193,2023-04-06 20:59:42 (300),1,0,0,0,48336
1194,2023-04-06 20:59:43 (300),1,0,0,19832,430216
1195,2023-04-06 20:59:44 (300),1,36504,48128,70072,723680
1196,2023-04-06 20:59:45 (300),1,0,1696,3360,330288
1197,2023-04-06 20:59:46 (300),1,0,3688,7320,412848
1198,2023-04-06 20:59:47 (300),1,0,1696,4488,758112
1199,2023-04-06 20:59:48 (300),1,0,3008,3912,671424
1200,2023-04-06 20:59:49 (300),1,0,2376,5064,383160
1201,2023-04-06 20:59:50 (301),1,0,3008,3936,352968
1202,2023-04-06 20:59:51 (300),1,0,2376,6168,378312
1203,2023-04-06 20:59:52 (300),1,0,4928,7896,569784
1204,2023-04-06 20:59:53 (300),1,0,2968,4488,304848
1205,2023-04-06 20:59:54 (300),1,0,4928,3912,559248
1206,2023-04-06 20:59:55 (300),1,0,3648,3912,410760
1207,2023-04-06 20:59:56 (300),1,0,4928,6192,608976
1208,2023-04-06 20:59:57 (300),1,0,3648,3312,421008
1209,2023-04-06 20:59:58 (300),1,0,6896,12632,515904
1210,2023-04-06 20:59:59 (300),1,0,4832,4440,525720
1211,2023-04-06 21:00:00 (300),1,0,6320,8696,725496
1212,2023-04-06 21:00:01 (300),1,0,5544,27864,495984
1213,2023-04-06 21:00:02 (300),1,0,6840,44752,643656
1214,2023-04-06 21:00:03 (300),1,0,5544,3864,722952
1215,2023-04-06 21:00:04 (300),1,0,6840,5280,439128
1216,2023-04-06 21:00:05 (300),1,0,5544,18144,554088
1217,2023-04-06 21:00:06 (300),1,0,7416,8736,375936
1218,2023-04-06 21:00:07 (300),1,0,5544,7176,347136
1219,2023-04-06 21:00:08 (300),1,0,6024,10928,259648
1220,2023-04-06 21:00:09 (300),1,0,6224,4968,585816
1221,2023-04-06 21:00:10 (300),1,0,6600,8039,420312
1222,2023-04-06 21:00:11 (300),1,0,6224,3864,528096
1223,2023-04-06 21:00:12 (300),1,0,6600,7936,993768
1224,2023-04-06 21:00:13 (300),1,0,6920,5520,521952
1225,2023-04-06 21:00:14 (301),1,0,7848,10600,740976
1226,2023-04-06 21:00:15 (300),1,0,6368,4416,417456
1227,2023-04-06 21:00:16 (300),1,0,11240,6120,909336
1228,2023-04-06 21:00:17 (301),1,0,6552,7272,449368
1229,2023-04-06 21:00:18 (300),1,0,9592,43544,680136
1230,2023-04-06 21:00:19 (300),1,0,5872,4968,543232
1231,2023-04-06 21:00:20 (300),1,0,10112,4624,242848
1232,2023-04-06 21:00:21 (300),1,0,5176,16496,679248
1233,2023-04-06 21:00:22 (300),1,0,9272,4832,654168
1234,2023-04-06 21:00:23 (300),1,0,5704,17152,231208
1235,2023-04-06 21:00:24 (300),1,0,8984,18512,784032
1236,2023-04-06 21:00:25 (300),1,0,4432,31464,624624
1237,2023-04-06 21:00:26 (300),1,0,8984,9432,706344
1238,2023-04-06 21:00:27 (300),1,0,5016,6072,440608
1239,2023-04-06 21:00:28 (300),1,0,8984,20456,764272
1240,2023-04-06 21:00:29 (300),1,0,5016,68024,634000
1241,2023-04-06 21:00:30 (300),1,0,8528,12192,436800
1242,2023-04-06 21:00:31 (300),1,0,4528,7728,381504
1243,2023-04-06 21:00:32 (300),1,0,9800,2760,452448
1244,2023-04-06 21:00:33 (300),1,0,5208,4416,416536
1245,2023-04-06 21:00:34 (300),1,0,10456,3312,657360
1246,2023-04-06 21:00:35 (300),1,0,4528,8352,391008
1247,2023-04-06 21:00:36 (300),1,0,10456,5016,465312
1248,2023-04-06 21:00:37 (300),1,0,4528,2760,371880
1249,2023-04-06 21:00:38 (290),1,0,11176,7824,440712
1250,2023-04-06 21:00:39 (300),1,0,4528,2760,568944
1251,2023-04-06 21:00:40 (301),1,0,7736,3312,455848
1252,2023-04-06 21:00:41 (300),1,0,3848,2760,452352
1253,2023-04-06 21:00:42 (300),1,0,8392,8928,479008
1254,2023-04-06 21:00:43 (300),1,0,3848,2760,521928
1255,2023-04-06 21:00:44 (300),1,0,8392,7728,572992
1256,2023-04-06 21:00:45 (300),1,0,3848,2760,588616
1257,2023-04-06 21:00:46 (300),1,0,7104,5520,503104
1258,2023-04-06 21:00:47 (300),1,0,5768,24192,529248
1259,2023-04-06 21:00:48 (300),1,0,5976,13320,873240
1260,2023-04-06 21:00:49 (300),1,0,5768,2760,764424
1261,2023-04-06 21:00:50 (300),1,0,6552,5520,584128
1262,2023-04-06 21:00:51 (300),1,0,6464,3864,673080
1263,2023-04-06 21:00:52 (300),1,0,6032,6480,539080
1264,2023-04-06 21:00:53 (300),1,0,6464,6096,720336
1265,2023-04-06 21:00:54 (300),1,0,6656,3864,625968
1266,2023-04-06 21:00:55 (290),1,0,8552,3312,535240
1267,2023-04-06 21:00:56 (300),1,0,6776,11160,563408
1268,2023-04-06 21:00:57 (300),1,0,8552,15216,633648
1269,2023-04-06 21:00:58 (300),1,0,7352,20784,749496
1270,2023-04-06 21:00:59 (300),1,0,7800,2208,408904
1271,2023-04-06 21:01:00 (300),1,0,7352,5520,679368
1272,2023-04-06 21:01:01 (300),1,0,8376,110248,685944
1273,2023-04-06 21:01:02 (300),1,0,6656,7584,661136
1274,2023-04-06 21:01:03 (300),1,0,5064,5520,473184
1275,2023-04-06 21:01:04 (300),1,0,6656,3312,693912
1276,2023-04-06 21:01:05 (300),1,0,4944,8784,521352
1277,2023-04-06 21:01:06 (300),1,0,6000,10456,705816
1278,2023-04-06 21:01:07 (300),1,0,4944,3312,381600
1279,2023-04-06 21:01:08 (300),1,0,6656,6096,436104
1280,2023-04-06 21:01:09 (300),1,0,5528,19656,432192
1281,2023-04-06 21:01:10 (300),1,0,6656,5384,454200
1282,2023-04-06 21:01:11 (300),1,0,5000,23640,342912
1283,2023-04-06 21:01:12 (300),1,0,6656,42432,499600
1284,2023-04-06 21:01:13 (300),1,0,4216,8280,352880
1285,2023-04-06 21:01:14 (300),1,0,5424,3864,470952
1286,2023-04-06 21:01:15 (300),1,0,4752,3864,522912
1287,2023-04-06 21:01:16 (300),1,0,6608,10056,785544
1288,2023-04-06 21:01:17 (300),1,0,4704,8048,595488
1289,2023-04-06 21:01:18 (300),1,0,7176,4968,665520
1290,2023-04-06 21:01:19 (300),1,0,4704,3312,439344
1291,2023-04-06 21:01:20 (300),1,0,8496,27680,821664
1292,2023-04-06 21:01:21 (300),1,0,5280,3312,520032
1293,2023-04-06 21:01:22 (300),1,0,7920,51040,606216
1294,2023-04-06 21:01:23 (300),1,0,6488,3864,523583
1295,2023-04-06 21:01:24 (300),1,0,7920,30992,489648
1296,2023-04-06 21:01:25 (300),1,0,6488,3864,607512
1297,2023-04-06 21:01:26 (300),1,0,7400,16256,754800
1298,2023-04-06 21:01:27 (300),1,0,9808,17136,731968
1299,2023-04-06 21:01:28 (300),1,0,6472,4072,671832
1300,2023-04-06 21:01:29 (301),1,0,10912,5520,808840
1301,2023-04-06 21:01:30 (300),1,0,7016,8248,741960
1302,2023-04-06 21:01:31 (300),1,0,9848,5520,525544
1303,2023-04-06 21:01:32 (300),1,0,6384,29400,433848
1304,2023-04-06 21:01:33 (300),1,0,9320,26400,586560
1305,2023-04-06 21:01:34 (301),1,0,5160,33264,595008
1306,2023-04-06 21:01:35 (300),1,0,7072,20440,564816
1307,2023-04-06 21:01:36 (300),1,0,5688,5384,505872
1308,2023-04-06 21:01:37 (300),1,0,6464,39312,600984
1309,2023-04-06 21:01:38 (300),1,0,6824,29656,620112
1310,2023-04-06 21:01:39 (300),1,0,6464,32375,626232
1311,2023-04-06 21:01:40 (300),1,0,6168,100832,393864
1312,2023-04-06 21:01:41 (300),1,0,0,134424,0
1313,2023-04-06 21:01:42 (300),1,0,0,0,0
1314,2023-04-06 21:01:43 (300),1,0,0,0,0
1315,2023-04-06 21:01:44 (300),1,0,0,0,0
1316,2023-04-06 21:01:45 (300),1,0,0,0,0
1317,2023-04-06 21:01:46 (300),1,0,0,0,0
1318,2023-04-06 21:01:47 (300),1,0,0,0,0
1319,2023-04-06 21:01:48 (300),1,0,0,0,0
1320,2023-04-06 21:01:49 (301),1,0,0,0,0
1321,2023-04-06 21:01:50 (300),1,0,0,0,0
1322,2023-04-06 21:01:51 (300),1,0,0,0,0
1323,2023-04-06 21:01:52 (300),1,0,0,0,0
1324,2023-04-06 21:01:53 (301),1,0,0,0,0
1325,2023-04-06 21:01:54 (300),1,0,0,0,0
1326,2023-04-06 21:01:55 (300),1,0,0,0,0
1327,2023-04-06 21:01:56 (300),1,0,0,0,0
1328,2023-04-06 21:01:57 (300),1,0,0,0,0
1329,2023-04-06 21:01:58 (300),1,0,0,0,0
1330,2023-04-06 21:01:59 (300),1,0,0,0,0
1331,2023-04-06 21:02:00 (300),1,0,0,0,0
1332,2023-04-06 21:02:01 (300),1,0,0,0,0
1333,2023-04-06 21:02:02 (300),1,0,0,0,0
1334,2023-04-06 21:02:03 (300),1,0,0,0,0
1335,2023-04-06 21:02:04 (300),1,0,0,0,0
1336,2023-04-06 21:02:05 (300),1,0,0,0,0
1337,2023-04-06 21:02:06 (300),1,0,0,0,0
1338,2023-04-06 21:02:07 (300),1,0,0,0,0
1339,2023-04-06 21:02:08 (300),1,0,0,0,0
1340,2023-04-06 21:02:09 (300),1,0,0,0,0
1341,2023-04-06 21:02:10 (300),1,0,0,0,0
1342,2023-04-06 21:02:11 (300),1,0,0,0,0
1343,2023-04-06 21:02:12 (300),1,0,0,0,0
1344,2023-04-06 21:02:13 (300),1,0,0,0,0
1345,2023-04-06 21:02:14 (300),1,0,0,0,0
1346,2023-04-06 21:02:15 (300),1,0,0,0,0
1347,2023-04-06 21:02:16 (300),1,0,15936,29968,798616
1348,2023-04-06 21:02:17 (300),1,36504,32192,52064,1063376
1349,2023-04-06 21:02:18 (300),1,0,1912,3768,233520
1350,2023-04-06 21:02:19 (300),1,0,3480,9408,632016
1351,2023-04-06 21:02:20 (300),1,0,1912,2808,227928
1352,2023-04-06 21:02:21 (300),1,0,4856,18128,882056
1353,2023-04-06 21:02:22 (300),1,0,5624,14824,805392
1354,2023-04-06 21:02:23 (300),1,0,3480,6168,416664
1355,2023-04-06 21:02:24 (301),1,0,3944,2784,246840
1356,2023-04-06 21:02:25 (300),1,0,4576,6720,551160
1357,2023-04-06 21:02:26 (300),1,0,4528,6192,404016
1358,2023-04-06 21:02:27 (300),1,0,5832,10608,694608
1359,2023-04-06 21:02:28 (300),1,0,4528,3864,401520
1360,2023-04-06 21:02:29 (300),1,0,6408,11368,560040
1361,2023-04-06 21:02:30 (300),1,0,5624,8151,408216
1362,2023-04-06 21:02:31 (300),1,0,4160,87480,526720
1363,2023-04-06 21:02:32 (300),1,0,0,135904,0
1364,2023-04-06 21:02:33 (300),1,0,0,960,14592
1365,2023-04-06 21:02:34 (300),1,0,0,0,0
1366,2023-04-06 21:02:35 (300),1,0,0,0,0
1367,2023-04-06 21:02:36 (300),1,0,0,0,0
1368,2023-04-06 21:02:37 (300),1,0,0,0,0
1369,2023-04-06 21:02:38 (300),1,0,0,0,0
1370,2023-04-06 21:02:39 (300),1,0,0,0,0
1371,2023-04-06 21:02:40 (300),1,0,0,0,0
1372,2023-04-06 21:02:41 (300),1,0,0,0,0
1373,2023-04-06 21:02:42 (300),1,0,0,0,0
1374,2023-04-06 21:02:43 (300),1,0,0,0,0
1375,2023-04-06 21:02:44 (300),1,0,0,0,0
1376,2023-04-06 21:02:45 (300),1,0,0,0,0
1377,2023-04-06 21:02:46 (300),1,0,0,0,0
1378,2023-04-06 21:02:47 (300),1,0,0,0,0
1379,2023-04-06 21:02:48 (300),1,0,0,0,0
1380,2023-04-06 21:02:49 (300),1,0,0,0,0
1381,2023-04-06 21:02:50 (300),1,0,0,0,0
1382,2023-04-06 21:02:51 (300),1,0,0,0,0
1383,2023-04-06 21:02:52 (300),1,0,0,0,0
1384,2023-04-06 21:02:53 (300),1,0,0,3720,202224
1385,2023-04-06 21:02:54 (300),1,5096,34320,45976,815064
1386,2023-04-06 21:02:55 (300),1,31408,13808,89184,455256
1387,2023-04-06 21:02:56 (300),1,0,3528,6192,400512
1388,2023-04-06 21:02:57 (300),1,0,680,1680,353496
1389,2023-04-06 21:02:58 (301),1,0,3528,10704,358032
1390,2023-04-06 21:02:59 (300),1,0,2384,5064,397536
1391,2023-04-06 21:03:00 (300),1,0,4056,7320,336768
1392,2023-04-06 21:03:01 (300),1,0,2912,5064,371880
1393,2023-04-06 21:03:02 (300),1,0,7104,8448,330288
1394,2023-04-06 21:03:03 (300),1,0,3568,7320,362424
1395,2023-04-06 21:03:04 (300),1,0,7104,7320,407992
1396,2023-04-06 21:03:05 (300),1,0,4800,9504,488520
1397,2023-04-06 21:03:06 (300),1,0,7104,6168,568728
1398,2023-04-06 21:03:07 (300),1,0,5912,7824,500112
1399,2023-04-06 21:03:08 (300),1,0,9024,8328,791544
1400,2023-04-06 21:03:09 (300),1,0,6440,5520,732552
1401,2023-04-06 21:03:10 (300),1,0,9688,5040,465048
1402,2023-04-06 21:03:11 (301),1,0,7120,6696,567888
1403,2023-04-06 21:03:12 (300),1,0,9688,3312,467976
1404,2023-04-06 21:03:13 (300),1,0,7800,7176,496920
1405,2023-04-06 21:03:14 (300),1,0,9688,8736,732544
1406,2023-04-06 21:03:15 (300),1,0,8376,6648,891672
1407,2023-04-06 21:03:16 (300),1,0,8992,14080,851704
1408,2023-04-06 21:03:17 (300),1,0,0,166216,0
1409,2023-04-06 21:03:18 (300),1,0,0,51032,0
1410,2023-04-06 21:03:19 (300),1,0,0,0,0
1411,2023-04-06 21:03:20 (300),1,0,0,0,0
1412,2023-04-06 21:03:21 (300),1,7632,16768,33072,469040
1413,2023-04-06 21:03:22 (300),1,0,0,0,138792
1414,2023-04-06 21:03:23 (300),1,0,0,0,0
1415,2023-04-06 21:03:24 (300),1,0,0,0,0
1416,2023-04-06 21:03:25 (300),1,0,0,0,3240
1417,2023-04-06 21:03:26 (300),1,0,0,0,0
1418,2023-04-06 21:03:27 (300),1,0,0,0,0
1419,2023-04-06 21:03:28 (300),1,0,0,0,0
1420,2023-04-06 21:03:29 (300),1,0,0,0,0
1421,2023-04-06 21:03:30 (300),1,0,0,0,0
1422,2023-04-06 21:03:31 (302),1,0,0,1104,5904
1423,2023-04-06 21:03:32 (300),1,0,0,0,0
1424,2023-04-06 21:03:33 (300),1,0,0,0,0
1425,2023-04-06 21:03:34 (300),1,0,0,0,0
1426,2023-04-06 21:03:35 (300),1,0,0,0,0
1427,2023-04-06 21:03:36 (300),1,0,0,0,0
1428,2023-04-06 21:03:37 (300),1,0,0,0,0
1429,2023-04-06 21:03:38 (300),1,0,0,0,0
1430,2023-04-06 21:03:39 (300),1,0,0,0,0
1431,2023-04-06 21:03:40 (300),1,0,0,0,0
1432,2023-04-06 21:03:41 (300),1,0,0,0,0
1433,2023-04-06 21:03:42 (300),1,0,0,0,0
1434,2023-04-06 21:03:43 (300),1,0,0,0,0
1435,2023-04-06 21:03:44 (300),1,0,0,0,0
1436,2023-04-06 21:03:45 (300),1,0,0,0,0
1437,2023-04-06 21:03:46 (300),1,0,0,0,0
1438,2023-04-06 21:03:47 (300),1,0,0,0,0
1439,2023-04-06 21:03:48 (300),1,0,0,0,0
1440,2023-04-06 21:03:49 (300),1,0,0,0,0
1441,2023-04-06 21:03:50 (300),1,0,0,0,0
1442,2023-04-06 21:03:51 (300),1,0,0,0,0
1443,2023-04-06 21:03:52 (301),1,0,0,0,0
1444,2023-04-06 21:03:53 (300),1,0,0,4248,79432
1445,2023-04-06 21:03:54 (300),1,5096,34320,45392,635816
1446,2023-04-06 21:03:55 (300),1,31408,14400,42080,467936
1447,2023-04-06 21:03:56 (301),1,0,3528,10560,619512
1448,2023-04-06 21:03:57 (300),1,0,1272,2232,669600
1449,2023-04-06 21:03:58 (301),1,0,4064,4440,518135
1450,2023-04-06 21:03:59 (300),1,0,2984,6192,574152
1451,2023-04-06 21:04:00 (300),1,0,4064,5616,583608
1452,2023-04-06 21:04:01 (300),1,0,3568,5592,577392
1453,2023-04-06 21:04:02 (300),1,0,5984,5616,586848
1454,2023-04-06 21:04:03 (300),1,0,4160,6168,574152
1455,2023-04-06 21:04:04 (300),1,0,5984,3888,577128
1456,2023-04-06 21:04:05 (300),1,0,4840,5016,580368
1457,2023-04-06 21:04:06 (301),1,0,5984,3888,573840
1458,2023-04-06 21:04:07 (301),1,0,4840,3864,583824
1459,2023-04-06 21:04:08 (300),1,0,7952,4968,579744
1460,2023-04-06 21:04:09 (300),1,0,4840,3312,599808
1461,2023-04-06 21:04:10 (300),1,0,8768,4416,844480
1462,2023-04-06 21:04:11 (300),1,0,6176,5544,650760
1463,2023-04-06 21:04:12 (300),1,0,8768,3888,889096
1464,2023-04-06 21:04:13 (300),1,0,6856,4968,664824
1465,2023-04-06 21:04:14 (300),1,0,8768,3888,908800
1466,2023-04-06 21:04:15 (300),1,0,6200,4416,671088
1467,2023-04-06 21:04:16 (300),1,0,7952,8376,672792
1468,2023-04-06 21:04:17 (300),1,0,6200,6120,596568
1469,2023-04-06 21:04:18 (300),1,0,6560,4440,578448
1470,2023-04-06 21:04:19 (300),1,0,6176,5544,618648
1471,2023-04-06 21:04:20 (300),1,0,7136,4416,564120
