消息序号,来源,采集时间,基站标识,小区标识,服务小区物理小区标识,物理小区标识,RSRP(dBm),RSRQ(dB)
22326,5G基站,2023-03-21 15:20:04 (295),1,1,3,3,-77,-10
22327,5G基站,2023-03-21 15:20:05 (315),1,1,3,3,-77,-10
22328,5G基站,2023-03-21 15:20:06 (355),1,1,3,3,-77,-11
22329,5G基站,2023-03-21 15:20:07 (375),1,1,3,3,-77,-10
22330,5G基站,2023-03-21 15:20:08 (385),1,1,3,3,-79,-10
22331,5G基站,2023-03-21 15:20:09 (415),1,1,3,3,-80,-10
22332,5G基站,2023-03-21 15:20:10 (435),1,1,3,3,-81,-10
22333,5G基站,2023-03-21 15:20:11 (475),1,1,3,3,-79,-10
22334,5G基站,2023-03-21 15:20:12 (551),1,1,3,3,-79,-10
22335,5G基站,2023-03-21 15:20:13 (520),1,1,3,3,-76,-10
22336,5G基站,2023-03-21 15:20:14 (535),1,1,3,3,-77,-10
22337,5G基站,2023-03-21 15:20:15 (575),1,1,3,3,-78,-10
22338,5G基站,2023-03-21 15:20:16 (586),1,1,3,3,-79,-11
22339,5G基站,2023-03-21 15:20:17 (620),1,1,3,3,-77,-11
22340,5G基站,2023-03-21 15:20:18 (636),1,1,3,3,-78,-10
22341,5G基站,2023-03-21 15:20:19 (675),1,1,3,3,-78,-10
22342,5G基站,2023-03-21 15:20:20 (696),1,1,3,3,-78,-10
22343,5G基站,2023-03-21 15:20:21 (715),1,1,3,3,-76,-10
22344,5G基站,2023-03-21 15:20:22 (755),1,1,3,3,-78,-10
22345,5G基站,2023-03-21 15:20:23 (775),1,1,3,3,-78,-10
22346,5G基站,2023-03-21 15:20:24 (795),1,1,3,3,-80,-10
22347,5G基站,2023-03-21 15:20:25 (816),1,1,3,3,-78,-11
22348,5G基站,2023-03-21 15:20:26 (835),1,1,3,3,-78,-10
22349,5G基站,2023-03-21 15:20:27 (875),1,1,3,3,-79,-10
22350,5G基站,2023-03-21 15:20:28 (885),1,1,3,3,-77,-10
22351,5G基站,2023-03-21 15:20:29 (915),1,1,3,3,-79,-10
22352,5G基站,2023-03-21 15:20:30 (935),1,1,3,3,-78,-10
22353,5G基站,2023-03-21 15:20:31 (975),1,1,3,3,-76,-10
22354,5G基站,2023-03-21 15:20:32 (985),1,1,3,3,-76,-10
22355,5G基站,2023-03-21 15:20:34 (15),1,1,3,3,-77,-10
22356,5G基站,2023-03-21 15:20:35 (35),1,1,3,3,-77,-10
22357,5G基站,2023-03-21 15:20:36 (75),1,1,3,3,-78,-10
22358,5G基站,2023-03-21 15:20:37 (85),1,1,3,3,-77,-10
22359,5G基站,2023-03-21 15:20:38 (115),1,1,3,3,-79,-10
22360,5G基站,2023-03-21 15:20:39 (155),1,1,3,3,-78,-10
22361,5G基站,2023-03-21 15:20:40 (175),1,1,3,3,-79,-10
22362,5G基站,2023-03-21 15:20:41 (195),1,1,3,3,-79,-10
22363,5G基站,2023-03-21 15:20:42 (215),1,1,3,3,-79,-10
22364,5G基站,2023-03-21 15:20:43 (255),1,1,3,3,-79,-10
22365,5G基站,2023-03-21 15:20:44 (275),1,1,3,3,-79,-10
22366,5G基站,2023-03-21 15:20:45 (296),1,1,3,3,-79,-10
22367,5G基站,2023-03-21 15:20:46 (315),1,1,3,3,-80,-10
22368,5G基站,2023-03-21 15:20:47 (355),1,1,3,3,-78,-10
22369,5G基站,2023-03-21 15:20:48 (375),1,1,3,3,-79,-10
22370,5G基站,2023-03-21 15:20:49 (395),1,1,3,3,-78,-10
22371,5G基站,2023-03-21 15:20:50 (415),1,1,3,3,-79,-10
22372,5G基站,2023-03-21 15:20:51 (455),1,1,3,3,-79,-10
22373,5G基站,2023-03-21 15:20:52 (465),1,1,3,3,-79,-10
22374,5G基站,2023-03-21 15:20:53 (495),1,1,3,3,-79,-10
22375,5G基站,2023-03-21 15:20:54 (510),1,1,3,3,-79,-10
22376,5G基站,2023-03-21 15:20:55 (555),1,1,3,3,-77,-10
22377,5G基站,2023-03-21 15:20:56 (560),1,1,3,3,-78,-10
22378,5G基站,2023-03-21 15:20:57 (615),1,1,3,3,-78,-10
22379,5G基站,2023-03-21 15:20:58 (610),1,1,3,3,-78,-10
22380,5G基站,2023-03-21 15:20:59 (655),1,1,3,3,-78,-11
22381,5G基站,2023-03-21 15:21:00 (659),1,1,3,3,-78,-11
22382,5G基站,2023-03-21 15:21:01 (695),1,1,3,3,-78,-11
22383,5G基站,2023-03-21 15:21:02 (710),1,1,3,3,-78,-10
22384,5G基站,2023-03-21 15:21:03 (755),1,1,3,3,-77,-10
22385,5G基站,2023-03-21 15:21:04 (775),1,1,3,3,-77,-10
22386,5G基站,2023-03-21 15:21:05 (795),1,1,3,3,-78,-10
22387,5G基站,2023-03-21 15:21:06 (815),1,1,3,3,-78,-10
22388,5G基站,2023-03-21 15:21:07 (855),1,1,3,3,-78,-10
22389,5G基站,2023-03-21 15:21:08 (875),1,1,3,3,-78,-10
22390,5G基站,2023-03-21 15:21:09 (895),1,1,3,3,-78,-10
22391,5G基站,2023-03-21 15:21:10 (910),1,1,3,3,-78,-10
22392,5G基站,2023-03-21 15:21:11 (940),1,1,3,3,-78,-10
22393,5G基站,2023-03-21 15:21:12 (960),1,1,3,3,-78,-10
22394,5G基站,2023-03-21 15:21:13 (995),1,1,3,3,-77,-10
22395,5G基站,2023-03-21 15:21:15 (10),1,1,3,3,-77,-10
22396,5G基站,2023-03-21 15:21:16 (35),1,1,3,3,-77,-10
22397,5G基站,2023-03-21 15:21:17 (60),1,1,3,3,-77,-10
22398,5G基站,2023-03-21 15:21:18 (95),1,1,3,3,-77,-10
22399,5G基站,2023-03-21 15:21:19 (110),1,1,3,3,-78,-10
22400,5G基站,2023-03-21 15:21:20 (136),1,1,3,3,-78,-10
22401,5G基站,2023-03-21 15:21:21 (160),1,1,3,3,-78,-10
22402,5G基站,2023-03-21 15:21:22 (195),1,1,3,3,-78,-10
22403,5G基站,2023-03-21 15:21:23 (285),1,1,3,3,-78,-10
22404,5G基站,2023-03-21 15:21:24 (236),1,1,3,3,-79,-11
22405,5G基站,2023-03-21 15:21:25 (275),1,1,3,3,-77,-10
22406,5G基站,2023-03-21 15:21:26 (295),1,1,3,3,-77,-10
22407,5G基站,2023-03-21 15:21:27 (315),1,1,3,3,-78,-10
22408,5G基站,2023-03-21 15:21:28 (335),1,1,3,3,-78,-10
22409,5G基站,2023-03-21 15:21:29 (375),1,1,3,3,-77,-10
22410,5G基站,2023-03-21 15:21:30 (395),1,1,3,3,-77,-10
22411,5G基站,2023-03-21 15:21:31 (415),1,1,3,3,-77,-10
22412,5G基站,2023-03-21 15:21:32 (435),1,1,3,3,-78,-11
22413,5G基站,2023-03-21 15:21:33 (475),1,1,3,3,-77,-10
22414,5G基站,2023-03-21 15:21:34 (495),1,1,3,3,-77,-10
22415,5G基站,2023-03-21 15:21:35 (515),1,1,3,3,-77,-10
22416,5G基站,2023-03-21 15:21:36 (530),1,1,3,3,-78,-11
22417,5G基站,2023-03-21 15:21:37 (555),1,1,3,3,-77,-10
22418,5G基站,2023-03-21 15:21:38 (580),1,1,3,3,-77,-10
22419,5G基站,2023-03-21 15:21:39 (605),1,1,3,3,-77,-10
22420,5G基站,2023-03-21 15:21:40 (630),1,1,3,3,-78,-10
22421,5G基站,2023-03-21 15:21:41 (655),1,1,3,3,-78,-10
22422,5G基站,2023-03-21 15:21:42 (680),1,1,3,3,-77,-10
22423,5G基站,2023-03-21 15:21:43 (705),1,1,3,3,-78,-10
22424,5G基站,2023-03-21 15:21:44 (730),1,1,3,3,-77,-10
22425,5G基站,2023-03-21 15:21:45 (775),1,1,3,3,-77,-10
22426,5G基站,2023-03-21 15:21:46 (780),1,1,3,3,-78,-10
22427,5G基站,2023-03-21 15:21:47 (815),1,1,3,3,-78,-10
22428,5G基站,2023-03-21 15:21:48 (835),1,1,3,3,-78,-10
22429,5G基站,2023-03-21 15:21:49 (875),1,1,3,3,-78,-10
22430,5G基站,2023-03-21 15:21:50 (895),1,1,3,3,-78,-10
22431,5G基站,2023-03-21 15:21:51 (915),1,1,3,3,-77,-10
22432,5G基站,2023-03-21 15:21:52 (935),1,1,3,3,-77,-10
22433,5G基站,2023-03-21 15:21:53 (975),1,1,3,3,-78,-10
22434,5G基站,2023-03-21 15:21:54 (995),1,1,3,3,-77,-10
22435,5G基站,2023-03-21 15:21:56 (15),1,1,3,3,-78,-10
22436,5G基站,2023-03-21 15:21:57 (35),1,1,3,3,-78,-10
22437,5G基站,2023-03-21 15:21:58 (75),1,1,3,3,-79,-10
22438,5G基站,2023-03-21 15:21:59 (95),1,1,3,3,-78,-10
22439,5G基站,2023-03-21 15:22:00 (120),1,1,3,3,-77,-10
22440,5G基站,2023-03-21 15:22:01 (135),1,1,3,3,-78,-10
22441,5G基站,2023-03-21 15:22:02 (175),1,1,3,3,-80,-11
22442,5G基站,2023-03-21 15:22:03 (196),1,1,3,3,-79,-10
22443,5G基站,2023-03-21 15:22:04 (215),1,1,3,3,-79,-10
22444,5G基站,2023-03-21 15:22:05 (236),1,1,3,3,-78,-10
22445,5G基站,2023-03-21 15:22:06 (275),1,1,3,3,-80,-11
22446,5G基站,2023-03-21 15:22:07 (295),1,1,3,3,-78,-10
22447,5G基站,2023-03-21 15:22:08 (315),1,1,3,3,-78,-11
22448,5G基站,2023-03-21 15:22:09 (335),1,1,3,3,-79,-11
22449,5G基站,2023-03-21 15:22:10 (375),1,1,3,3,-79,-11
22450,5G基站,2023-03-21 15:22:11 (395),1,1,3,3,-77,-11
22451,5G基站,2023-03-21 15:22:12 (415),1,1,3,3,-77,-11
22452,5G基站,2023-03-21 15:22:13 (555),1,1,3,3,-78,-11
22453,5G基站,2023-03-21 15:22:14 (650),1,1,3,3,-77,-11
22454,5G基站,2023-03-21 15:22:15 (500),1,1,3,3,-76,-11
22455,5G基站,2023-03-21 15:22:16 (520),1,1,3,3,-78,-11
22456,5G基站,2023-03-21 15:22:17 (535),1,1,3,3,-78,-11
22457,5G基站,2023-03-21 15:22:18 (575),1,1,3,3,-78,-11
22458,5G基站,2023-03-21 15:22:19 (595),1,1,3,3,-79,-11
22459,5G基站,2023-03-21 15:22:20 (605),1,1,3,3,-79,-10
22460,5G基站,2023-03-21 15:22:21 (635),1,1,3,3,-79,-10
22461,5G基站,2023-03-21 15:22:22 (655),1,1,3,3,-80,-10
22462,5G基站,2023-03-21 15:22:23 (695),1,1,3,3,-77,-10
22463,5G基站,2023-03-21 15:22:24 (705),1,1,3,3,-80,-10
22464,5G基站,2023-03-21 15:22:25 (735),1,1,3,3,-78,-11
22465,5G基站,2023-03-21 15:22:26 (756),1,1,3,3,-80,-11
22466,5G基站,2023-03-21 15:22:27 (795),1,1,3,3,-78,-11
22467,5G基站,2023-03-21 15:22:28 (805),1,1,3,3,-79,-10
22468,5G基站,2023-03-21 15:22:29 (835),1,1,3,3,-78,-10
22469,5G基站,2023-03-21 15:22:30 (855),1,1,3,3,-78,-10
22470,5G基站,2023-03-21 15:22:31 (895),1,1,3,3,-78,-10
22471,5G基站,2023-03-21 15:22:32 (925),1,1,3,3,-79,-11
22472,5G基站,2023-03-21 15:22:33 (935),1,1,3,3,-78,-11
22473,5G基站,2023-03-21 15:22:34 (975),1,1,3,3,-78,-11
22474,5G基站,2023-03-21 15:22:35 (995),1,1,3,3,-79,-11
22475,5G基站,2023-03-21 15:22:37 (15),1,1,3,3,-80,-11
22476,5G基站,2023-03-21 15:22:38 (35),1,1,3,3,-80,-11
22477,5G基站,2023-03-21 15:22:39 (55),1,1,3,3,-79,-11
22478,5G基站,2023-03-21 15:22:40 (95),1,1,3,3,-78,-11
22479,5G基站,2023-03-21 15:22:41 (115),1,1,3,3,-79,-11
22480,5G基站,2023-03-21 15:22:42 (135),1,1,3,3,-79,-11
22481,5G基站,2023-03-21 15:22:43 (155),1,1,3,3,-80,-11
22482,5G基站,2023-03-21 15:22:44 (195),1,1,3,3,-79,-11
22483,5G基站,2023-03-21 15:22:45 (215),1,1,3,3,-78,-11
22484,5G基站,2023-03-21 15:22:46 (235),1,1,3,3,-79,-10
22485,5G基站,2023-03-21 15:22:47 (255),1,1,3,3,-78,-10
22486,5G基站,2023-03-21 15:22:48 (295),1,1,3,3,-78,-10
22487,5G基站,2023-03-21 15:22:49 (315),1,1,3,3,-78,-10
22488,5G基站,2023-03-21 15:22:50 (335),1,1,3,3,-79,-10
22489,5G基站,2023-03-21 15:22:51 (355),1,1,3,3,-78,-10
22490,5G基站,2023-03-21 15:22:52 (395),1,1,3,3,-78,-11
22491,5G基站,2023-03-21 15:22:53 (415),1,1,3,3,-77,-10
22492,5G基站,2023-03-21 15:22:54 (435),1,1,3,3,-79,-10
22493,5G基站,2023-03-21 15:22:55 (455),1,1,3,3,-78,-11
22494,5G基站,2023-03-21 15:22:56 (495),1,1,3,3,-79,-11
22495,5G基站,2023-03-21 15:22:57 (515),1,1,3,3,-78,-11
22496,5G基站,2023-03-21 15:22:58 (535),1,1,3,3,-80,-11
22497,5G基站,2023-03-21 15:22:59 (555),1,1,3,3,-78,-10
22498,5G基站,2023-03-21 15:23:00 (575),1,1,3,3,-79,-10
22499,5G基站,2023-03-21 15:23:01 (615),1,1,3,3,-77,-10
22500,5G基站,2023-03-21 15:23:02 (635),1,1,3,3,-79,-10
22501,5G基站,2023-03-21 15:23:03 (655),1,1,3,3,-77,-11
22502,5G基站,2023-03-21 15:23:04 (675),1,1,3,3,-79,-10
22503,5G基站,2023-03-21 15:23:05 (715),1,1,3,3,-77,-10
22504,5G基站,2023-03-21 15:23:06 (725),1,1,3,3,-79,-10
22505,5G基站,2023-03-21 15:23:07 (755),1,1,3,3,-78,-10
22506,5G基站,2023-03-21 15:23:08 (770),1,1,3,3,-80,-11
22507,5G基站,2023-03-21 15:23:09 (815),1,1,3,3,-79,-10
22508,5G基站,2023-03-21 15:23:10 (820),1,1,3,3,-80,-10
22509,5G基站,2023-03-21 15:23:11 (855),1,1,3,3,-79,-10
22510,5G基站,2023-03-21 15:23:12 (870),1,1,3,3,-80,-10
22511,5G基站,2023-03-21 15:23:13 (915),1,1,3,3,-79,-10
22512,5G基站,2023-03-21 15:23:14 (921),1,1,3,3,-80,-10
22513,5G基站,2023-03-21 15:23:15 (955),1,1,3,3,-80,-10
22514,5G基站,2023-03-21 15:23:16 (975),1,1,3,3,-80,-11
22515,5G基站,2023-03-21 15:23:18 (15),1,1,3,3,-77,-10
22516,5G基站,2023-03-21 15:23:19 (35),1,1,3,3,-80,-10
22517,5G基站,2023-03-21 15:23:20 (45),1,1,3,3,-81,-10
22518,5G基站,2023-03-21 15:23:21 (75),1,1,3,3,-81,-10
22519,5G基站,2023-03-21 15:23:22 (115),1,1,3,3,-83,-10
22520,5G基站,2023-03-21 15:23:23 (135),1,1,3,3,-82,-10
22521,5G基站,2023-03-21 15:23:24 (155),1,1,3,3,-84,-10
22522,5G基站,2023-03-21 15:23:25 (175),1,1,3,3,-84,-11
22523,5G基站,2023-03-21 15:23:26 (215),1,1,3,3,-84,-11
22524,5G基站,2023-03-21 15:23:59 (335),1,1,3,3,-80,-10
22525,5G基站,2023-03-21 15:24:00 (360),1,1,3,3,-79,-10
22526,5G基站,2023-03-21 15:24:01 (385),1,1,3,3,-75,-10
22527,5G基站,2023-03-21 15:24:02 (410),1,1,3,3,-77,-10
22528,5G基站,2023-03-21 15:24:03 (435),1,1,3,3,-77,-10
22529,5G基站,2023-03-21 15:24:04 (460),1,1,3,3,-77,-10
22530,5G基站,2023-03-21 15:24:05 (485),1,1,3,3,-78,-10
22531,5G基站,2023-03-21 15:24:06 (510),1,1,3,3,-79,-10
22532,5G基站,2023-03-21 15:24:07 (535),1,1,3,3,-77,-10
22533,5G基站,2023-03-21 15:24:08 (560),1,1,3,3,-77,-10
22534,5G基站,2023-03-21 15:24:09 (586),1,1,3,3,-78,-10
22535,5G基站,2023-03-21 15:24:10 (610),1,1,3,3,-78,-10
22536,5G基站,2023-03-21 15:24:11 (635),1,1,3,3,-79,-10
22537,5G基站,2023-03-21 15:24:12 (660),1,1,3,3,-78,-10
22538,5G基站,2023-03-21 15:24:13 (685),1,1,3,3,-78,-10
22539,5G基站,2023-03-21 15:24:14 (710),1,1,3,3,-78,-10
22540,5G基站,2023-03-21 15:24:15 (735),1,1,3,3,-79,-10
22541,5G基站,2023-03-21 15:24:16 (760),1,1,3,3,-81,-10
22542,5G基站,2023-03-21 15:24:17 (785),1,1,3,3,-79,-10
22543,5G基站,2023-03-21 15:24:18 (810),1,1,3,3,-79,-10
22544,5G基站,2023-03-21 15:24:19 (835),1,1,3,3,-79,-10
22545,5G基站,2023-03-21 15:24:20 (860),1,1,3,3,-78,-10
22546,5G基站,2023-03-21 15:24:21 (880),1,1,3,3,-79,-10
22547,5G基站,2023-03-21 15:24:22 (905),1,1,3,3,-79,-10
22548,5G基站,2023-03-21 15:24:23 (930),1,1,3,3,-79,-10
22549,5G基站,2023-03-21 15:24:24 (955),1,1,3,3,-78,-10
22550,5G基站,2023-03-21 15:24:25 (980),1,1,3,3,-77,-10
22551,5G基站,2023-03-21 15:24:27 (5),1,1,3,3,-77,-10
22552,5G基站,2023-03-21 15:24:28 (30),1,1,3,3,-77,-10
22553,5G基站,2023-03-21 15:24:29 (55),1,1,3,3,-77,-10
22554,5G基站,2023-03-21 15:24:30 (80),1,1,3,3,-77,-10
22555,5G基站,2023-03-21 15:24:31 (105),1,1,3,3,-77,-10
22556,5G基站,2023-03-21 15:24:32 (130),1,1,3,3,-77,-10
22557,5G基站,2023-03-21 15:24:33 (155),1,1,3,3,-78,-10
22558,5G基站,2023-03-21 15:24:34 (180),1,1,3,3,-77,-10
22559,5G基站,2023-03-21 15:24:35 (205),1,1,3,3,-77,-10
22560,5G基站,2023-03-21 15:24:36 (235),1,1,3,3,-77,-10
22561,5G基站,2023-03-21 15:24:37 (255),1,1,3,3,-77,-10
22562,5G基站,2023-03-21 15:24:38 (295),1,1,3,3,-78,-10
22563,5G基站,2023-03-21 15:24:39 (305),1,1,3,3,-78,-10
22564,5G基站,2023-03-21 15:24:40 (330),1,1,3,3,-78,-10
22565,5G基站,2023-03-21 15:24:41 (355),1,1,3,3,-78,-10
22566,5G基站,2023-03-21 15:24:42 (380),1,1,3,3,-78,-10
22567,5G基站,2023-03-21 15:24:43 (405),1,1,3,3,-77,-10
22568,5G基站,2023-03-21 15:24:44 (430),1,1,3,3,-78,-10
22569,5G基站,2023-03-21 15:24:45 (455),1,1,3,3,-80,-10
22570,5G基站,2023-03-21 15:24:46 (495),1,1,3,3,-80,-10
22571,5G基站,2023-03-21 15:24:47 (505),1,1,3,3,-77,-10
22572,5G基站,2023-03-21 15:24:48 (530),1,1,3,3,-79,-10
22573,5G基站,2023-03-21 15:24:49 (550),1,1,3,3,-79,-10
22574,5G基站,2023-03-21 15:24:50 (575),1,1,3,3,-80,-10
22575,5G基站,2023-03-21 15:24:51 (600),1,1,3,3,-80,-10
22576,5G基站,2023-03-21 15:24:52 (625),1,1,3,3,-79,-10
22577,5G基站,2023-03-21 15:24:53 (650),1,1,3,3,-79,-10
22578,5G基站,2023-03-21 15:24:54 (675),1,1,3,3,-79,-10
22579,5G基站,2023-03-21 15:24:55 (700),1,1,3,3,-79,-10
22580,5G基站,2023-03-21 15:24:56 (725),1,1,3,3,-80,-10
22581,5G基站,2023-03-21 15:24:57 (750),1,1,3,3,-80,-10
22582,5G基站,2023-03-21 15:24:58 (775),1,1,3,3,-80,-10
22583,5G基站,2023-03-21 15:24:59 (800),1,1,3,3,-80,-10
22584,5G基站,2023-03-21 15:25:00 (825),1,1,3,3,-79,-10
22585,5G基站,2023-03-21 15:25:01 (850),1,1,3,3,-79,-10
22586,5G基站,2023-03-21 15:25:02 (875),1,1,3,3,-79,-10
22587,5G基站,2023-03-21 15:25:03 (900),1,1,3,3,-79,-10
22588,5G基站,2023-03-21 15:25:04 (935),1,1,3,3,-79,-10
22589,5G基站,2023-03-21 15:25:05 (950),1,1,3,3,-79,-10
22590,5G基站,2023-03-21 15:25:06 (995),1,1,3,3,-80,-10
22591,5G基站,2023-03-21 15:25:08 (15),1,1,3,3,-80,-10
22592,5G基站,2023-03-21 15:25:09 (35),1,1,3,3,-79,-10
22593,5G基站,2023-03-21 15:25:10 (50),1,1,3,3,-80,-10
22594,5G基站,2023-03-21 15:25:11 (95),1,1,3,3,-79,-10
22595,5G基站,2023-03-21 15:25:12 (115),1,1,3,3,-81,-10
22596,5G基站,2023-03-21 15:25:13 (135),1,1,3,3,-81,-10
22597,5G基站,2023-03-21 15:25:14 (155),1,1,3,3,-80,-10
22598,5G基站,2023-03-21 15:25:15 (175),1,1,3,3,-79,-10
22599,5G基站,2023-03-21 15:25:16 (215),1,1,3,3,-80,-10
22600,5G基站,2023-03-21 15:25:17 (235),1,1,3,3,-79,-10
22601,5G基站,2023-03-21 15:25:18 (255),1,1,3,3,-79,-10
22602,5G基站,2023-03-21 15:25:19 (275),1,1,3,3,-79,-10
22603,5G基站,2023-03-21 15:25:20 (315),1,1,3,3,-79,-10
22604,5G基站,2023-03-21 15:25:21 (335),1,1,3,3,-79,-10
22605,5G基站,2023-03-21 15:25:22 (360),1,1,3,3,-80,-10
22606,5G基站,2023-03-21 15:25:23 (375),1,1,3,3,-81,-10
22607,5G基站,2023-03-21 15:25:24 (415),1,1,3,3,-81,-10
22608,5G基站,2023-03-21 15:25:25 (435),1,1,3,3,-80,-10
22609,5G基站,2023-03-21 15:25:26 (445),1,1,3,3,-79,-10
22610,5G基站,2023-03-21 15:25:27 (470),1,1,3,3,-79,-10
22611,5G基站,2023-03-21 15:25:28 (496),1,1,3,3,-79,-10
22612,5G基站,2023-03-21 15:25:29 (520),1,1,3,3,-80,-10
22613,5G基站,2023-03-21 15:25:30 (545),1,1,3,3,-80,-10
22614,5G基站,2023-03-21 15:25:31 (570),1,1,3,3,-81,-10
22615,5G基站,2023-03-21 15:25:32 (595),1,1,3,3,-80,-10
22616,5G基站,2023-03-21 15:25:33 (620),1,1,3,3,-80,-10
22617,5G基站,2023-03-21 15:25:34 (645),1,1,3,3,-80,-10
22618,5G基站,2023-03-21 15:25:35 (670),1,1,3,3,-80,-10
22619,5G基站,2023-03-21 15:25:36 (695),1,1,3,3,-79,-10
22620,5G基站,2023-03-21 15:25:37 (720),1,1,3,3,-80,-10
22621,5G基站,2023-03-21 15:25:38 (740),1,1,3,3,-80,-10
22622,5G基站,2023-03-21 15:25:39 (765),1,1,3,3,-80,-10
22623,5G基站,2023-03-21 15:25:40 (790),1,1,3,3,-80,-10
22624,5G基站,2023-03-21 15:25:41 (815),1,1,3,3,-80,-10
22625,5G基站,2023-03-21 15:25:42 (840),1,1,3,3,-80,-10
22626,5G基站,2023-03-21 15:25:43 (865),1,1,3,3,-80,-10
22627,5G基站,2023-03-21 15:25:44 (895),1,1,3,3,-80,-10
22628,5G基站,2023-03-21 15:25:45 (915),1,1,3,3,-80,-10
22629,5G基站,2023-03-21 15:25:46 (955),1,1,3,3,-81,-10
22630,5G基站,2023-03-21 15:25:47 (966),1,1,3,3,-80,-10
22631,5G基站,2023-03-21 15:25:48 (995),1,1,3,3,-80,-10
22632,5G基站,2023-03-21 15:25:50 (15),1,1,3,3,-80,-10
22633,5G基站,2023-03-21 15:25:51 (55),1,1,3,3,-80,-10
22634,5G基站,2023-03-21 15:25:52 (65),1,1,3,3,-80,-10
22635,5G基站,2023-03-21 15:25:53 (95),1,1,3,3,-79,-10
22636,5G基站,2023-03-21 15:25:54 (115),1,1,3,3,-80,-10
22637,5G基站,2023-03-21 15:25:55 (155),1,1,3,3,-80,-10
22638,5G基站,2023-03-21 15:25:56 (175),1,1,3,3,-80,-10
22639,5G基站,2023-03-21 15:25:57 (195),1,1,3,3,-80,-10
22640,5G基站,2023-03-21 15:25:58 (235),1,1,3,3,-79,-10
22641,5G基站,2023-03-21 15:25:59 (255),1,1,3,3,-79,-10
22642,5G基站,2023-03-21 15:26:00 (265),1,1,3,3,-79,-10
22643,5G基站,2023-03-21 15:26:01 (285),1,1,3,3,-80,-10
22644,5G基站,2023-03-21 15:26:02 (310),1,1,3,3,-80,-10
22645,5G基站,2023-03-21 15:26:03 (335),1,1,3,3,-80,-10
22646,5G基站,2023-03-21 15:26:04 (360),1,1,3,3,-80,-10
22647,5G基站,2023-03-21 15:26:05 (385),1,1,3,3,-80,-10
22648,5G基站,2023-03-21 15:26:06 (410),1,1,3,3,-79,-10
22649,5G基站,2023-03-21 15:26:07 (435),1,1,3,3,-79,-10
22650,5G基站,2023-03-21 15:26:08 (460),1,1,3,3,-79,-10
22651,5G基站,2023-03-21 15:26:09 (485),1,1,3,3,-79,-10
22652,5G基站,2023-03-21 15:26:10 (510),1,1,3,3,-80,-10
22653,5G基站,2023-03-21 15:26:11 (555),1,1,3,3,-80,-10
22654,5G基站,2023-03-21 15:26:12 (560),1,1,3,3,-79,-10
22655,5G基站,2023-03-21 15:26:13 (595),1,1,3,3,-78,-10
22656,5G基站,2023-03-21 15:26:14 (610),1,1,3,3,-78,-10
22657,5G基站,2023-03-21 15:26:15 (655),1,1,3,3,-77,-10
22658,5G基站,2023-03-21 15:26:16 (660),1,1,3,3,-77,-10
22659,5G基站,2023-03-21 15:26:17 (696),1,1,3,3,-77,-10
22660,5G基站,2023-03-21 15:26:18 (715),1,1,3,3,-77,-10
22661,5G基站,2023-03-21 15:26:19 (755),1,1,3,3,-77,-10
22662,5G基站,2023-03-21 15:26:20 (775),1,1,3,3,-78,-10
22663,5G基站,2023-03-21 15:26:21 (795),1,1,3,3,-79,-10
22664,5G基站,2023-03-21 15:26:22 (815),1,1,3,3,-77,-10
22665,5G基站,2023-03-21 15:26:23 (835),1,1,3,3,-76,-10
22666,5G基站,2023-03-21 15:26:24 (875),1,1,3,3,-77,-10
22667,5G基站,2023-03-21 15:26:25 (895),1,1,3,3,-78,-10
22668,5G基站,2023-03-21 15:26:26 (915),1,1,3,3,-78,-10
22669,5G基站,2023-03-21 15:26:27 (935),1,1,3,3,-80,-10
22670,5G基站,2023-03-21 15:26:28 (975),1,1,3,3,-79,-10
22671,5G基站,2023-03-21 15:26:29 (995),1,1,3,3,-79,-10
22672,5G基站,2023-03-21 15:26:31 (15),1,1,3,3,-79,-10
22673,5G基站,2023-03-21 15:26:32 (35),1,1,3,3,-78,-10
22674,5G基站,2023-03-21 15:26:33 (75),1,1,3,3,-78,-10
22675,5G基站,2023-03-21 15:26:34 (95),1,1,3,3,-77,-10
22676,5G基站,2023-03-21 15:26:35 (115),1,1,3,3,-77,-10
22677,5G基站,2023-03-21 15:26:36 (130),1,1,3,3,-77,-10
22678,5G基站,2023-03-21 15:26:37 (155),1,1,3,3,-78,-10
22679,5G基站,2023-03-21 15:26:38 (180),1,1,3,3,-78,-10
22680,5G基站,2023-03-21 15:26:39 (205),1,1,3,3,-77,-10
22681,5G基站,2023-03-21 15:26:40 (230),1,1,3,3,-77,-10
22682,5G基站,2023-03-21 15:26:41 (255),1,1,3,3,-77,-10
22683,5G基站,2023-03-21 15:26:42 (280),1,1,3,3,-77,-10
22684,5G基站,2023-03-21 15:26:43 (305),1,1,3,3,-78,-11
22685,5G基站,2023-03-21 15:26:44 (330),1,1,3,3,-78,-10
22686,5G基站,2023-03-21 15:26:45 (355),1,1,3,3,-78,-10
22687,5G基站,2023-03-21 15:26:46 (375),1,1,3,3,-78,-10
22688,5G基站,2023-03-21 15:26:47 (400),1,1,3,3,-78,-10
22689,5G基站,2023-03-21 15:26:48 (425),1,1,3,3,-79,-11
22690,5G基站,2023-03-21 15:26:49 (450),1,1,3,3,-79,-10
22691,5G基站,2023-03-21 15:26:50 (475),1,1,3,3,-78,-10
