消息序号,采集时间,NR DU小区标识,下行RLC总吞吐率(bps),上行RLC总吞吐率(bps),下行MAC总吞吐率(bps),上行MAC总吞吐率(bps),运营商索引
10740,2023-03-21 01:11:05 (546),1,1392,1392,4008,332112,0
10741,2023-03-21 01:11:06 (546),1,1392,1392,4296,332376,0
10742,2023-03-21 01:11:07 (547),1,1392,1392,4008,332376,0
10743,2023-03-21 01:11:08 (546),1,1392,1392,4008,332112,0
10744,2023-03-21 01:11:09 (547),1,1392,1392,4008,332376,0
10745,2023-03-21 01:11:10 (546),1,696,696,2584,335928,0
10746,2023-03-21 01:11:11 (547),1,696,696,2296,348888,0
10747,2023-03-21 01:11:12 (546),1,1392,1392,4040,348312,0
10748,2023-03-21 01:11:13 (546),1,1392,1392,4104,338592,0
10749,2023-03-21 01:11:14 (546),1,1392,1392,4040,329136,0
10750,2023-03-21 01:11:15 (546),1,1392,1392,4880,351552,0
10751,2023-03-21 01:11:16 (546),1,1392,1392,4008,428520,0
10752,2023-03-21 01:11:17 (547),1,1392,1392,4040,300240,0
10753,2023-03-21 01:11:18 (546),1,1392,1392,3976,290520,0
10754,2023-03-21 01:11:19 (547),1,1392,1392,4008,281064,0
10755,2023-03-21 01:11:20 (547),1,1392,1392,4008,271344,0
10756,2023-03-21 01:11:21 (546),1,1392,1392,4008,261624,0
10757,2023-03-21 01:11:22 (546),1,1392,1392,3976,255408,0
10758,2023-03-21 01:11:23 (547),1,1392,1392,4040,242448,0
10759,2023-03-21 01:11:24 (547),1,1392,1392,3656,232728,0
10760,2023-03-21 01:11:25 (546),1,1392,1392,3408,223344,0
10761,2023-03-21 01:11:26 (547),1,1392,1392,3272,213624,0
10762,2023-03-21 01:11:27 (546),1,1392,1392,3408,204168,0
10763,2023-03-21 01:11:28 (546),1,1392,1392,3272,194448,0
10764,2023-03-21 01:11:29 (546),1,1392,1392,3272,187968,0
10765,2023-03-21 01:11:30 (546),1,1392,1392,3976,165552,0
10766,2023-03-21 01:11:31 (546),1,1392,1392,3624,165480,0
10767,2023-03-21 01:11:32 (546),1,1392,1392,3760,165552,0
10768,2023-03-21 01:11:33 (546),1,1392,1392,3760,178512,0
10769,2023-03-21 01:11:34 (546),1,1392,1392,3624,187968,0
10770,2023-03-21 01:11:35 (546),1,1392,1392,3624,184728,0
10771,2023-03-21 01:11:36 (546),1,696,696,1912,198192,0
10772,2023-03-21 01:11:37 (546),1,696,696,2048,210960,0
10773,2023-03-21 01:11:38 (546),1,1392,1392,3760,226320,0
10774,2023-03-21 01:11:39 (547),1,1392,1392,2720,226584,0
10775,2023-03-21 01:11:40 (546),1,1392,1392,3976,245688,0
10776,2023-03-21 01:11:41 (546),1,1392,1392,3272,258384,0
10777,2023-03-21 01:11:42 (546),1,1392,1392,3272,271344,0
10778,2023-03-21 01:11:43 (546),1,1392,1392,3624,284040,0
10779,2023-03-21 01:11:44 (547),1,1392,1392,3976,309960,0
10780,2023-03-21 01:11:45 (546),1,1392,1392,3272,297000,0
10781,2023-03-21 01:11:46 (546),1,1392,1392,3976,309696,0
10782,2023-03-21 01:11:47 (537),1,1392,1392,3976,335616,0
10783,2023-03-21 01:11:48 (546),1,1392,1392,3576,297576,0
10784,2023-03-21 01:11:49 (546),1,1392,1392,3576,400776,0
10785,2023-03-21 01:11:50 (547),1,1392,1392,2968,320256,0
10786,2023-03-21 01:11:51 (546),1,1392,1392,2968,332688,0
10787,2023-03-21 01:11:52 (547),1,1392,1392,2968,332688,0
10788,2023-03-21 01:11:53 (546),1,1392,1392,2968,332952,0
10789,2023-03-21 01:11:54 (546),1,1392,1392,2968,332688,0
10790,2023-03-21 01:11:55 (547),1,1392,1392,2968,332952,0
10791,2023-03-21 01:11:56 (546),1,1392,1392,2968,329448,0
10792,2023-03-21 01:11:57 (546),1,1392,1392,3192,307032,0
10793,2023-03-21 01:11:58 (547),1,1392,1392,2968,323496,0
10794,2023-03-21 01:11:59 (546),1,1392,1392,2968,294336,0
10795,2023-03-21 01:12:00 (546),1,1392,1392,2968,307032,0
10796,2023-03-21 01:12:01 (547),1,1392,1392,2968,307296,0
10797,2023-03-21 01:12:02 (546),1,1392,1392,2968,307032,0
10798,2023-03-21 01:12:03 (547),1,0,0,552,324072,0
10799,2023-03-21 01:12:04 (547),1,1392,1392,2968,332952,0
10800,2023-03-21 01:12:05 (546),1,1392,1392,2968,332952,0
10801,2023-03-21 01:12:06 (546),1,1392,1392,2968,333216,0
10802,2023-03-21 01:12:07 (546),1,1392,1392,3576,335928,0
10803,2023-03-21 01:12:08 (546),1,1392,1392,3744,361008,0
10804,2023-03-21 01:12:09 (547),1,1392,1392,3976,358032,0
10805,2023-03-21 01:12:10 (546),1,1392,1392,3976,354528,0
10806,2023-03-21 01:12:11 (546),1,1392,1392,2968,319992,0
10807,2023-03-21 01:12:12 (546),1,1392,1392,2968,319992,0
10808,2023-03-21 01:12:13 (546),1,1392,1392,2968,307032,0
10809,2023-03-21 01:12:14 (546),1,1392,1392,2968,319992,0
10810,2023-03-21 01:12:15 (547),1,1392,1392,2968,371832,0
10811,2023-03-21 01:12:16 (546),1,1392,1392,3576,332952,0
10812,2023-03-21 01:12:17 (547),1,1392,1392,3576,330288,0
10813,2023-03-21 01:12:18 (546),1,1392,1392,2968,319992,0
10814,2023-03-21 01:12:19 (546),1,1392,1392,3520,352128,0
10815,2023-03-21 01:12:20 (546),1,1392,1392,4064,666912,0
10816,2023-03-21 01:12:21 (547),1,1392,1392,3192,351288,0
10817,2023-03-21 01:12:22 (547),1,1392,1392,3744,357768,0
10818,2023-03-21 01:12:23 (546),1,1392,1392,4296,354792,0
10819,2023-03-21 01:12:24 (547),1,1392,1392,4200,332688,0
10820,2023-03-21 01:12:25 (546),1,1392,1392,3784,332376,0
10821,2023-03-21 01:12:26 (546),1,1392,1392,3880,332376,0
10822,2023-03-21 01:12:27 (546),1,1392,1392,4296,332112,0
10823,2023-03-21 01:12:28 (546),1,1392,1392,4200,325896,0
10824,2023-03-21 01:12:29 (547),1,1392,1392,4200,316752,0
10825,2023-03-21 01:12:30 (546),1,696,696,2584,307296,0
10826,2023-03-21 01:12:31 (546),1,696,696,2168,313776,0
10827,2023-03-21 01:12:32 (546),1,1392,1392,4200,312936,0
10828,2023-03-21 01:12:33 (546),1,1392,1392,4296,303480,0
10829,2023-03-21 01:12:34 (546),1,1392,1392,4616,294336,0
10830,2023-03-21 01:12:35 (546),1,1392,1392,4200,284040,0
10831,2023-03-21 01:12:36 (547),1,1392,1392,3880,274584,0
10832,2023-03-21 01:12:37 (547),1,1392,1392,3880,264864,0
10833,2023-03-21 01:12:38 (546),1,1392,1392,4296,255984,0
10834,2023-03-21 01:12:39 (546),1,1392,1392,4200,245688,0
10835,2023-03-21 01:12:40 (546),1,1392,1392,3784,235968,0
10836,2023-03-21 01:12:41 (547),1,1392,1392,3880,226512,0
10837,2023-03-21 01:12:42 (546),1,1392,1392,3784,216792,0
10838,2023-03-21 01:12:43 (546),1,1392,1392,2840,207648,0
10839,2023-03-21 01:12:44 (546),1,1392,1392,3192,198768,0
10840,2023-03-21 01:12:45 (547),1,1392,1392,4200,200856,0
10841,2023-03-21 01:12:46 (546),1,1392,1392,4200,191400,0
10842,2023-03-21 01:12:47 (546),1,1392,1392,4936,191976,0
10843,2023-03-21 01:12:48 (546),1,1392,1392,5256,191400,0
10844,2023-03-21 01:12:49 (546),1,1392,1392,4200,191400,0
10845,2023-03-21 01:12:50 (547),1,1392,1392,3192,166320,0
10846,2023-03-21 01:12:51 (546),1,1392,1392,3192,162816,0
10847,2023-03-21 01:12:52 (546),1,1392,1392,4200,156024,0
10848,2023-03-21 01:12:53 (547),1,1392,1392,4616,191136,0
10849,2023-03-21 01:12:54 (546),1,1392,1392,3192,191712,0
10850,2023-03-21 01:12:55 (546),1,1392,1392,3192,182256,0
10851,2023-03-21 01:12:56 (546),1,1392,1392,3576,191712,0
10852,2023-03-21 01:12:57 (546),1,1392,1392,3192,207912,0
10853,2023-03-21 01:12:58 (546),1,0,0,552,205248,0
10854,2023-03-21 01:12:59 (546),1,1392,1392,3192,217368,0
10855,2023-03-21 01:13:00 (546),1,1392,1392,3192,230328,0
10856,2023-03-21 01:13:01 (546),1,1392,1392,3192,243024,0
10857,2023-03-21 01:13:02 (546),1,1392,1392,4064,284304,0
10858,2023-03-21 01:13:03 (547),1,1392,1392,3576,284880,0
10859,2023-03-21 01:13:04 (547),1,1392,1392,3192,281640,0
10860,2023-03-21 01:13:05 (546),1,1392,1392,3576,300816,0
10861,2023-03-21 01:13:06 (546),1,1392,1392,3192,307296,0
10862,2023-03-21 01:13:07 (546),1,1392,1392,3192,333528,0
10863,2023-03-21 01:13:08 (546),1,1392,1392,3192,323232,0
10864,2023-03-21 01:13:09 (546),1,1392,1392,3192,442128,0
10865,2023-03-21 01:13:10 (546),1,1392,1392,3576,342984,0
10866,2023-03-21 01:13:11 (546),1,1392,1392,3192,336192,0
10867,2023-03-21 01:13:12 (546),1,1392,1392,3192,333216,0
10868,2023-03-21 01:13:13 (546),1,1392,1392,3192,332952,0
10869,2023-03-21 01:13:14 (546),1,1392,1392,3192,333216,0
10870,2023-03-21 01:13:15 (547),1,1392,1392,3192,332952,0
10871,2023-03-21 01:13:16 (546),1,1392,1392,3192,332952,0
10872,2023-03-21 01:13:17 (546),1,1392,1392,3576,317016,0
10873,2023-03-21 01:13:18 (547),1,1392,1392,3192,310272,0
10874,2023-03-21 01:13:19 (546),1,1392,1392,3576,307560,0
10875,2023-03-21 01:13:20 (546),1,1392,1392,4616,322656,0
10876,2023-03-21 01:13:21 (546),1,1392,1392,4616,332112,0
10877,2023-03-21 01:13:22 (546),1,1392,1392,4616,332376,0
10878,2023-03-21 01:13:23 (546),1,1392,1392,3192,420168,0
10879,2023-03-21 01:13:24 (546),1,0,0,760,342480,0
10880,2023-03-21 01:13:25 (546),1,1392,1392,4200,358032,0
10881,2023-03-21 01:13:26 (546),1,1392,1392,4200,357768,0
10882,2023-03-21 01:13:27 (547),1,1392,1392,3192,332952,0
10883,2023-03-21 01:13:28 (546),1,1392,1392,3192,332952,0
10884,2023-03-21 01:13:29 (546),1,1392,1392,3192,332688,0
10885,2023-03-21 01:13:30 (546),1,1392,1392,3192,332952,0
10886,2023-03-21 01:13:31 (546),1,1392,1392,3192,332688,0
10887,2023-03-21 01:13:32 (547),1,1392,1392,3576,332688,0
10888,2023-03-21 01:13:33 (546),1,1392,1392,3192,319992,0
10889,2023-03-21 01:13:34 (546),1,1392,1392,3192,319992,0
10890,2023-03-21 01:13:35 (546),1,1392,1392,3576,333528,0
10891,2023-03-21 01:13:36 (546),1,1392,1392,3576,311112,0
10892,2023-03-21 01:13:37 (546),1,1392,1392,3576,327048,0
10893,2023-03-21 01:13:38 (547),1,1392,1392,3192,319992,0
10894,2023-03-21 01:13:39 (546),1,1392,1392,3576,348888,0
10895,2023-03-21 01:13:40 (546),1,1392,1392,3192,307032,0
10896,2023-03-21 01:13:41 (546),1,1392,1392,3576,323232,0
10897,2023-03-21 01:13:42 (546),1,1392,1392,3192,319992,0
10898,2023-03-21 01:13:43 (547),1,1392,1392,2640,319992,0
10899,2023-03-21 01:13:44 (546),1,1392,1392,3576,304056,0
10900,2023-03-21 01:13:45 (546),1,1392,1392,4616,319416,0
10901,2023-03-21 01:13:46 (547),1,1392,1392,4616,309696,0
10902,2023-03-21 01:13:47 (547),1,1392,1392,4616,300240,0
10903,2023-03-21 01:13:48 (546),1,1392,1392,4616,290592,0
10904,2023-03-21 01:13:49 (545),1,1392,1392,4200,281064,0
10905,2023-03-21 01:13:50 (546),1,696,696,2168,271920,0
10906,2023-03-21 01:13:51 (546),1,696,696,2584,281640,0
10907,2023-03-21 01:13:52 (546),1,1392,1392,3784,277824,0
10908,2023-03-21 01:13:53 (547),1,1392,1392,4616,268104,0
10909,2023-03-21 01:13:54 (546),1,1392,1392,4616,255984,0
10910,2023-03-21 01:13:55 (546),1,1392,1392,4616,245688,0
10911,2023-03-21 01:13:56 (547),1,1392,1392,4616,235968,0
10912,2023-03-21 01:13:57 (547),1,1392,1392,4200,226512,0
10913,2023-03-21 01:13:58 (547),1,1392,1392,4008,216792,0
10914,2023-03-21 01:13:59 (546),1,1392,1392,4136,207072,0
10915,2023-03-21 01:14:00 (547),1,1392,1392,4008,197616,0
10916,2023-03-21 01:14:01 (546),1,1392,1392,4008,191136,0
10917,2023-03-21 01:14:02 (546),1,1392,1392,4424,191136,0
10918,2023-03-21 01:14:03 (546),1,1392,1392,4008,210384,0
10919,2023-03-21 01:14:04 (546),1,1392,1392,4104,191136,0
10920,2023-03-21 01:14:05 (546),1,1392,1392,4232,197688,0
10921,2023-03-21 01:14:06 (546),1,1392,1392,4232,200928,0
10922,2023-03-21 01:14:07 (547),1,1392,1392,4040,210384,0
10923,2023-03-21 01:14:08 (547),1,1392,1392,4136,223344,0
10924,2023-03-21 01:14:09 (546),1,1392,1392,4232,236040,0
10925,2023-03-21 01:14:10 (546),1,1392,1392,4136,213696,0
10926,2023-03-21 01:14:11 (546),1,1392,1392,4104,223344,0
10927,2023-03-21 01:14:12 (546),1,1392,1392,4232,236040,0
10928,2023-03-21 01:14:13 (546),1,1392,1392,4232,248928,0
10929,2023-03-21 01:14:14 (546),1,1392,1392,4136,249000,0
10930,2023-03-21 01:14:15 (546),1,1392,1392,4232,261696,0
10931,2023-03-21 01:14:16 (546),1,696,696,2264,275736,0
10932,2023-03-21 01:14:17 (547),1,696,696,2264,287856,0
10933,2023-03-21 01:14:18 (546),1,1392,1392,3976,287280,0
10934,2023-03-21 01:14:19 (546),1,1392,1392,3976,300240,0
10935,2023-03-21 01:14:20 (546),1,1392,1392,3976,312936,0
10936,2023-03-21 01:14:21 (547),1,1392,1392,3976,325896,0
10937,2023-03-21 01:14:22 (547),1,1392,1392,3624,322656,0
10938,2023-03-21 01:14:23 (546),1,1392,1392,3976,338592,0
10939,2023-03-21 01:14:24 (546),1,1392,1392,3424,348312,0
10940,2023-03-21 01:14:25 (546),1,1392,1392,3976,358032,0
10941,2023-03-21 01:14:26 (546),1,1392,1392,3976,357768,0
10942,2023-03-21 01:14:27 (546),1,1392,1392,3976,357768,0
10943,2023-03-21 01:14:28 (546),1,1392,1392,4176,422040,0
10944,2023-03-21 01:14:29 (546),1,1392,1392,3624,547080,0
10945,2023-03-21 01:14:30 (546),1,1392,1392,3976,373968,0
10946,2023-03-21 01:14:31 (547),1,1392,1392,3976,358032,0
10947,2023-03-21 01:14:32 (547),1,1392,1392,3744,358344,0
10948,2023-03-21 01:14:33 (546),1,1392,1392,3272,358032,0
10949,2023-03-21 01:14:34 (547),1,1392,1392,3976,357768,0
10950,2023-03-21 01:14:35 (547),1,1392,1392,3624,377016,0
10951,2023-03-21 01:14:36 (546),1,1392,1392,3976,355368,0
10952,2023-03-21 01:14:37 (546),1,1392,1392,3624,354528,0
10953,2023-03-21 01:14:38 (546),1,1392,1392,3624,348312,0
10954,2023-03-21 01:14:39 (546),1,1392,1392,3528,335352,0
10955,2023-03-21 01:14:40 (546),1,1392,1392,3976,332112,0
10956,2023-03-21 01:14:41 (546),1,1392,1392,3976,335616,0
10957,2023-03-21 01:14:42 (545),1,1392,1392,3744,338592,0
10958,2023-03-21 01:14:43 (546),1,696,696,2032,332952,0
10959,2023-03-21 01:14:44 (546),1,696,696,2032,349152,0
10960,2023-03-21 01:14:45 (547),1,1392,1392,3976,361008,0
10961,2023-03-21 01:14:46 (546),1,1392,1392,3976,367752,0
10962,2023-03-21 01:14:47 (546),1,1392,1392,3976,361008,0
10963,2023-03-21 01:14:48 (546),1,1392,1392,3976,357768,0
10964,2023-03-21 01:14:49 (547),1,1392,1392,3976,361272,0
10965,2023-03-21 01:14:50 (546),1,1392,1392,3976,357768,0
10966,2023-03-21 01:14:51 (547),1,1392,1392,3976,361272,0
10967,2023-03-21 01:14:52 (546),1,1392,1392,3744,361272,0
10968,2023-03-21 01:14:53 (546),1,1392,1392,3976,370728,0
10969,2023-03-21 01:14:54 (546),1,1392,1392,3976,361272,0
10970,2023-03-21 01:14:55 (546),1,1392,1392,3744,357768,0
10971,2023-03-21 01:14:56 (546),1,1392,1392,3976,332112,0
10972,2023-03-21 01:14:57 (546),1,1392,1392,3976,345072,0
10973,2023-03-21 01:14:58 (546),1,1392,1392,3976,322656,0
10974,2023-03-21 01:14:59 (547),1,1392,1392,4128,313512,0
10975,2023-03-21 01:15:00 (546),1,1392,1392,3744,304056,0
10976,2023-03-21 01:15:01 (545),1,1392,1392,3744,293760,0
10977,2023-03-21 01:15:02 (546),1,1392,1392,3976,284040,0
10978,2023-03-21 01:15:03 (547),1,1392,1392,4616,274584,0
10979,2023-03-21 01:15:04 (547),1,1392,1392,4296,264864,0
10980,2023-03-21 01:15:05 (546),1,1392,1392,3784,255408,0
10981,2023-03-21 01:15:06 (546),1,1392,1392,3424,258648,0
10982,2023-03-21 01:15:07 (546),1,1392,1392,4296,248928,0
10983,2023-03-21 01:15:08 (546),1,1392,1392,4200,239472,0
10984,2023-03-21 01:15:09 (546),1,696,696,2264,230328,0
10985,2023-03-21 01:15:10 (546),1,696,696,2584,223848,0
10986,2023-03-21 01:15:11 (545),1,1392,1392,4200,242712,0
10987,2023-03-21 01:15:12 (546),1,1392,1392,3880,362592,0
10988,2023-03-21 01:15:13 (546),1,1392,1392,4200,229752,0
10989,2023-03-21 01:15:14 (546),1,1392,1392,4296,384120,0
10990,2023-03-21 01:15:15 (546),1,1392,1392,4200,220032,0
10991,2023-03-21 01:15:16 (546),1,1392,1392,4616,200856,0
10992,2023-03-21 01:15:17 (547),1,1392,1392,4616,204096,0
10993,2023-03-21 01:15:18 (547),1,1392,1392,4616,204096,0
10994,2023-03-21 01:15:19 (546),1,1392,1392,4200,200856,0
10995,2023-03-21 01:15:20 (546),1,1392,1392,4616,200856,0
10996,2023-03-21 01:15:21 (546),1,1392,1392,4616,217056,0
10997,2023-03-21 01:15:22 (546),1,1392,1392,4616,213816,0
10998,2023-03-21 01:15:23 (547),1,1392,1392,3784,226512,0
10999,2023-03-21 01:15:24 (546),1,1392,1392,3784,442440,0
11000,2023-03-21 01:15:25 (547),1,1392,1392,3880,268104,0
11001,2023-03-21 01:15:26 (546),1,1392,1392,4936,252168,0
11002,2023-03-21 01:15:27 (546),1,1392,1392,5256,268944,0
11003,2023-03-21 01:15:28 (547),1,1392,1392,5256,278400,0
11004,2023-03-21 01:15:29 (546),1,1392,1392,4936,277824,0
11005,2023-03-21 01:15:30 (546),1,1392,1392,4648,265128,0
11006,2023-03-21 01:15:31 (546),1,1392,1392,4040,277824,0
11007,2023-03-21 01:15:32 (546),1,1392,1392,4648,290784,0
11008,2023-03-21 01:15:33 (546),1,1392,1392,5200,625056,0
11009,2023-03-21 01:15:34 (546),1,1392,1392,5256,303480,0
11010,2023-03-21 01:15:35 (547),1,696,696,2904,323232,0
11011,2023-03-21 01:15:36 (546),1,1392,1392,5256,329136,0
11012,2023-03-21 01:15:37 (546),1,696,696,2904,469032,0
11013,2023-03-21 01:15:38 (546),1,1392,1392,4648,342096,0
11014,2023-03-21 01:15:39 (547),1,1392,1392,5256,358032,0
11015,2023-03-21 01:15:40 (546),1,1392,1392,5256,358032,0
11016,2023-03-21 01:15:41 (546),1,1392,1392,5256,358032,0
11017,2023-03-21 01:15:42 (546),1,1392,1392,4008,341832,0
11018,2023-03-21 01:15:43 (547),1,1392,1392,5256,361008,0
11019,2023-03-21 01:15:44 (546),1,1392,1392,4648,354792,0
11020,2023-03-21 01:15:45 (546),1,1392,1392,4648,354792,0
11021,2023-03-21 01:15:46 (547),1,1392,1392,4096,458736,0
11022,2023-03-21 01:15:47 (546),1,1392,1392,4616,373968,0
11023,2023-03-21 01:15:48 (546),1,1392,1392,4040,367488,0
11024,2023-03-21 01:15:49 (547),1,1392,1392,4648,370992,0
11025,2023-03-21 01:15:50 (547),1,1392,1392,4648,367488,0
11026,2023-03-21 01:15:51 (546),1,1392,1392,4040,367752,0
11027,2023-03-21 01:15:52 (546),1,1392,1392,5256,370992,0
11028,2023-03-21 01:15:53 (546),1,1392,1392,5256,368064,0
11029,2023-03-21 01:15:54 (545),1,1392,1392,5256,374544,0
11030,2023-03-21 01:15:55 (547),1,1392,1392,4328,354528,0
11031,2023-03-21 01:15:56 (546),1,1392,1392,5256,341832,0
11032,2023-03-21 01:15:57 (546),1,1392,1392,5256,342096,0
11033,2023-03-21 01:15:58 (546),1,1392,1392,5256,341832,0
11034,2023-03-21 01:15:59 (546),1,1392,1392,4040,403656,0
11035,2023-03-21 01:16:00 (546),1,1392,1392,4936,342096,0
11036,2023-03-21 01:16:01 (546),1,696,696,2904,345648,0
11037,2023-03-21 01:16:02 (546),1,696,1392,3456,345912,0
11038,2023-03-21 01:16:03 (546),1,1392,696,4704,361272,0
11039,2023-03-21 01:16:04 (546),1,1392,1392,5256,368064,0
11040,2023-03-21 01:16:05 (546),1,1392,1392,4328,367752,0
11041,2023-03-21 01:16:06 (546),1,1392,1392,4936,370728,0
11042,2023-03-21 01:16:07 (546),1,1392,1392,4648,367752,0
11043,2023-03-21 01:16:08 (546),1,1392,1392,5256,368328,0
11044,2023-03-21 01:16:09 (546),1,1392,1392,4328,361008,0
11045,2023-03-21 01:16:10 (546),1,1392,1392,4648,351552,0
11046,2023-03-21 01:16:11 (546),1,1392,1392,4648,341832,0
11047,2023-03-21 01:16:12 (546),1,1392,1392,4648,332952,0
11048,2023-03-21 01:16:13 (547),1,1392,1392,4648,322656,0
11049,2023-03-21 01:16:14 (546),1,1392,1392,4648,312936,0
11050,2023-03-21 01:16:15 (546),1,1392,1392,4040,303480,0
11051,2023-03-21 01:16:16 (546),1,1392,1392,4616,293760,0
11052,2023-03-21 01:16:17 (546),1,1392,1392,4040,284040,0
11053,2023-03-21 01:16:18 (547),1,1392,1392,4648,264864,0
11054,2023-03-21 01:16:19 (547),1,1392,1392,6088,249504,0
11055,2023-03-21 01:16:20 (547),1,1392,1392,5608,309960,0
11056,2023-03-21 01:16:21 (546),1,1392,1392,5928,242712,0
11057,2023-03-21 01:16:22 (546),1,1392,1392,5608,232992,0
11058,2023-03-21 01:16:23 (546),1,1392,1392,5928,223272,0
11059,2023-03-21 01:16:24 (546),1,1392,1392,6088,213816,0
11060,2023-03-21 01:16:25 (546),1,1392,1392,6088,204096,0
11061,2023-03-21 01:16:26 (546),1,1392,1392,5448,194376,0
11062,2023-03-21 01:16:27 (546),1,696,1392,4128,185496,0
11063,2023-03-21 01:16:28 (546),1,1392,696,4408,188160,0
11064,2023-03-21 01:16:29 (546),1,696,696,3000,188736,0
11065,2023-03-21 01:16:30 (547),1,1392,1392,5928,210576,0
11066,2023-03-21 01:16:31 (546),1,1392,1392,5928,213816,0
11067,2023-03-21 01:16:32 (547),1,1392,1392,5448,210576,0
11068,2023-03-21 01:16:33 (546),1,1392,1392,5608,210576,0
11069,2023-03-21 01:16:34 (546),1,1392,1392,5928,226512,0
11070,2023-03-21 01:16:35 (546),1,1392,1392,5928,236232,0
11071,2023-03-21 01:16:36 (546),1,1392,1392,6408,258384,0
11072,2023-03-21 01:16:37 (546),1,1392,1392,6136,357456,0
11073,2023-03-21 01:16:38 (546),1,1392,1392,5928,261887,0
11074,2023-03-21 01:16:39 (546),1,1392,1392,5448,274584,0
11075,2023-03-21 01:16:40 (547),1,1392,1392,5608,287544,0
11076,2023-03-21 01:16:41 (546),1,1392,1392,5448,287544,0
11077,2023-03-21 01:16:42 (546),1,1392,1392,5928,300240,0
11078,2023-03-21 01:16:43 (546),1,1392,1392,5448,313200,0
11079,2023-03-21 01:16:44 (546),1,1392,1392,5448,325896,0
11080,2023-03-21 01:16:45 (546),1,1392,1392,5928,342096,0
11081,2023-03-21 01:16:46 (546),1,1392,1392,5064,351864,0
11082,2023-03-21 01:16:47 (546),1,1392,1392,5736,596640,0
11083,2023-03-21 01:16:48 (546),1,1392,1392,5256,390432,0
11084,2023-03-21 01:16:49 (546),1,1392,1392,5216,352704,0
11085,2023-03-21 01:16:50 (547),1,1392,1392,5448,380448,0
11086,2023-03-21 01:16:51 (546),1,1392,1392,5416,351816,0
11087,2023-03-21 01:16:52 (546),1,1392,1392,5256,384528,0
11088,2023-03-21 01:16:53 (546),1,1392,1392,5416,352392,0
11089,2023-03-21 01:16:54 (546),1,696,696,2808,351816,0
11090,2023-03-21 01:16:55 (545),1,696,696,3480,361584,0
11091,2023-03-21 01:16:56 (546),1,1392,1392,5416,377472,0
11092,2023-03-21 01:16:57 (546),1,1392,1392,5416,377208,0
11093,2023-03-21 01:16:58 (546),1,1392,1392,6088,377208,0
11094,2023-03-21 01:16:59 (546),1,1392,1392,5256,364512,0
11095,2023-03-21 01:17:00 (546),1,1392,1392,5608,364512,0
11096,2023-03-21 01:17:01 (546),1,1392,1392,5448,364512,0
11097,2023-03-21 01:17:02 (546),1,1392,1392,5256,351816,0
11098,2023-03-21 01:17:03 (546),1,1392,1392,5928,367752,0
11099,2023-03-21 01:17:04 (546),1,1392,1392,5256,367752,0
11100,2023-03-21 01:17:05 (546),1,1392,1392,5928,367752,0
11101,2023-03-21 01:17:06 (546),1,1392,1392,5064,354792,0
11102,2023-03-21 01:17:07 (546),1,1392,1392,5064,367752,0
11103,2023-03-21 01:17:08 (546),1,1392,1392,5736,364512,0
11104,2023-03-21 01:17:09 (547),1,1392,1392,4992,354792,0
11105,2023-03-21 01:17:10 (546),1,1392,1392,5544,361272,0
11106,2023-03-21 01:17:11 (526),1,1392,1392,6024,480888,0
11107,2023-03-21 01:17:12 (546),1,1392,1392,5736,376944,0
11108,2023-03-21 01:17:13 (546),1,1392,1392,5064,380448,0
11109,2023-03-21 01:17:14 (547),1,1392,1392,5544,376944,0
11110,2023-03-21 01:17:15 (545),1,1392,1392,5064,377520,0
11111,2023-03-21 01:17:16 (546),1,1392,1392,5064,348312,0
11112,2023-03-21 01:17:17 (546),1,1392,1392,6024,348048,0
11113,2023-03-21 01:17:18 (546),1,1392,1392,5544,348312,0
11114,2023-03-21 01:17:19 (546),1,1392,1392,5064,348312,0
11115,2023-03-21 01:17:20 (547),1,696,696,3480,348624,0
11116,2023-03-21 01:17:21 (546),1,1392,1392,5064,348312,0
11117,2023-03-21 01:17:22 (547),1,696,3968,7800,573576,0
11118,2023-03-21 01:17:23 (547),1,1392,2952,8280,457416,0
11119,2023-03-21 01:17:24 (546),1,1392,4688,11184,553824,0
11120,2023-03-21 01:17:25 (546),1,1392,4176,9120,467136,0
11121,2023-03-21 01:17:26 (546),1,1392,5344,12312,573000,0
11122,2023-03-21 01:17:27 (546),1,1392,4176,8448,476592,0
11123,2023-03-21 01:17:28 (547),1,1392,5344,11184,576312,0
11124,2023-03-21 01:17:29 (546),1,1392,3672,8928,467136,0
11125,2023-03-21 01:17:30 (546),1,1392,8568,12960,578640,0
11126,2023-03-21 01:17:31 (546),1,1392,5784,8928,499528,0
11127,2023-03-21 01:17:32 (546),1,1392,10680,12312,566832,0
11128,2023-03-21 01:17:33 (547),1,1392,7960,9408,534816,0
11129,2023-03-21 01:17:34 (547),1,1392,10680,13440,582456,0
11130,2023-03-21 01:17:35 (546),1,1392,7960,8928,547512,0
11131,2023-03-21 01:17:36 (546),1,1392,10680,14368,585696,0
11132,2023-03-21 01:17:37 (546),1,1392,7960,10208,515376,0
11133,2023-03-21 01:17:38 (546),1,1392,9072,14648,591912,0
11134,2023-03-21 01:17:39 (546),1,1392,7960,10560,509472,0
11135,2023-03-21 01:17:40 (546),1,1392,9072,16128,640248,0
11136,2023-03-21 01:17:41 (546),1,1392,6872,12944,470112,0
11137,2023-03-21 01:17:42 (547),1,1392,10136,18736,640248,0
11138,2023-03-21 01:17:43 (547),1,1392,6872,11688,718648,0
