id,time,NR_DU_cell,down_RLC_throughput(bps),up_RLC_throughput(bps),down_MAC_throughput(bps),up_MAC_throughput(bps),base_id,cell_id,phy_cell_id,RSRP(dBm),RSRQ(dB),class
1288,1679495976,1,0,11872,40296,31008,1,1,3,-124,-15,1
1289,1679495977,1,0,7200,19872,27280,1,1,3,-124,-15,1
1290,1679495978,1,0,11872,37536,41728,1,1,3,-124,-15,1
1291,1679495979,1,0,7400,27048,27280,1,1,3,-125,-16,1
1292,1679495980,1,0,11168,24288,29632,1,1,3,-122,-17,1
1293,1679495981,1,0,6384,24840,28144,1,1,3,-126,-17,1
1294,1679495982,1,0,10792,13248,29616,1,1,3,-124,-15,1
1295,1679495983,1,0,6384,11040,24160,1,1,3,-122,-14,1
1296,1679495984,1,0,8968,24288,27536,1,1,3,-122,-14,1
1297,1679495985,1,0,5856,10488,24528,1,1,3,-123,-15,1
1298,1679495986,1,0,7864,25944,23792,1,1,3,-123,-15,1
1299,1679495987,1,0,4808,27600,23904,1,1,3,-123,-15,1
1300,1679495988,1,0,7864,35328,30000,1,1,3,-124,-15,1
1301,1679495989,1,0,3552,26496,24032,1,1,3,-123,-15,1
1302,1679495990,1,0,8440,20424,31216,1,1,3,-123,-15,1
1303,1679495991,1,0,3552,11040,24768,1,1,3,-121,-15,1
1304,1679495992,1,0,7712,24840,25648,1,1,3,-123,-16,1
1305,1679495993,1,0,3936,27048,22624,1,1,3,-123,-17,1
1306,1679495994,1,0,8103,35880,33264,1,1,3,-123,-16,1
1307,1679495995,1,0,2480,24288,31232,1,1,3,-123,-15,1
1308,1679495996,1,0,8760,24840,37712,1,1,3,-122,-14,1
1309,1679495997,1,0,3200,16008,29504,1,1,3,-123,-15,1
1310,1679495998,1,0,8784,28016,37200,1,1,3,-123,-15,1
1311,1679495999,1,0,3200,7728,29248,1,1,3,-123,-16,1
1312,1679496000,1,0,8624,19320,44336,1,1,3,-123,-15,1
1313,1679496001,1,0,3200,5520,30368,1,1,3,-123,-15,1
1314,1679496002,1,0,8632,11040,36096,1,1,3,-123,-15,1
1315,1679496003,1,0,3200,12144,37248,1,1,3,-123,-15,1
1316,1679496004,1,0,8640,24840,38288,1,1,3,-123,-15,1
1317,1679496005,1,0,2504,14352,34352,1,1,3,-125,-16,1
1318,1679496006,1,0,8584,36984,36496,1,1,3,-123,-15,1
1319,1679496007,1,0,2504,14904,32720,1,1,3,-124,-15,1
1320,1679496008,1,0,6696,16560,41744,1,1,3,-130,-20,1
1321,1679496009,1,0,2504,11592,33984,1,1,3,-130,-20,1
1322,1679496010,1,0,6696,24288,28448,1,1,3,-122,-16,1
1323,1679496011,1,0,3656,14352,23616,1,1,3,-124,-17,1
1324,1679496012,1,720,6040,21096,26016,1,1,3,-125,-16,1
1325,1679496013,1,0,2376,30360,21488,1,1,3,-124,-16,1
1326,1679496014,1,0,4920,27048,26112,1,1,3,-125,-16,1
1327,1679496015,1,0,5240,4968,21488,1,1,3,-125,-17,1
1328,1679496016,1,0,9032,25944,28800,1,1,3,-125,-17,1
1329,1679496017,1,0,2376,14352,21216,1,1,3,-125,-17,1
1330,1679496018,1,0,9096,41400,24688,1,1,3,-126,-17,1
1331,1679496019,1,0,1160,24840,21424,1,1,3,-125,-18,1
1332,1679496020,1,0,7984,20424,28416,1,1,3,-125,-17,1
1333,1679496021,1,0,1160,7176,19568,1,1,3,-125,-17,1
1334,1679496022,1,0,6664,22080,23024,1,1,3,-125,-17,1
1335,1679496023,1,0,1904,13800,23808,1,1,3,-122,-16,1
1336,1679496024,1,0,6096,15664,27024,1,1,3,-125,-16,1
1337,1679496025,1,0,1160,11456,24704,1,1,3,-125,-17,1
1338,1679496026,1,0,5576,20976,27552,1,1,3,-125,-17,1
1339,1679496027,1,0,1736,10488,21472,1,1,3,-125,-17,1
1340,1679496028,1,0,6280,24288,27488,1,1,3,-125,-17,1
1341,1679496029,1,0,1152,19320,20256,1,1,3,-123,-17,1
1342,1679496030,1,0,4536,12696,18816,1,1,3,-125,-18,1
1343,1679496031,1,0,3496,11592,23040,1,1,3,-125,-17,1
1344,1679496032,1,0,3456,15456,23712,1,1,3,-125,-17,1
1345,1679496033,1,0,1224,4968,21664,1,1,3,-125,-17,1
1346,1679496034,1,0,3424,12696,28576,1,1,3,-125,-17,1
1347,1679496035,1,0,1136,12144,26208,1,1,3,-125,-16,1
1348,1679496036,1,0,3512,10488,28080,1,1,3,-125,-17,1
1349,1679496037,1,0,800,11592,27440,1,1,3,-125,-17,1
1350,1679496038,1,0,3984,16008,34368,1,1,3,-125,-16,1
1351,1679496039,1,0,1136,11040,46336,1,1,3,-125,-16,1
1352,1679496040,1,0,4040,9936,40832,1,1,3,-126,-17,1
1353,1679496041,1,0,1136,15456,37936,1,1,3,-126,-17,1
1354,1679496042,1,0,6016,42504,42448,1,1,3,-126,-17,1
1355,1679496043,1,0,2152,17664,39904,1,1,3,-126,-17,1
1356,1679496044,1,0,5496,46920,45552,1,1,3,-127,-18,1
1357,1679496045,1,0,2968,18216,53488,1,1,3,-125,-16,1
1358,1679496046,1,0,6672,41952,38400,1,1,3,-126,-17,1
1359,1679496047,1,0,2528,36984,35200,1,1,3,-126,-17,1
1360,1679496048,1,0,6584,41952,30480,1,1,3,-130,-20,1
1361,1679496049,1,0,2408,19872,26080,1,1,3,-130,-20,1
1362,1679496050,1,0,9224,41400,39104,1,1,3,-128,-19,1
1363,1679496051,1,0,1256,26496,20624,1,1,3,-125,-16,1
1364,1679496052,1,0,5112,31464,24768,1,1,3,-124,-16,1
1365,1679496053,1,0,5472,30912,25104,1,1,3,-124,-15,1
1366,1679496054,1,0,7296,38640,27184,1,1,3,-124,-15,1
1367,1679496055,1,0,2632,38640,24672,1,1,3,-127,-18,1
1368,1679496056,1,0,7992,34776,29376,1,1,3,-128,-19,1
1369,1679496057,1,0,1936,14216,17824,1,1,3,-126,-17,1
1370,1679496058,1,0,5328,24288,23392,1,1,3,-125,-17,1
1371,1679496059,1,0,2512,9936,21760,1,1,3,-125,-16,1
1372,1679496060,1,0,5408,22080,22832,1,1,3,-124,-17,1
1373,1679496061,1,0,2512,9384,22016,1,1,3,-125,-17,1
1374,1679496062,1,0,5984,28704,27008,1,1,3,-125,-16,1
1375,1679496063,1,0,3088,15456,22784,1,1,3,-126,-17,1
1376,1679496064,1,0,6512,38576,31264,1,1,3,-126,-17,1
1377,1679496065,1,0,3088,45264,26336,1,1,3,-126,-17,1
1378,1679496066,1,0,6656,46920,28960,1,1,3,-126,-17,1
1379,1679496067,1,0,1936,42504,23984,1,1,3,-127,-18,1
1380,1679496068,1,0,6656,45816,30960,1,1,3,-126,-18,1
1381,1679496069,1,0,1936,17112,30304,1,1,3,-127,-18,1
1382,1679496070,1,0,7144,47336,33024,1,1,3,-127,-18,1
1383,1679496071,1,0,3088,35264,32960,1,1,3,-127,-17,1
1384,1679496072,1,0,6624,18768,24176,1,1,3,-127,-17,1
1385,1679496073,1,0,3088,18216,19888,1,1,3,-127,-18,1
1386,1679496074,1,0,6560,33120,31008,1,1,3,-126,-17,1
1387,1679496075,1,0,3664,16008,31168,1,1,3,-125,-16,1
1388,1679496076,1,0,5904,38088,28800,1,1,3,-125,-16,1
1389,1679496077,1,0,2984,22080,28512,1,1,3,-126,-17,1
1390,1679496078,1,0,7216,30360,29024,1,1,3,-125,-17,1
1391,1679496079,1,0,2408,52992,25296,1,1,3,-126,-17,1
1392,1679496080,1,0,7216,49680,43856,1,1,3,-125,-16,1
1393,1679496081,1,0,2408,37536,44176,1,1,3,-125,-17,1
1394,1679496082,1,0,7176,32567,31424,1,1,3,-125,-16,1
1395,1679496083,1,0,1832,30360,40464,1,1,3,-125,-16,1
1396,1679496084,1,0,7760,32567,51624,1,1,3,-125,-17,1
1397,1679496085,1,0,1152,24840,39152,1,1,3,-126,-17,1
1398,1679496086,1,0,6552,35328,53064,1,1,3,-126,-17,1
1399,1679496087,1,0,1728,16008,45024,1,1,3,-126,-17,1
1400,1679496088,1,0,6024,35880,61496,1,1,3,-130,-20,1
1401,1679496089,1,0,2304,34776,50136,1,1,3,-130,-20,1
1402,1679496090,1,0,4672,54096,86032,1,1,3,-130,-20,1
1403,1679496091,1,0,2304,36984,141424,1,1,3,-130,-20,1
1404,1679496092,1,0,4672,29464,96640,1,1,3,-126,-17,1
1405,1679496093,1,0,2304,33672,88280,1,1,3,-127,-17,1
1406,1679496094,1,0,5408,30360,119136,1,1,3,-128,-19,1
1407,1679496095,1,0,576,38088,110064,1,1,3,-127,-19,1
1408,1679496096,1,0,0,0,0,1,1,3,-127,-20,2
1409,1679496097,1,0,0,0,0,1,1,3,-130,-20,2
