id,time,NR_DU_cell,down_RLC_throughput(bps),up_RLC_throughput(bps),down_MAC_throughput(bps),up_MAC_throughput(bps),base_id,cell_id,phy_cell_id,RSRP(dBm),RSRQ(dB),class
881,1679495569,1,0,6336,3520,20976,1,1,3,-114,-16,1
882,1679495570,1,0,8592,4416,20992,1,1,3,-117,-15,1
883,1679495571,1,0,9184,4416,22080,1,1,3,-122,-14,1
884,1679495572,1,0,4800,11592,25888,1,1,3,-123,-15,1
885,1679495573,1,0,9688,12696,38288,1,1,3,-123,-14,1
886,1679495574,1,0,6888,4416,43072,1,1,3,-123,-14,1
887,1679495575,1,0,9688,7176,56576,1,1,3,-122,-14,1
888,1679495576,1,0,7696,7176,28304,1,1,3,-122,-14,1
889,1679495577,1,0,8944,4968,27856,1,1,3,-122,-14,1
890,1679495578,1,0,8352,6072,26240,1,1,3,-123,-16,1
891,1679495579,1,0,3872,2208,12608,1,1,3,-121,-15,1
892,1679495580,1,504,15744,26312,32000,1,1,3,-120,-13,1
893,1679495581,1,108824,49432,270456,74592,1,1,3,-120,-13,1
894,1679495582,1,38088,41384,136344,56160,1,1,3,-121,-14,1
895,1679495583,1,56984,88720,191832,113712,1,1,3,-121,-14,1
896,1679495584,1,49512,44536,167312,130527,1,1,3,-120,-13,1
897,1679495585,1,94032,86112,164168,153472,1,1,3,-123,-15,1
898,1679495586,1,0,8512,31200,149432,1,1,3,-124,-15,1
899,1679495587,1,1322568,107864,2389752,218680,1,1,3,-123,-15,1
900,1679495588,1,4433560,61576,8453224,187472,1,1,3,-124,-15,1
901,1679495589,1,4521000,46448,9406944,209328,1,1,3,-124,-16,1
902,1679495590,1,5375784,42176,12177056,186328,1,1,3,-124,-15,1
903,1679495591,1,5289576,39032,11578920,208216,1,1,3,-123,-15,1
904,1679495592,1,5074360,39096,10745504,208816,1,1,3,-122,-14,1
905,1679495593,1,4965560,29040,11939896,272328,1,1,3,-130,-20,1
906,1679495594,1,3497432,45504,11408512,128872,1,1,3,-130,-20,1
907,1679495595,1,3821616,62120,11232688,137616,1,1,3,-121,-14,1
908,1679495596,1,3579344,43864,10819496,132120,1,1,3,-120,-13,1
909,1679495597,1,4801104,39176,11403664,134696,1,1,3,-121,-13,1
910,1679495598,1,4401632,33616,12343752,120064,1,1,3,-121,-13,1
911,1679495599,1,1099512,43480,3798512,82520,1,1,3,-130,-20,1
912,1679495600,1,1982920,122768,4062256,189888,1,1,3,-130,-20,1
913,1679495601,1,0,7616,13248,152656,1,1,3,-122,-14,1
914,1679495602,1,0,9104,16008,147944,1,1,3,-122,-14,1
915,1679495603,1,0,9152,11592,119560,1,1,3,-121,-13,1
916,1679495604,1,0,9112,11040,157448,1,1,3,-121,-13,1
917,1679495605,1,0,8160,4968,85176,1,1,3,-120,-13,1
918,1679495606,1,0,9072,8280,138256,1,1,3,-120,-13,1
919,1679495607,1,0,8160,3864,180376,1,1,3,-120,-13,1
920,1679495608,1,0,8288,6624,247224,1,1,3,-120,-13,1
921,1679495609,1,0,7480,3864,226024,1,1,3,-121,-14,1
922,1679495610,1,0,11472,14352,233112,1,1,3,-121,-14,1
923,1679495611,1,0,4664,4416,214544,1,1,3,-121,-14,1
924,1679495612,1,0,11440,24288,305320,1,1,3,-121,-14,1
925,1679495613,1,0,4664,5520,177040,1,1,3,-121,-14,1
926,1679495614,1,0,11440,20976,106384,1,1,3,-122,-15,1
927,1679495615,1,0,4664,3312,179768,1,1,3,-121,-14,1
928,1679495616,1,0,11920,7176,397704,1,1,3,-122,-14,1
929,1679495617,1,0,4488,4968,266336,1,1,3,-121,-14,1
930,1679495618,1,0,10720,7176,338480,1,1,3,-121,-15,1
931,1679495619,1,0,5384,4968,188328,1,1,3,-123,-14,1
932,1679495620,1,0,11168,8696,159744,1,1,3,-124,-16,1
933,1679495621,1,0,6440,6624,182280,1,1,3,-124,-16,1
934,1679495622,1,0,14096,11456,185920,1,1,3,-123,-15,1
935,1679495623,1,0,5936,21720,149520,1,1,3,-123,-15,1
936,1679495624,1,0,11232,22080,115072,1,1,3,-121,-14,1
937,1679495625,1,0,6616,7728,98640,1,1,3,-122,-14,1
938,1679495626,1,0,9368,12144,61216,1,1,3,-122,-15,1
939,1679495627,1,0,6472,5520,43704,1,1,3,-122,-14,1
940,1679495628,1,0,9512,16008,40056,1,1,3,-122,-15,1
941,1679495629,1,0,4664,2760,16448,1,1,3,-122,-14,1
942,1679495630,1,0,10744,8280,28528,1,1,3,-122,-15,1
943,1679495631,1,0,4664,3312,37104,1,1,3,-122,-15,1
944,1679495632,1,0,10768,11592,34688,1,1,3,-122,-15,1
945,1679495633,1,0,3984,3864,22784,1,1,3,-123,-15,1
946,1679495634,1,0,7864,3312,16303,1,1,3,-123,-16,1
947,1679495635,1,0,7536,11592,29264,1,1,3,-123,-15,1
948,1679495636,1,0,10136,18424,61384,1,1,3,-122,-14,1
949,1679495637,1,0,4680,6072,77160,1,1,3,-123,-14,1
950,1679495638,1,0,9480,12352,58296,1,1,3,-123,-15,1
951,1679495639,1,0,4680,4968,31232,1,1,3,-123,-15,1
952,1679495640,1,0,9632,26432,55736,1,1,3,-130,-20,1
953,1679495641,1,0,4648,14904,99632,1,1,3,-130,-20,1
954,1679495642,1,0,9200,20288,74760,1,1,3,-123,-15,1
955,1679495643,1,0,8087,27600,55168,1,1,3,-123,-16,1
956,1679495644,1,0,9216,28152,48744,1,1,3,-123,-16,1
957,1679495645,1,0,9200,42920,55608,1,1,3,-124,-16,1
958,1679495646,1,0,10920,34776,58088,1,1,3,-123,-15,1
959,1679495647,1,0,9088,7728,77712,1,1,3,-122,-14,1
960,1679495648,1,0,10056,16008,109552,1,1,3,-123,-15,1
961,1679495649,1,0,9088,12696,114312,1,1,3,-123,-16,1
962,1679495650,1,0,9480,8832,136640,1,1,3,-123,-16,1
963,1679495651,1,0,6472,7176,153616,1,1,3,-123,-15,1
964,1679495652,1,0,9528,12696,187328,1,1,3,-123,-15,1
965,1679495653,1,0,7072,3864,190960,1,1,3,-123,-15,1
966,1679495654,1,0,8824,6624,280848,1,1,3,-123,-15,1
967,1679495655,1,0,8272,4968,190992,1,1,3,-124,-16,1
968,1679495656,1,0,9400,16008,182192,1,1,3,-123,-15,1
969,1679495657,1,0,8272,12144,225328,1,1,3,-122,-15,1
970,1679495658,1,0,9352,13800,252392,1,1,3,-123,-16,1
971,1679495659,1,0,7584,12696,178088,1,1,3,-123,-15,1
972,1679495660,1,0,9880,29808,113496,1,1,3,-124,-15,1
973,1679495661,1,0,8752,27048,77560,1,1,3,-108,-17,1
974,1679495662,1,0,9304,25464,98088,1,1,3,-108,-18,1
975,1679495663,1,0,9848,27048,106616,1,1,3,-110,-17,1
976,1679495664,1,0,11608,38160,60392,1,1,3,-123,-18,1
977,1679495665,1,0,11704,15872,102424,1,1,3,-118,-18,1
978,1679495666,1,0,11576,23048,87216,1,1,3,-125,-16,1
979,1679495667,1,0,11752,30984,97160,1,1,3,-114,-18,1
980,1679495668,1,0,12688,12352,40040,1,1,3,-112,-18,1
981,1679495669,1,0,15768,21048,75568,1,1,3,-120,-15,1
982,1679495670,1,0,19024,4968,41784,1,1,3,-112,-16,1
983,1679495671,1,0,36096,10976,98360,1,1,3,-121,-16,1
984,1679495672,1,0,27248,13944,121928,1,1,3,-122,-17,1
985,1679495673,1,0,20112,5520,37544,1,1,3,-124,-18,1
986,1679495674,1,0,15496,6072,26160,1,1,3,-123,-16,1
987,1679495675,1,0,26264,3864,37536,1,1,3,-122,-16,1
988,1679495676,1,0,39456,5520,53352,1,1,3,-123,-15,1
989,1679495677,1,0,51208,8280,82152,1,1,3,-120,-16,1
990,1679495678,1,0,24168,19256,77856,1,1,3,-121,-15,1
991,1679495679,1,0,3920,12144,12784,1,1,3,-130,-20,1
992,1679495680,1,0,6128,8832,13824,1,1,3,-130,-20,1
993,1679495681,1,0,35400,22512,57120,1,1,3,-123,-15,1
994,1679495682,1,0,17904,19184,83128,1,1,3,-130,-20,1
995,1679495683,1,0,18360,20912,75552,1,1,3,-130,-20,1
996,1679495684,1,0,21184,14352,67008,1,1,3,-122,-16,1
997,1679495685,1,0,18680,14352,117000,1,1,3,-123,-15,1
998,1679495686,1,0,29192,14904,142336,1,1,3,-125,-16,1
999,1679495687,1,0,32503,12144,135736,1,1,3,-120,-14,1
1000,1679495688,1,0,28432,12696,149088,1,1,3,-122,-15,1
1001,1679495689,1,0,33040,5520,160288,1,1,3,-122,-14,1
1002,1679495690,1,0,28432,27600,146640,1,1,3,-124,-16,1
1003,1679495691,1,0,27704,29256,146624,1,1,3,-125,-16,1
1004,1679495692,1,0,25264,22632,117880,1,1,3,-122,-15,1
1005,1679495693,1,0,26536,13800,125128,1,1,3,-121,-13,1
1006,1679495694,1,0,19456,14352,139456,1,1,3,-120,-13,1
1007,1679495695,1,0,14968,6072,110032,1,1,3,-122,-14,1
1008,1679495696,1,0,20400,7176,80808,1,1,3,-122,-15,1
1009,1679495697,1,0,13768,4416,91080,1,1,3,-121,-14,1
1010,1679495698,1,0,20400,14352,73840,1,1,3,-120,-14,1
1011,1679495699,1,0,18352,8832,39424,1,1,3,-120,-14,1
1012,1679495700,1,0,24336,9384,62248,1,1,3,-121,-14,1
1013,1679495701,1,0,16303,5520,64312,1,1,3,-121,-14,1
1014,1679495702,1,0,29008,6072,85440,1,1,3,-122,-15,1
1015,1679495703,1,0,24576,8280,98104,1,1,3,-122,-14,1
1016,1679495704,1,0,25504,12080,121632,1,1,3,-121,-14,1
1017,1679495705,1,0,26712,6624,133024,1,1,3,-121,-14,1
1018,1679495706,1,0,26632,12904,115952,1,1,3,-120,-13,1
1019,1679495707,1,0,24144,7176,127632,1,1,3,-121,-13,1
1020,1679495708,1,0,22760,10560,164952,1,1,3,-121,-14,1
1021,1679495709,1,0,26320,6624,228624,1,1,3,-121,-14,1
1022,1679495710,1,0,17352,12696,127928,1,1,3,-122,-14,1
1023,1679495711,1,0,18608,7728,223608,1,1,3,-120,-14,1
1024,1679495712,1,0,13392,7176,96192,1,1,3,-120,-13,1
1025,1679495713,1,0,20752,8280,249824,1,1,3,-123,-15,1
1026,1679495714,1,0,12864,11040,180672,1,1,3,-121,-14,1
1027,1679495715,1,0,21376,6624,95376,1,1,3,-121,-14,1
1028,1679495716,1,0,10648,11040,92696,1,1,3,-116,-16,1
1029,1679495717,1,0,19048,11592,79944,1,1,3,-120,-15,1
1030,1679495718,1,0,14424,8832,254328,1,1,3,-130,-20,1
1031,1679495719,1,0,20600,3864,116344,1,1,3,-130,-20,1
1032,1679495720,1,0,11040,1656,45040,1,1,3,-116,-15,1
1033,1679495721,1,0,0,0,0,1,1,3,-130,-20,2
1034,1679495722,1,720,0,10760,0,1,1,3,-130,-20,2
1035,1679495723,1,0,0,54752,0,1,1,3,-130,-20,2
1036,1679495724,1,0,0,7984,0,1,1,3,-130,-20,2
1037,1679495725,1,0,0,0,0,1,1,3,-130,-20,2
1038,1679495726,1,0,0,0,0,1,1,3,-130,-20,2
1039,1679495727,1,0,0,0,0,1,1,3,-130,-20,2
1040,1679495728,1,0,0,0,0,1,1,3,-130,-20,2
1041,1679495729,1,0,0,0,0,1,1,3,-130,-20,2
1042,1679495730,1,0,0,0,0,1,1,3,-130,-20,2
1043,1679495731,1,0,0,0,0,1,1,3,-130,-20,2
1044,1679495732,1,0,0,0,0,1,1,3,-130,-20,2
1045,1679495733,1,0,0,0,0,1,1,3,-130,-20,2
1046,1679495734,1,0,0,0,0,1,1,3,-130,-20,2
1047,1679495735,1,0,0,0,0,1,1,3,-130,-20,2
1048,1679495736,1,0,0,0,0,1,1,3,-130,-20,2
1049,1679495737,1,0,0,0,0,1,1,3,-130,-20,2
1050,1679495738,1,0,0,0,0,1,1,3,-130,-20,2
1051,1679495739,1,0,0,0,0,1,1,3,-130,-20,2
1052,1679495740,1,0,0,0,0,1,1,3,-130,-20,2
1053,1679495741,1,0,0,0,0,1,1,3,-130,-20,2
1054,1679495742,1,0,0,0,0,1,1,3,-130,-20,2
1055,1679495743,1,0,0,0,0,1,1,3,-130,-20,2
1056,1679495744,1,0,0,0,0,1,1,3,-130,-20,2
1057,1679495745,1,0,0,0,0,1,1,3,-130,-20,2
1058,1679495746,1,0,0,0,0,1,1,3,-130,-20,2
1059,1679495747,1,0,0,0,0,1,1,3,-130,-20,2
1060,1679495748,1,0,0,0,0,1,1,3,-130,-20,2
1061,1679495749,1,0,0,0,0,1,1,3,-130,-20,2
1062,1679495750,1,0,0,0,0,1,1,3,-130,-20,2
1063,1679495751,1,0,0,0,0,1,1,3,-130,-20,2
1064,1679495752,1,0,0,0,0,1,1,3,-130,-20,2
1065,1679495753,1,0,0,0,0,1,1,3,-130,-20,2
1066,1679495754,1,0,0,0,0,1,1,3,-130,-20,2
1067,1679495755,1,0,0,0,0,1,1,3,-130,-20,2
1068,1679495756,1,0,0,0,0,1,1,3,-130,-20,2
1069,1679495757,1,0,0,0,0,1,1,3,-130,-20,2
1070,1679495758,1,0,0,0,0,1,1,3,-130,-20,2
1071,1679495759,1,0,0,0,0,1,1,3,-130,-20,2
1072,1679495760,1,0,0,0,0,1,1,3,-130,-20,2
1073,1679495761,1,0,0,0,0,1,1,3,-130,-20,2
1074,1679495762,1,0,0,0,0,1,1,3,-130,-20,2
1075,1679495763,1,0,0,0,0,1,1,3,-130,-20,2
1076,1679495764,1,0,0,0,0,1,1,3,-130,-20,2
1077,1679495765,1,0,0,0,0,1,1,3,-130,-20,2
1078,1679495766,1,0,0,0,0,1,1,3,-130,-20,2
1079,1679495767,1,0,0,0,0,1,1,3,-130,-20,2
1080,1679495768,1,0,0,0,0,1,1,3,-130,-20,2
1081,1679495769,1,0,0,0,0,1,1,3,-130,-20,2
1082,1679495770,1,0,0,0,0,1,1,3,-130,-20,2
1083,1679495771,1,0,0,0,0,1,1,3,-130,-20,2
1084,1679495772,1,0,0,0,0,1,1,3,-130,-20,2
1085,1679495773,1,0,0,0,0,1,1,3,-130,-20,2
1086,1679495774,1,0,0,0,0,1,1,3,-130,-20,2
1087,1679495775,1,0,0,0,0,1,1,3,-130,-20,2
1088,1679495776,1,0,0,0,0,1,1,3,-130,-20,2
1089,1679495777,1,0,0,0,0,1,1,3,-130,-20,2
1090,1679495778,1,0,0,0,0,1,1,3,-130,-20,2
1091,1679495779,1,0,0,0,0,1,1,3,-130,-20,2
1092,1679495780,1,0,0,0,0,1,1,3,-130,-20,2
1093,1679495781,1,0,0,0,0,1,1,3,-130,-20,2
1094,1679495782,1,0,0,0,0,1,1,3,-130,-20,2
1095,1679495783,1,0,0,0,0,1,1,3,-130,-20,2
1096,1679495784,1,0,0,0,0,1,1,3,-130,-20,2
1097,1679495785,1,0,0,0,0,1,1,3,-130,-20,2
1098,1679495786,1,0,0,0,0,1,1,3,-130,-20,2
1099,1679495787,1,0,0,0,0,1,1,3,-130,-20,2
1100,1679495788,1,0,0,0,0,1,1,3,-130,-20,2
1101,1679495789,1,0,0,0,0,1,1,3,-130,-20,2
1102,1679495790,1,0,0,0,0,1,1,3,-130,-20,2
1103,1679495791,1,0,0,0,0,1,1,3,-130,-20,2
1104,1679495792,1,0,0,0,0,1,1,3,-130,-20,2
1105,1679495793,1,0,0,0,0,1,1,3,-130,-20,2
1106,1679495794,1,0,0,0,0,1,1,3,-130,-20,2
1107,1679495795,1,0,0,0,0,1,1,3,-130,-20,2
1108,1679495796,1,0,0,0,0,1,1,3,-130,-20,2
1109,1679495797,1,0,0,0,0,1,1,3,-130,-20,2
1110,1679495798,1,0,0,0,0,1,1,3,-130,-20,2
1111,1679495799,1,0,0,0,0,1,1,3,-130,-20,2
1112,1679495800,1,0,0,0,0,1,1,3,-130,-20,2
1113,1679495801,1,0,0,0,0,1,1,3,-130,-20,2
1114,1679495802,1,0,0,0,0,1,1,3,-130,-20,2
1115,1679495803,1,0,0,0,0,1,1,3,-130,-20,2
1116,1679495804,1,0,0,0,0,1,1,3,-130,-20,2
1117,1679495805,1,0,0,0,0,1,1,3,-130,-20,2
1118,1679495806,1,0,0,0,0,1,1,3,-130,-20,2
1119,1679495807,1,0,0,0,0,1,1,3,-130,-20,2
1120,1679495808,1,0,0,0,0,1,1,3,-130,-20,2
1121,1679495809,1,0,0,0,0,1,1,3,-130,-20,2
1122,1679495810,1,0,0,0,0,1,1,3,-130,-20,2
1123,1679495811,1,0,0,31192,763008,1,1,3,-130,-20,2
1124,1679495812,1,0,0,41616,1145088,1,1,3,-130,-20,2
1125,1679495813,1,0,0,0,119880,1,1,3,-130,-20,2
1126,1679495814,1,0,0,0,0,1,1,3,-130,-20,2
1127,1679495815,1,0,0,0,0,1,1,3,-130,-20,2
1128,1679495816,1,0,0,0,0,1,1,3,-130,-20,2
1129,1679495817,1,0,0,0,0,1,1,3,-130,-20,2
1130,1679495818,1,0,0,0,0,1,1,3,-130,-20,2
1131,1679495819,1,0,0,0,0,1,1,3,-130,-20,2
1132,1679495820,1,0,0,13664,539912,1,1,3,-130,-20,0
1133,1679495821,1,36488,45096,66376,675864,1,1,3,-99,-10,0
1134,1679495822,1,0,0,0,157176,1,1,3,-99,-10,0
1135,1679495823,1,0,0,552,166896,1,1,3,-100,-10,0
1136,1679495824,1,0,0,552,166632,1,1,3,-100,-10,0
1137,1679495825,1,0,0,552,166632,1,1,3,-105,-10,0
1138,1679495826,1,0,3696,13096,789768,1,1,3,-107,-10,0
1139,1679495827,1,0,576,4248,237384,1,1,3,-109,-11,1
1140,1679495828,1,0,3696,5768,397800,1,1,3,-109,-11,1
1141,1679495829,1,0,1808,5192,493944,1,1,3,-108,-11,1
1142,1679495830,1,0,4280,7808,582720,1,1,3,-108,-11,1
1143,1679495831,1,0,1808,4496,538464,1,1,3,-112,-11,1
1144,1679495832,1,0,4280,6544,529056,1,1,3,-111,-11,1
1145,1679495833,1,0,1808,3936,500688,1,1,3,-114,-11,1
1146,1679495834,1,0,6792,6192,414000,1,1,3,-115,-11,1
1147,1679495835,1,0,3400,6144,517631,1,1,3,-113,-12,1
1148,1679495836,1,0,9688,6440,1115328,1,1,3,-116,-12,1
1149,1679495837,1,0,4584,4808,602160,1,1,3,-116,-12,1
1150,1679495838,1,0,9688,13056,607224,1,1,3,-116,-12,1
1151,1679495839,1,0,4584,4048,577392,1,1,3,-117,-12,1
1152,1679495840,1,0,11080,6808,772728,1,1,3,-118,-13,1
1153,1679495841,1,0,5712,5704,596568,1,1,3,-118,-13,1
1154,1679495842,1,0,12472,4624,708664,1,1,3,-119,-13,1
1155,1679495843,1,0,6392,7176,564648,1,1,3,-120,-13,1
1156,1679495844,1,0,11936,5176,789664,1,1,3,-130,-20,1
1157,1679495845,1,0,6520,5520,734376,1,1,3,-130,-20,1
1158,1679495846,1,0,11936,6624,841504,1,1,3,-123,-15,1
1159,1679495847,1,0,6520,4416,768864,1,1,3,-121,-14,1
1160,1679495848,1,0,10016,7728,524424,1,1,3,-122,-14,1
1161,1679495849,1,0,7752,8280,437672,1,1,3,-122,-14,1
1162,1679495850,1,0,10248,6072,756496,1,1,3,-123,-15,1
1163,1679495851,1,0,9336,14464,1315296,1,1,3,-123,-15,1
1164,1679495852,1,0,9608,4968,1346048,1,1,3,-122,-15,1
1165,1679495853,1,0,10592,14168,411216,1,1,3,-124,-16,1
1166,1679495854,1,0,9608,20056,209160,1,1,3,-121,-14,1
1167,1679495855,1,0,11288,28320,233376,1,1,3,-125,-17,1
1168,1679495856,1,0,10264,27416,139616,1,1,3,-123,-16,1
1169,1679495857,1,0,10712,11592,129608,1,1,3,-122,-15,1
1170,1679495858,1,0,13032,10488,122728,1,1,3,-122,-15,1
1171,1679495859,1,0,8840,20360,66720,1,1,3,-124,-16,1
1172,1679495860,1,0,13864,17128,121344,1,1,3,-121,-14,1
1173,1679495861,1,0,8848,25048,133032,1,1,3,-123,-15,1
1174,1679495862,1,0,13656,19672,71336,1,1,3,-122,-15,1
1175,1679495863,1,0,8920,12144,52624,1,1,3,-122,-14,1
1176,1679495864,1,0,14160,13248,67344,1,1,3,-123,-15,1
1177,1679495865,1,0,8368,12560,73816,1,1,3,-123,-15,1
1178,1679495866,1,0,8752,12560,66176,1,1,3,-122,-15,1
1179,1679495867,1,0,7432,24288,61400,1,1,3,-123,-15,1
1180,1679495868,1,0,8248,26496,47872,1,1,3,-123,-15,1
1181,1679495869,1,0,8119,14352,39512,1,1,3,-123,-15,1
1182,1679495870,1,0,8048,11592,35344,1,1,3,-121,-15,1
1183,1679495871,1,0,10368,17528,37616,1,1,3,-120,-14,1
1184,1679495872,1,0,9640,9384,37664,1,1,3,-123,-15,1
1185,1679495873,1,0,9880,6072,29984,1,1,3,-123,-15,1
1186,1679495874,1,0,9392,7728,23904,1,1,3,-123,-15,1
1187,1679495875,1,0,10056,4416,24992,1,1,3,-122,-14,1
1188,1679495876,1,0,8984,6624,27216,1,1,3,-122,-15,1
1189,1679495877,1,0,9592,4968,22224,1,1,3,-123,-15,1
1190,1679495878,1,0,8103,9384,25264,1,1,3,-123,-15,1
1191,1679495879,1,0,8232,11592,26976,1,1,3,-123,-15,1
1192,1679495880,1,0,9016,4416,23728,1,1,3,-123,-15,1
1193,1679495881,1,0,7296,4416,23360,1,1,3,-123,-15,1
1194,1679495882,1,0,8288,5520,23328,1,1,3,-123,-15,1
1195,1679495883,1,0,6928,8832,21392,1,1,3,-124,-16,1
1196,1679495884,1,0,8160,7728,25504,1,1,3,-123,-15,1
1197,1679495885,1,0,6904,13248,21280,1,1,3,-130,-20,1
1198,1679495886,1,0,8648,13800,25584,1,1,3,-130,-20,1
1199,1679495887,1,0,6776,8832,23424,1,1,3,-123,-15,1
1200,1679495888,1,0,7480,11592,22736,1,1,3,-123,-15,1
1201,1679495889,1,0,6200,14352,22320,1,1,3,-123,-15,1
1202,1679495890,1,0,9264,15456,26080,1,1,3,-123,-15,1
1203,1679495891,1,0,6112,9384,22576,1,1,3,-123,-15,1
1204,1679495892,1,0,7256,11040,26944,1,1,3,-123,-16,1
1205,1679495893,1,0,7848,9936,22976,1,1,3,-123,-16,1
1206,1679495894,1,0,8688,11040,27008,1,1,3,-123,-15,1
1207,1679495895,1,0,6672,6624,21968,1,1,3,-123,-16,1
1208,1679495896,1,0,10272,17048,29232,1,1,3,-123,-15,1
1209,1679495897,1,0,6784,6624,27600,1,1,3,-123,-15,1
1210,1679495898,1,0,9504,9384,27360,1,1,3,-122,-15,1
1211,1679495899,1,0,7160,9384,25168,1,1,3,-123,-15,1
1212,1679495900,1,0,2360,9936,10240,1,1,3,-122,-15,1
1213,1679495901,1,0,872,9384,8832,1,1,3,-116,-15,1
1214,1679495902,1,0,8848,14352,18656,1,1,3,-121,-16,1
1215,1679495903,1,0,20896,7176,40160,1,1,3,-123,-16,1
1216,1679495904,1,0,8151,8832,28256,1,1,3,-123,-15,1
1217,1679495905,1,0,8584,3312,25296,1,1,3,-123,-15,1
1218,1679495906,1,0,7360,4416,23008,1,1,3,-123,-15,1
1219,1679495907,1,0,7224,3312,24176,1,1,3,-123,-15,1
1220,1679495908,1,0,7376,4416,27008,1,1,3,-123,-15,1
1221,1679495909,1,0,6056,4968,21984,1,1,3,-123,-15,1
1222,1679495910,1,0,7184,6624,24880,1,1,3,-124,-15,1
1223,1679495911,1,0,5344,3312,20336,1,1,3,-123,-16,1
1224,1679495912,1,0,5784,6488,17152,1,1,3,-130,-20,1
1225,1679495913,1,0,2328,7728,11776,1,1,3,-130,-20,1
1226,1679495914,1,0,10960,7728,28320,1,1,3,-122,-15,1
1227,1679495915,1,0,6056,8832,20976,1,1,3,-122,-15,1
1228,1679495916,1,0,6704,7176,22528,1,1,3,-124,-15,1
1229,1679495917,1,0,5288,4416,25872,1,1,3,-123,-15,1
1230,1679495918,1,0,6704,12696,34896,1,1,3,-124,-16,1
1231,1679495919,1,0,4712,7176,40000,1,1,3,-123,-15,1
1232,1679495920,1,0,8712,7728,31264,1,1,3,-123,-16,1
1233,1679495921,1,0,4712,7728,34688,1,1,3,-124,-16,1
1234,1679495922,1,0,8680,16560,41216,1,1,3,-120,-15,1
1235,1679495923,1,0,8872,5520,33152,1,1,3,-123,-16,1
1236,1679495924,1,0,9712,8280,40112,1,1,3,-123,-16,1
1237,1679495925,1,0,9376,9384,34032,1,1,3,-123,-15,1
1238,1679495926,1,0,9208,9936,34368,1,1,3,-130,-20,1
1239,1679495927,1,0,2872,4968,15520,1,1,3,-130,-20,1
1240,1679495928,1,0,11304,18768,30944,1,1,3,-123,-15,1
1241,1679495929,1,0,13704,11592,35440,1,1,3,-123,-15,1
1242,1679495930,1,0,6256,6072,17792,1,1,3,-123,-16,1
1243,1679495931,1,0,1936,9936,9984,1,1,3,-122,-15,1
1244,1679495932,1,0,12456,9936,27296,1,1,3,-124,-16,1
1245,1679495933,1,0,11712,8832,28752,1,1,3,-124,-16,1
1246,1679495934,1,0,8240,19872,23872,1,1,3,-123,-16,1
1247,1679495935,1,0,6944,9936,24080,1,1,3,-123,-16,1
1248,1679495936,1,0,7376,17112,30384,1,1,3,-123,-15,1
1249,1679495937,1,0,6400,20976,29280,1,1,3,-122,-14,1
1250,1679495938,1,0,7864,11040,33232,1,1,3,-124,-16,1
1251,1679495939,1,0,4432,12560,24432,1,1,3,-123,-15,1
1252,1679495940,1,0,7864,10488,25568,1,1,3,-123,-16,1
1253,1679495941,1,0,5008,8832,22992,1,1,3,-123,-15,1
1254,1679495942,1,0,7864,10488,27808,1,1,3,-122,-15,1
1255,1679495943,1,0,5008,7176,24480,1,1,3,-123,-15,1
1256,1679495944,1,0,6688,14904,22624,1,1,3,-122,-16,1
1257,1679495945,1,0,4432,5520,21360,1,1,3,-122,-15,1
1258,1679495946,1,0,6688,8280,25824,1,1,3,-123,-15,1
1259,1679495947,1,0,5128,11040,23280,1,1,3,-123,-15,1
1260,1679495948,1,0,6160,20424,24784,1,1,3,-125,-17,1
1261,1679495949,1,0,6240,17664,24656,1,1,3,-125,-16,1
1262,1679495950,1,0,6688,16008,27504,1,1,3,-124,-15,1
1263,1679495951,1,0,6192,18216,28592,1,1,3,-123,-15,1
1264,1679495952,1,0,6576,28152,35248,1,1,3,-124,-16,1
1265,1679495953,1,0,6192,13248,25456,1,1,3,-124,-16,1
1266,1679495954,1,0,7160,17664,26672,1,1,3,-125,-16,1
1267,1679495955,1,0,5392,9936,24720,1,1,3,-125,-17,1
1268,1679495956,1,0,7160,14904,25072,1,1,3,-125,-16,1
1269,1679495957,1,0,5536,10488,22528,1,1,3,-125,-16,1
1270,1679495958,1,0,7576,13248,26000,1,1,3,-125,-16,1
1271,1679495959,1,0,5304,16560,26368,1,1,3,-125,-16,1
1272,1679495960,1,0,9048,16560,28720,1,1,3,-124,-16,1
1273,1679495961,1,0,5832,24288,25200,1,1,3,-124,-15,1
1274,1679495962,1,0,10152,18216,33936,1,1,3,-124,-15,1
1275,1679495963,1,0,4424,15456,33696,1,1,3,-124,-16,1
1276,1679495964,1,0,10648,21528,44064,1,1,3,-124,-16,1
1277,1679495965,1,0,5264,21528,39040,1,1,3,-124,-16,1
1278,1679495966,1,0,10144,16560,31920,1,1,3,-124,-16,1
1279,1679495967,1,0,4736,14904,30032,1,1,3,-130,-20,1
1280,1679495968,1,0,10160,32016,37312,1,1,3,-130,-20,1
1281,1679495969,1,0,5264,20976,40576,1,1,3,-124,-15,1
1282,1679495970,1,0,9592,32567,48144,1,1,3,-123,-15,1
1283,1679495971,1,0,6384,17112,42784,1,1,3,-123,-15,1
1284,1679495972,1,0,10112,24840,42624,1,1,3,-123,-15,1
1285,1679495973,1,0,7200,20976,38224,1,1,3,-124,-15,1
1286,1679495974,1,0,10112,28152,33360,1,1,3,-124,-16,1
1287,1679495975,1,0,7200,31672,32592,1,1,3,-124,-16,1
