消息序号,来源,采集时间,基站标识,小区标识,服务小区物理小区标识,物理小区标识,RSRP(dBm),RSRQ(dB)
374,5G基站,2023-03-22 22:24:31 (909),1,1,3,3,-111,-11
375,5G基站,2023-03-22 22:24:32 (929),1,1,3,3,-112,-11
376,5G基站,2023-03-22 22:24:33 (949),1,1,3,3,-110,-11
377,5G基站,2023-03-22 22:24:34 (989),1,1,3,3,-110,-11
378,5G基站,2023-03-22 22:24:36 (9),1,1,3,3,-111,-11
379,5G基站,2023-03-22 22:24:37 (29),1,1,3,3,-111,-11
380,5G基站,2023-03-22 22:24:38 (49),1,1,3,3,-110,-11
381,5G基站,2023-03-22 22:24:39 (89),1,1,3,3,-110,-11
382,5G基站,2023-03-22 22:24:40 (109),1,1,3,3,-111,-11
383,5G基站,2023-03-22 22:24:41 (129),1,1,3,3,-111,-11
384,5G基站,2023-03-22 22:24:42 (154),1,1,3,3,-112,-11
385,5G基站,2023-03-22 22:24:43 (169),1,1,3,3,-111,-11
386,5G基站,2023-03-22 22:24:44 (209),1,1,3,3,-114,-11
387,5G基站,2023-03-22 22:24:45 (219),1,1,3,3,-115,-11
388,5G基站,2023-03-22 22:24:46 (259),1,1,3,3,-115,-12
389,5G基站,2023-03-22 22:24:47 (269),1,1,3,3,-116,-12
390,5G基站,2023-03-22 22:24:48 (314),1,1,3,3,-115,-11
391,5G基站,2023-03-22 22:24:49 (319),1,1,3,3,-116,-12
392,5G基站,2023-03-22 22:24:50 (349),1,1,3,3,-115,-11
393,5G基站,2023-03-22 22:24:51 (369),1,1,3,3,-116,-12
394,5G基站,2023-03-22 22:24:52 (409),1,1,3,3,-117,-12
395,5G基站,2023-03-22 22:24:53 (414),1,1,3,3,-114,-11
396,5G基站,2023-03-22 22:24:54 (449),1,1,3,3,-117,-13
397,5G基站,2023-03-22 22:24:55 (465),1,1,3,3,-119,-13
398,5G基站,2023-03-22 22:24:56 (509),1,1,3,3,-118,-12
399,5G基站,2023-03-22 22:24:57 (512),1,1,3,3,-116,-12
400,5G基站,2023-03-22 22:24:58 (539),1,1,3,3,-115,-12
401,5G基站,2023-03-22 22:24:59 (564),1,1,3,3,-118,-13
402,5G基站,2023-03-22 22:25:00 (589),1,1,3,3,-120,-13
403,5G基站,2023-03-22 22:25:01 (629),1,1,3,3,-121,-14
404,5G基站,2023-03-22 22:25:02 (649),1,1,3,3,-117,-13
405,5G基站,2023-03-22 22:25:03 (669),1,1,3,3,-119,-13
406,5G基站,2023-03-22 22:25:04 (689),1,1,3,3,-117,-13
407,5G基站,2023-03-22 22:25:05 (734),1,1,3,3,-119,-13
408,5G基站,2023-03-22 22:25:06 (739),1,1,3,3,-120,-13
409,5G基站,2023-03-22 22:25:07 (769),1,1,3,3,-116,-12
410,5G基站,2023-03-22 22:25:08 (794),1,1,3,3,-116,-12
411,5G基站,2023-03-22 22:25:09 (854),1,1,3,3,-116,-13
412,5G基站,2023-03-22 22:25:10 (879),1,1,3,3,-110,-13
413,5G基站,2023-03-22 22:25:11 (874),1,1,3,3,-117,-12
414,5G基站,2023-03-22 22:25:12 (884),1,1,3,3,-119,-13
415,5G基站,2023-03-22 22:25:13 (929),1,1,3,3,-122,-14
416,5G基站,2023-03-22 22:25:14 (934),1,1,3,3,-120,-14
417,5G基站,2023-03-22 22:25:15 (969),1,1,3,3,-122,-14
418,5G基站,2023-03-22 22:25:16 (994),1,1,3,3,-120,-13
419,5G基站,2023-03-22 22:25:18 (34),1,1,3,3,-122,-14
420,5G基站,2023-03-22 22:25:19 (49),1,1,3,3,-118,-12
421,5G基站,2023-03-22 22:25:20 (79),1,1,3,3,-121,-13
422,5G基站,2023-03-22 22:25:21 (89),1,1,3,3,-122,-14
423,5G基站,2023-03-22 22:25:22 (129),1,1,3,3,-123,-15
424,5G基站,2023-03-22 22:25:23 (159),1,1,3,3,-123,-14
425,5G基站,2023-03-22 22:25:24 (169),1,1,3,3,-121,-13
426,5G基站,2023-03-22 22:25:25 (184),1,1,3,3,-123,-14
427,5G基站,2023-03-22 22:25:26 (239),1,1,3,3,-120,-13
428,5G基站,2023-03-22 22:25:27 (234),1,1,3,3,-121,-13
429,5G基站,2023-03-22 22:25:28 (274),1,1,3,3,-118,-12
430,5G基站,2023-03-22 22:25:29 (284),1,1,3,3,-120,-13
431,5G基站,2023-03-22 22:25:30 (329),1,1,3,3,-118,-12
432,5G基站,2023-03-22 22:25:31 (329),1,1,3,3,-119,-13
433,5G基站,2023-03-22 22:25:32 (369),1,1,3,3,-120,-13
434,5G基站,2023-03-22 22:25:33 (384),1,1,3,3,-118,-14
435,5G基站,2023-03-22 22:25:34 (414),1,1,3,3,-123,-14
436,5G基站,2023-03-22 22:25:35 (439),1,1,3,3,-121,-14
437,5G基站,2023-03-22 22:25:36 (479),1,1,3,3,-121,-13
438,5G基站,2023-03-22 22:25:37 (479),1,1,3,3,-123,-15
439,5G基站,2023-03-22 22:25:38 (519),1,1,3,3,-122,-14
440,5G基站,2023-03-22 22:25:39 (529),1,1,3,3,-123,-15
441,5G基站,2023-03-22 22:25:40 (619),1,1,3,3,-123,-14
442,5G基站,2023-03-22 22:25:41 (595),1,1,3,3,-124,-15
443,5G基站,2023-03-22 22:25:42 (609),1,1,3,3,-121,-13
444,5G基站,2023-03-22 22:25:43 (649),1,1,3,3,-119,-16
445,5G基站,2023-03-22 22:25:44 (659),1,1,3,3,-124,-16
446,5G基站,2023-03-22 22:25:45 (694),1,1,3,3,-122,-15
447,5G基站,2023-03-22 22:25:46 (714),1,1,3,3,-120,-13
448,5G基站,2023-03-22 22:25:47 (734),1,1,3,3,-122,-15
449,5G基站,2023-03-22 22:25:48 (754),1,1,3,3,-123,-15
450,5G基站,2023-03-22 22:25:49 (835),1,1,3,3,-122,-13
451,5G基站,2023-03-22 22:25:50 (814),1,1,3,3,-123,-15
452,5G基站,2023-03-22 22:25:51 (834),1,1,3,3,-119,-13
453,5G基站,2023-03-22 22:25:52 (890),1,1,3,3,-124,-14
454,5G基站,2023-03-22 22:25:53 (885),1,1,3,3,-124,-16
455,5G基站,2023-03-22 22:25:54 (904),1,1,3,3,-124,-15
456,5G基站,2023-03-22 22:25:55 (934),1,1,3,3,-124,-15
457,5G基站,2023-03-22 22:25:56 (954),1,1,3,3,-125,-16
458,5G基站,2023-03-22 22:25:57 (995),1,1,3,3,-125,-16
459,5G基站,2023-03-22 22:25:59 (10),1,1,3,3,-124,-15
460,5G基站,2023-03-22 22:26:00 (35),1,1,3,3,-124,-16
461,5G基站,2023-03-22 22:26:01 (54),1,1,3,3,-124,-16
462,5G基站,2023-03-22 22:26:02 (79),1,1,3,3,-125,-16
463,5G基站,2023-03-22 22:26:03 (114),1,1,3,3,-124,-16
464,5G基站,2023-03-22 22:26:04 (129),1,1,3,3,-125,-16
465,5G基站,2023-03-22 22:26:05 (170),1,1,3,3,-125,-16
466,5G基站,2023-03-22 22:26:06 (194),1,1,3,3,-119,-16
467,5G基站,2023-03-22 22:26:07 (210),1,1,3,3,-124,-16
468,5G基站,2023-03-22 22:26:08 (254),1,1,3,3,-125,-16
469,5G基站,2023-03-22 22:26:09 (254),1,1,3,3,-125,-16
470,5G基站,2023-03-22 22:26:10 (279),1,1,3,3,-124,-15
471,5G基站,2023-03-22 22:26:11 (305),1,1,3,3,-111,-16
472,5G基站,2023-03-22 22:26:12 (359),1,1,3,3,-114,-15
473,5G基站,2023-03-22 22:26:13 (355),1,1,3,3,-117,-16
474,5G基站,2023-03-22 22:26:14 (414),1,1,3,3,-122,-16
475,5G基站,2023-03-22 22:26:15 (409),1,1,3,3,-125,-16
476,5G基站,2023-03-22 22:26:16 (449),1,1,3,3,-126,-17
477,5G基站,2023-03-22 22:26:17 (475),1,1,3,3,-116,-15
478,5G基站,2023-03-22 22:26:18 (495),1,1,3,3,-129,-19
479,5G基站,2023-03-22 22:26:19 (539),1,1,3,3,-126,-18
480,5G基站,2023-03-22 22:26:20 (535),1,1,3,3,-127,-19
481,5G基站,2023-03-22 22:28:36 (449),1,1,3,3,-94,-10
482,5G基站,2023-03-22 22:28:37 (474),1,1,3,3,-97,-10
483,5G基站,2023-03-22 22:28:38 (509),1,1,3,3,-95,-10
484,5G基站,2023-03-22 22:28:39 (529),1,1,3,3,-94,-10
485,5G基站,2023-03-22 22:28:40 (569),1,1,3,3,-93,-10
486,5G基站,2023-03-22 22:28:41 (589),1,1,3,3,-95,-10
487,5G基站,2023-03-22 22:28:42 (609),1,1,3,3,-97,-10
488,5G基站,2023-03-22 22:28:43 (629),1,1,3,3,-95,-10
489,5G基站,2023-03-22 22:28:44 (669),1,1,3,3,-95,-10
490,5G基站,2023-03-22 22:28:45 (689),1,1,3,3,-95,-10
491,5G基站,2023-03-22 22:28:46 (709),1,1,3,3,-94,-10
492,5G基站,2023-03-22 22:28:47 (729),1,1,3,3,-91,-10
493,5G基站,2023-03-22 22:28:48 (769),1,1,3,3,-91,-10
494,5G基站,2023-03-22 22:28:49 (789),1,1,3,3,-87,-10
495,5G基站,2023-03-22 22:28:50 (809),1,1,3,3,-87,-10
496,5G基站,2023-03-22 22:28:51 (829),1,1,3,3,-84,-10
497,5G基站,2023-03-22 22:28:52 (869),1,1,3,3,-85,-10
498,5G基站,2023-03-22 22:28:53 (889),1,1,3,3,-84,-10
499,5G基站,2023-03-22 22:28:54 (894),1,1,3,3,-85,-10
500,5G基站,2023-03-22 22:28:55 (929),1,1,3,3,-84,-10
501,5G基站,2023-03-22 22:28:56 (944),1,1,3,3,-83,-10
502,5G基站,2023-03-22 22:28:57 (969),1,1,3,3,-81,-10
503,5G基站,2023-03-22 22:28:58 (994),1,1,3,3,-79,-10
504,5G基站,2023-03-22 22:29:00 (19),1,1,3,3,-82,-11
505,5G基站,2023-03-22 22:29:01 (44),1,1,3,3,-79,-10
506,5G基站,2023-03-22 22:29:02 (69),1,1,3,3,-78,-10
507,5G基站,2023-03-22 22:29:03 (94),1,1,3,3,-78,-10
508,5G基站,2023-03-22 22:29:04 (119),1,1,3,3,-79,-10
509,5G基站,2023-03-22 22:29:05 (144),1,1,3,3,-80,-10
510,5G基站,2023-03-22 22:29:06 (169),1,1,3,3,-78,-10
511,5G基站,2023-03-22 22:29:07 (194),1,1,3,3,-77,-10
512,5G基站,2023-03-22 22:29:08 (219),1,1,3,3,-78,-10
513,5G基站,2023-03-22 22:29:09 (244),1,1,3,3,-78,-10
514,5G基站,2023-03-22 22:29:10 (269),1,1,3,3,-78,-10
515,5G基站,2023-03-22 22:29:11 (293),1,1,3,3,-78,-10
516,5G基站,2023-03-22 22:29:12 (319),1,1,3,3,-78,-10
517,5G基站,2023-03-22 22:29:13 (344),1,1,3,3,-81,-10
518,5G基站,2023-03-22 22:29:14 (369),1,1,3,3,-83,-10
519,5G基站,2023-03-22 22:29:15 (389),1,1,3,3,-84,-10
520,5G基站,2023-03-22 22:29:16 (415),1,1,3,3,-83,-10
521,5G基站,2023-03-22 22:29:17 (444),1,1,3,3,-90,-10
522,5G基站,2023-03-22 22:29:18 (464),1,1,3,3,-95,-10
523,5G基站,2023-03-22 22:29:19 (489),1,1,3,3,-95,-10
524,5G基站,2023-03-22 22:29:20 (514),1,1,3,3,-95,-10
525,5G基站,2023-03-22 22:29:21 (539),1,1,3,3,-97,-10
526,5G基站,2023-03-22 22:29:22 (562),1,1,3,3,-98,-10
527,5G基站,2023-03-22 22:29:23 (589),1,1,3,3,-97,-10
528,5G基站,2023-03-22 22:29:24 (614),1,1,3,3,-99,-10
529,5G基站,2023-03-22 22:29:25 (639),1,1,3,3,-95,-10
530,5G基站,2023-03-22 22:29:26 (664),1,1,3,3,-100,-10
531,5G基站,2023-03-22 22:29:27 (694),1,1,3,3,-97,-10
532,5G基站,2023-03-22 22:29:28 (729),1,1,3,3,-102,-10
533,5G基站,2023-03-22 22:29:29 (739),1,1,3,3,-101,-10
534,5G基站,2023-03-22 22:29:30 (769),1,1,3,3,-102,-10
535,5G基站,2023-03-22 22:29:31 (784),1,1,3,3,-101,-10
536,5G基站,2023-03-22 22:29:32 (829),1,1,3,3,-100,-10
537,5G基站,2023-03-22 22:29:33 (844),1,1,3,3,-101,-10
538,5G基站,2023-03-22 22:29:34 (869),1,1,3,3,-105,-11
539,5G基站,2023-03-22 22:29:35 (884),1,1,3,3,-108,-11
540,5G基站,2023-03-22 22:29:36 (909),1,1,3,3,-107,-11
541,5G基站,2023-03-22 22:29:37 (934),1,1,3,3,-109,-11
542,5G基站,2023-03-22 22:29:38 (959),1,1,3,3,-108,-11
543,5G基站,2023-03-22 22:29:39 (984),1,1,3,3,-106,-11
544,5G基站,2023-03-22 22:29:41 (9),1,1,3,3,-109,-11
545,5G基站,2023-03-22 22:29:42 (34),1,1,3,3,-110,-11
546,5G基站,2023-03-22 22:29:43 (59),1,1,3,3,-112,-11
547,5G基站,2023-03-22 22:29:44 (84),1,1,3,3,-114,-11
548,5G基站,2023-03-22 22:29:45 (109),1,1,3,3,-112,-11
549,5G基站,2023-03-22 22:29:46 (134),1,1,3,3,-111,-11
550,5G基站,2023-03-22 22:29:47 (159),1,1,3,3,-113,-11
551,5G基站,2023-03-22 22:29:48 (179),1,1,3,3,-112,-11
552,5G基站,2023-03-22 22:29:49 (204),1,1,3,3,-115,-11
553,5G基站,2023-03-22 22:29:50 (229),1,1,3,3,-117,-12
554,5G基站,2023-03-22 22:29:51 (254),1,1,3,3,-117,-12
555,5G基站,2023-03-22 22:29:52 (279),1,1,3,3,-117,-12
556,5G基站,2023-03-22 22:29:53 (304),1,1,3,3,-114,-12
557,5G基站,2023-03-22 22:29:54 (329),1,1,3,3,-118,-12
558,5G基站,2023-03-22 22:29:55 (354),1,1,3,3,-118,-13
559,5G基站,2023-03-22 22:29:56 (389),1,1,3,3,-117,-12
560,5G基站,2023-03-22 22:29:57 (404),1,1,3,3,-119,-13
561,5G基站,2023-03-22 22:29:58 (449),1,1,3,3,-121,-14
562,5G基站,2023-03-22 22:29:59 (459),1,1,3,3,-121,-14
563,5G基站,2023-03-22 22:30:00 (489),1,1,3,3,-120,-13
564,5G基站,2023-03-22 22:30:01 (499),1,1,3,3,-121,-14
565,5G基站,2023-03-22 22:30:02 (549),1,1,3,3,-122,-14
566,5G基站,2023-03-22 22:30:03 (550),1,1,3,3,-121,-14
567,5G基站,2023-03-22 22:30:04 (599),1,1,3,3,-115,-14
568,5G基站,2023-03-22 22:30:05 (619),1,1,3,3,-122,-15
569,5G基站,2023-03-22 22:30:06 (634),1,1,3,3,-122,-14
570,5G基站,2023-03-22 22:30:07 (699),1,1,3,3,-119,-15
571,5G基站,2023-03-22 22:30:08 (680),1,1,3,3,-122,-14
572,5G基站,2023-03-22 22:30:09 (699),1,1,3,3,-122,-14
573,5G基站,2023-03-22 22:30:10 (729),1,1,3,3,-118,-14
574,5G基站,2023-03-22 22:30:11 (754),1,1,3,3,-122,-15
575,5G基站,2023-03-22 22:30:12 (799),1,1,3,3,-124,-15
576,5G基站,2023-03-22 22:30:13 (809),1,1,3,3,-123,-16
577,5G基站,2023-03-22 22:30:14 (850),1,1,3,3,-122,-14
578,5G基站,2023-03-22 22:30:15 (890),1,1,3,3,-122,-15
579,5G基站,2023-03-22 22:30:16 (889),1,1,3,3,-122,-16
580,5G基站,2023-03-22 22:30:17 (929),1,1,3,3,-123,-16
581,5G基站,2023-03-22 22:30:18 (929),1,1,3,3,-122,-14
582,5G基站,2023-03-22 22:30:19 (970),1,1,3,3,-119,-15
583,5G基站,2023-03-22 22:30:20 (974),1,1,3,3,-122,-14
584,5G基站,2023-03-22 22:30:21 (995),1,1,3,3,-124,-16
585,5G基站,2023-03-22 22:30:23 (54),1,1,3,3,-122,-17
586,5G基站,2023-03-22 22:30:24 (54),1,1,3,3,-124,-18
587,5G基站,2023-03-22 22:30:25 (89),1,1,3,3,-129,-20
588,5G基站,2023-03-22 22:30:26 (135),1,1,3,3,-109,-15
589,5G基站,2023-03-22 22:30:31 (20),1,1,3,3,-129,-20
590,5G基站,2023-03-22 22:31:38 (549),1,1,3,3,-98,-10
591,5G基站,2023-03-22 22:31:39 (574),1,1,3,3,-97,-10
592,5G基站,2023-03-22 22:31:40 (609),1,1,3,3,-100,-10
593,5G基站,2023-03-22 22:31:41 (629),1,1,3,3,-100,-10
594,5G基站,2023-03-22 22:31:42 (669),1,1,3,3,-99,-10
595,5G基站,2023-03-22 22:31:43 (674),1,1,3,3,-104,-10
596,5G基站,2023-03-22 22:31:44 (709),1,1,3,3,-105,-10
597,5G基站,2023-03-22 22:31:45 (724),1,1,3,3,-108,-11
598,5G基站,2023-03-22 22:31:46 (749),1,1,3,3,-108,-11
599,5G基站,2023-03-22 22:31:47 (774),1,1,3,3,-109,-11
600,5G基站,2023-03-22 22:31:48 (799),1,1,3,3,-111,-11
601,5G基站,2023-03-22 22:31:49 (830),1,1,3,3,-112,-11
602,5G基站,2023-03-22 22:31:50 (849),1,1,3,3,-112,-11
603,5G基站,2023-03-22 22:31:51 (874),1,1,3,3,-112,-11
604,5G基站,2023-03-22 22:31:52 (899),1,1,3,3,-114,-11
605,5G基站,2023-03-22 22:31:53 (924),1,1,3,3,-115,-11
606,5G基站,2023-03-22 22:31:54 (949),1,1,3,3,-113,-11
607,5G基站,2023-03-22 22:31:55 (974),1,1,3,3,-116,-12
608,5G基站,2023-03-22 22:31:57 (19),1,1,3,3,-118,-13
609,5G基站,2023-03-22 22:31:58 (34),1,1,3,3,-118,-13
610,5G基站,2023-03-22 22:31:59 (44),1,1,3,3,-118,-12
611,5G基站,2023-03-22 22:32:00 (74),1,1,3,3,-120,-13
612,5G基站,2023-03-22 22:32:01 (94),1,1,3,3,-121,-14
613,5G基站,2023-03-22 22:32:02 (120),1,1,3,3,-122,-15
614,5G基站,2023-03-22 22:32:03 (154),1,1,3,3,-121,-14
615,5G基站,2023-03-22 22:32:04 (174),1,1,3,3,-123,-15
616,5G基站,2023-03-22 22:32:05 (214),1,1,3,3,-122,-14
617,5G基站,2023-03-22 22:32:06 (234),1,1,3,3,-122,-14
618,5G基站,2023-03-22 22:32:07 (249),1,1,3,3,-122,-14
619,5G基站,2023-03-22 22:32:08 (289),1,1,3,3,-121,-14
620,5G基站,2023-03-22 22:32:09 (294),1,1,3,3,-121,-14
621,5G基站,2023-03-22 22:32:10 (334),1,1,3,3,-117,-15
622,5G基站,2023-03-22 22:32:11 (369),1,1,3,3,-124,-16
623,5G基站,2023-03-22 22:32:12 (394),1,1,3,3,-121,-15
624,5G基站,2023-03-22 22:32:13 (394),1,1,3,3,-113,-15
625,5G基站,2023-03-22 22:32:14 (434),1,1,3,3,-110,-14
626,5G基站,2023-03-22 22:32:15 (444),1,1,3,3,-121,-14
627,5G基站,2023-03-22 22:32:16 (489),1,1,3,3,-123,-15
628,5G基站,2023-03-22 22:32:17 (494),1,1,3,3,-123,-15
629,5G基站,2023-03-22 22:32:18 (529),1,1,3,3,-119,-13
630,5G基站,2023-03-22 22:32:19 (569),1,1,3,3,-122,-14
631,5G基站,2023-03-22 22:32:20 (609),1,1,3,3,-111,-15
632,5G基站,2023-03-22 22:32:21 (614),1,1,3,3,-121,-15
633,5G基站,2023-03-22 22:32:22 (634),1,1,3,3,-123,-14
634,5G基站,2023-03-22 22:32:23 (650),1,1,3,3,-123,-15
635,5G基站,2023-03-22 22:32:24 (690),1,1,3,3,-121,-14
636,5G基站,2023-03-22 22:32:25 (699),1,1,3,3,-123,-15
637,5G基站,2023-03-22 22:32:26 (729),1,1,3,3,-123,-15
638,5G基站,2023-03-22 22:32:27 (774),1,1,3,3,-125,-17
639,5G基站,2023-03-22 22:32:28 (774),1,1,3,3,-124,-16
640,5G基站,2023-03-22 22:32:29 (809),1,1,3,3,-125,-16
641,5G基站,2023-03-22 22:32:30 (819),1,1,3,3,-125,-17
642,5G基站,2023-03-22 22:32:31 (849),1,1,3,3,-126,-18
643,5G基站,2023-03-22 22:32:32 (894),1,1,3,3,-126,-17
644,5G基站,2023-03-22 22:32:33 (899),1,1,3,3,-125,-17
645,5G基站,2023-03-22 22:32:34 (929),1,1,3,3,-124,-16
646,5G基站,2023-03-22 22:32:35 (974),1,1,3,3,-125,-16
647,5G基站,2023-03-22 22:32:36 (974),1,1,3,3,-126,-18
648,5G基站,2023-03-22 22:32:37 (994),1,1,3,3,-123,-16
649,5G基站,2023-03-22 22:32:39 (19),1,1,3,3,-123,-15
650,5G基站,2023-03-22 22:32:40 (49),1,1,3,3,-124,-16
651,5G基站,2023-03-22 22:32:41 (99),1,1,3,3,-122,-15
652,5G基站,2023-03-22 22:32:42 (99),1,1,3,3,-122,-15
653,5G基站,2023-03-22 22:32:43 (119),1,1,3,3,-123,-15
654,5G基站,2023-03-22 22:32:44 (159),1,1,3,3,-123,-15
655,5G基站,2023-03-22 22:32:45 (174),1,1,3,3,-116,-14
656,5G基站,2023-03-22 22:32:46 (219),1,1,3,3,-121,-15
657,5G基站,2023-03-22 22:32:47 (224),1,1,3,3,-118,-15
658,5G基站,2023-03-22 22:32:48 (259),1,1,3,3,-120,-14
659,5G基站,2023-03-22 22:32:49 (279),1,1,3,3,-114,-16
660,5G基站,2023-03-22 22:32:50 (334),1,1,3,3,-117,-15
661,5G基站,2023-03-22 22:32:51 (319),1,1,3,3,-122,-14
662,5G基站,2023-03-22 22:32:52 (354),1,1,3,3,-123,-15
663,5G基站,2023-03-22 22:32:53 (369),1,1,3,3,-123,-14
664,5G基站,2023-03-22 22:32:54 (409),1,1,3,3,-123,-14
665,5G基站,2023-03-22 22:32:55 (414),1,1,3,3,-122,-14
666,5G基站,2023-03-22 22:32:56 (529),1,1,3,3,-122,-14
667,5G基站,2023-03-22 22:32:57 (474),1,1,3,3,-122,-14
668,5G基站,2023-03-22 22:32:58 (559),1,1,3,3,-123,-16
669,5G基站,2023-03-22 22:32:59 (539),1,1,3,3,-121,-15
670,5G基站,2023-03-22 22:33:00 (539),1,1,3,3,-120,-13
671,5G基站,2023-03-22 22:33:01 (569),1,1,3,3,-120,-13
672,5G基站,2023-03-22 22:33:02 (594),1,1,3,3,-121,-14
673,5G基站,2023-03-22 22:33:03 (614),1,1,3,3,-121,-14
674,5G基站,2023-03-22 22:33:04 (649),1,1,3,3,-120,-13
675,5G基站,2023-03-22 22:33:05 (674),1,1,3,3,-123,-15
676,5G基站,2023-03-22 22:33:06 (694),1,1,3,3,-124,-15
677,5G基站,2023-03-22 22:33:07 (734),1,1,3,3,-123,-15
678,5G基站,2023-03-22 22:33:08 (739),1,1,3,3,-124,-15
679,5G基站,2023-03-22 22:33:09 (764),1,1,3,3,-124,-16
680,5G基站,2023-03-22 22:33:10 (794),1,1,3,3,-124,-15
681,5G基站,2023-03-22 22:33:11 (814),1,1,3,3,-123,-15
682,5G基站,2023-03-22 22:33:12 (884),1,1,3,3,-122,-14
683,5G基站,2023-03-22 22:33:14 (79),1,1,3,3,-122,-14
684,5G基站,2023-03-22 22:33:14 (894),1,1,3,3,-121,-14
685,5G基站,2023-03-22 22:33:15 (929),1,1,3,3,-121,-14
686,5G基站,2023-03-22 22:33:16 (964),1,1,3,3,-120,-13
687,5G基站,2023-03-22 22:33:17 (965),1,1,3,3,-121,-13
688,5G基站,2023-03-22 22:33:18 (994),1,1,3,3,-121,-13
689,5G基站,2023-03-22 22:33:20 (19),1,1,3,3,-123,-15
690,5G基站,2023-03-22 22:33:21 (39),1,1,3,3,-122,-14
691,5G基站,2023-03-22 22:33:22 (74),1,1,3,3,-122,-14
692,5G基站,2023-03-22 22:33:23 (89),1,1,3,3,-121,-13
693,5G基站,2023-03-22 22:33:24 (114),1,1,3,3,-121,-13
694,5G基站,2023-03-22 22:33:25 (134),1,1,3,3,-120,-13
695,5G基站,2023-03-22 22:33:26 (159),1,1,3,3,-120,-13
696,5G基站,2023-03-22 22:33:27 (189),1,1,3,3,-120,-13
697,5G基站,2023-03-22 22:33:28 (214),1,1,3,3,-120,-13
698,5G基站,2023-03-22 22:33:29 (234),1,1,3,3,-121,-14
699,5G基站,2023-03-22 22:33:30 (259),1,1,3,3,-121,-14
700,5G基站,2023-03-22 22:33:31 (289),1,1,3,3,-121,-14
701,5G基站,2023-03-22 22:33:32 (314),1,1,3,3,-121,-14
702,5G基站,2023-03-22 22:33:33 (369),1,1,3,3,-121,-14
703,5G基站,2023-03-22 22:33:34 (359),1,1,3,3,-122,-15
704,5G基站,2023-03-22 22:33:35 (393),1,1,3,3,-121,-14
705,5G基站,2023-03-22 22:33:36 (409),1,1,3,3,-122,-14
706,5G基站,2023-03-22 22:33:37 (454),1,1,3,3,-121,-14
707,5G基站,2023-03-22 22:33:38 (459),1,1,3,3,-121,-15
708,5G基站,2023-03-22 22:33:39 (484),1,1,3,3,-123,-14
709,5G基站,2023-03-22 22:33:40 (530),1,1,3,3,-124,-16
710,5G基站,2023-03-22 22:33:41 (534),1,1,3,3,-124,-16
711,5G基站,2023-03-22 22:33:42 (554),1,1,3,3,-123,-15
712,5G基站,2023-03-22 22:33:43 (594),1,1,3,3,-123,-15
713,5G基站,2023-03-22 22:33:44 (649),1,1,3,3,-121,-14
714,5G基站,2023-03-22 22:33:45 (614),1,1,3,3,-122,-14
715,5G基站,2023-03-22 22:33:46 (659),1,1,3,3,-122,-15
716,5G基站,2023-03-22 22:33:47 (679),1,1,3,3,-122,-14
717,5G基站,2023-03-22 22:33:48 (739),1,1,3,3,-122,-15
718,5G基站,2023-03-22 22:33:49 (734),1,1,3,3,-122,-14
719,5G基站,2023-03-22 22:33:50 (834),1,1,3,3,-122,-15
720,5G基站,2023-03-22 22:33:51 (779),1,1,3,3,-122,-15
721,5G基站,2023-03-22 22:33:52 (819),1,1,3,3,-122,-15
722,5G基站,2023-03-22 22:33:53 (974),1,1,3,3,-123,-15
723,5G基站,2023-03-22 22:33:54 (859),1,1,3,3,-123,-16
724,5G基站,2023-03-22 22:33:55 (879),1,1,3,3,-123,-15
725,5G基站,2023-03-22 22:33:56 (904),1,1,3,3,-122,-14
726,5G基站,2023-03-22 22:33:57 (929),1,1,3,3,-123,-14
727,5G基站,2023-03-22 22:33:58 (954),1,1,3,3,-123,-15
728,5G基站,2023-03-22 22:33:59 (979),1,1,3,3,-123,-15
729,5G基站,2023-03-22 22:34:01 (9),1,1,3,3,-123,-16
730,5G基站,2023-03-22 22:34:02 (49),1,1,3,3,-123,-15
731,5G基站,2023-03-22 22:34:03 (54),1,1,3,3,-123,-16
732,5G基站,2023-03-22 22:34:04 (79),1,1,3,3,-123,-16
733,5G基站,2023-03-22 22:34:05 (114),1,1,3,3,-124,-16
734,5G基站,2023-03-22 22:34:06 (129),1,1,3,3,-123,-15
735,5G基站,2023-03-22 22:34:07 (154),1,1,3,3,-122,-14
736,5G基站,2023-03-22 22:34:08 (179),1,1,3,3,-123,-15
737,5G基站,2023-03-22 22:34:09 (204),1,1,3,3,-123,-16
738,5G基站,2023-03-22 22:34:10 (229),1,1,3,3,-123,-16
739,5G基站,2023-03-22 22:34:11 (254),1,1,3,3,-123,-15
740,5G基站,2023-03-22 22:34:12 (279),1,1,3,3,-123,-15
741,5G基站,2023-03-22 22:34:13 (304),1,1,3,3,-123,-15
742,5G基站,2023-03-22 22:34:14 (329),1,1,3,3,-123,-15
743,5G基站,2023-03-22 22:34:15 (354),1,1,3,3,-124,-16
744,5G基站,2023-03-22 22:34:16 (379),1,1,3,3,-123,-15
745,5G基站,2023-03-22 22:34:17 (399),1,1,3,3,-122,-15
746,5G基站,2023-03-22 22:34:18 (434),1,1,3,3,-123,-16
747,5G基站,2023-03-22 22:34:19 (449),1,1,3,3,-123,-15
748,5G基站,2023-03-22 22:34:20 (479),1,1,3,3,-124,-15
749,5G基站,2023-03-22 22:34:21 (554),1,1,3,3,-108,-17
